0: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8, 11], [13, 12, 22, 16], [18, 21, 17], [23, 24], [19, 50], [20, 28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82], [83, 81, 85, 80], [86, 84, 87, 88]]
51: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54], [55, 52, 48], [61, 51, 59], [57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77], [79, 82], [83, 81], [85, 80, 86, 84], [87, 88]]
52: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8], [11, 13, 12], [22, 16], [18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79, 82], [83, 81, 85], [80, 86, 84], [87, 88]]
53: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59], [57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74, 78], [77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
54: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54], [55, 52], [48, 61, 51], [59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79], [82, 83, 81, 85, 80, 86, 84, 87, 88]]
55: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59], [57, 58], [62, 63, 67], [71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
56: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53], [56, 49], [54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75], [73, 74, 78], [77, 79, 82, 83], [81, 85], [80, 86], [84, 87, 88]]
57: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57], [58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
58: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54], [55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
59: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78], [77, 79, 82], [83, 81], [85, 80, 86], [84, 87, 88]]
60: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72], [66, 69], [76, 70, 75], [73, 74, 78, 77], [79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
61: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72], [66, 69, 76], [70, 75, 73, 74], [78, 77, 79], [82, 83, 81, 85, 80, 86, 84, 87, 88]]
62: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64], [65, 68, 72], [66, 69, 76, 70], [75, 73, 74], [78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
63: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42], [37, 43], [46, 44], [45, 53, 56], [49, 54, 55], [52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86], [84, 87, 88]]
64: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86, 84], [87, 88]]
65: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61, 51], [59, 57, 58], [62, 63], [67, 71, 64], [65, 68], [72, 66], [69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
66: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18], [21, 17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54], [55, 52, 48], [61, 51, 59, 57], [58, 62, 63], [67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
67: [[36, 2, 1], [14, 15, 5], [3, 4, 7, 6], [10, 9, 27], [8, 11, 13], [12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82], [83, 81, 85, 80], [86, 84, 87, 88]]
68: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8, 11], [13, 12, 22, 16], [18, 21, 17], [23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42], [37, 43, 46], [44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
69: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41], [60, 31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59], [57, 58, 62], [63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
70: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61], [51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66], [69, 76, 70], [75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
71: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65], [68, 72], [66, 69, 76, 70], [75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
72: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69, 76], [70, 75], [73, 74, 78], [77, 79], [82, 83], [81, 85, 80], [86, 84, 87, 88]]
73: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85], [80, 86, 84, 87, 88]]
74: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
75: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41], [60, 31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55, 52], [48, 61, 51], [59, 57, 58, 62], [63, 67], [71, 64, 65, 68], [72, 66], [69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86], [84, 87, 88]]
76: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42], [37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
77: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58, 62], [63, 67, 71, 64], [65, 68, 72, 66], [69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
78: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54], [55, 52, 48], [61, 51, 59], [57, 58], [62, 63, 67], [71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
79: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54], [55, 52, 48], [61, 51, 59], [57, 58], [62, 63], [67, 71, 64], [65, 68, 72], [66, 69], [76, 70], [75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80], [86, 84, 87, 88]]
80: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86, 84], [87, 88]]
81: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54], [55, 52, 48], [61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
82: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73], [74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
83: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11, 13], [12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71], [64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
84: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
85: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29], [25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61], [51, 59, 57], [58, 62, 63], [67, 71], [64, 65, 68], [72, 66, 69], [76, 70], [75, 73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86], [84, 87, 88]]
86: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8, 11], [13, 12, 22, 16], [18, 21, 17], [23, 24], [19, 50], [20, 28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40], [47, 38], [42, 37, 43], [46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67], [71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
87: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37, 43, 46], [44, 45, 53], [56, 49, 54, 55], [52, 48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
88: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8, 11], [13, 12, 22, 16], [18, 21, 17], [23, 24], [19, 50], [20, 28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70], [75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
89: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45], [53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
90: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67], [71, 64, 65, 68, 72, 66, 69, 76], [70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
91: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40], [47, 38, 42], [37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66], [69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
92: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45], [53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82, 83], [81, 85], [80, 86], [84, 87, 88]]
93: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18], [21, 17], [23, 24], [19, 50], [20, 28, 29], [25, 26, 41], [60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
94: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37, 43], [46, 44, 45], [53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
95: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63], [67], [71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74], [78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
96: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34], [35, 40, 47], [38, 42, 37, 43, 46, 44, 45, 53, 56, 49], [54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
97: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41], [60, 31, 30], [33, 32], [39, 34], [35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82, 83], [81, 85], [80, 86, 84], [87, 88]]
98: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29], [25, 26], [41, 60, 31], [30, 33, 32], [39, 34], [35, 40], [47, 38, 42], [37, 43, 46, 44, 45, 53], [56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
99: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29], [25, 26, 41], [60, 31, 30], [33, 32], [39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53], [56, 49, 54], [55, 52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
100: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79], [82, 83, 81, 85, 80, 86, 84, 87, 88]]
101: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27], [8, 11, 13], [12, 22], [16, 18, 21], [17, 23, 24], [19, 50], [20, 28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39], [34, 35, 40], [47, 38, 42], [37, 43], [46, 44], [45, 53, 56], [49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
