0: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
51: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
52: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
53: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
54: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
55: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
56: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
57: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
58: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
59: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
60: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
61: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
62: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
63: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
64: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
65: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
66: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
67: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
68: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
69: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
70: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
71: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
72: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
73: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
74: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
75: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
76: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
77: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
78: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
79: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
80: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
81: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
82: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
83: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
84: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
85: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
86: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
87: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
88: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
89: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
90: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
91: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
92: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
93: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
94: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
95: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
96: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
97: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
98: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
99: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
100: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
101: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
