0: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9], [15, 14, 11], [29, 19, 16, 13, 23], [17, 21, 18], [20, 27, 26], [28, 31, 25], [30, 36, 60, 43], [37, 54], [32, 34, 44, 8, 39], [33, 40, 63], [41, 45], [35, 46, 51, 47, 42, 49, 53, 52, 55, 50, 56, 57], [59], [48, 58, 61, 62, 68, 64, 65], [67, 66, 79, 69, 70, 75, 71, 73, 74, 76, 78, 77, 82, 80, 85, 84, 87, 83, 81, 86, 88, 10]]
51: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8, 11], [29, 21, 17], [15, 13, 14], [16, 25, 18, 27, 19, 20], [26, 23, 31, 54, 28, 56, 30, 41, 42, 35, 36, 45], [33, 34, 47, 32, 43, 49, 44], [50, 46, 48], [39, 51, 37], [60, 52, 40], [59, 55, 53, 57, 58, 62, 61, 63, 64, 69, 65, 67, 78, 66, 75, 77, 70, 68, 71, 74], [79, 76, 73, 80, 82, 84, 87, 83, 85, 81, 86, 88]]
52: [[38, 5, 7], [2, 3, 4], [24, 1], [72, 6, 12, 22], [9], [11, 8, 14, 10, 13, 15, 31, 19, 17, 18, 16, 21, 20, 25, 30, 58, 27, 28, 26, 23, 54], [57, 46, 40, 34, 29, 32, 35, 52, 33, 37, 43, 36, 39, 45, 48, 47, 61, 50, 41, 42, 60, 44, 49, 51, 53, 63, 55, 56, 62, 59, 65, 68, 64, 70, 69, 66, 67, 79, 77, 71, 74, 73, 75, 76, 78, 80, 81, 82, 86, 83, 84, 85, 87, 88]]
53: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10, 15, 31], [11, 26, 27], [13, 14, 17, 21, 16], [23, 18, 19], [51, 20, 59, 28, 25, 29], [61, 62, 33, 30], [32, 34, 47], [36, 35, 37, 43, 45, 40], [39, 41, 44, 42], [49, 63, 48], [46, 57, 53, 60], [50, 56, 54], [52, 55, 58, 65, 64, 67], [66, 69, 70, 74, 68, 71, 77, 75, 73, 76, 86, 78, 88, 83, 84, 79, 87, 82, 85, 80, 81]]
54: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 9, 8, 15, 12, 22], [11, 27, 25, 19, 26, 16, 17, 23, 18, 20, 28, 29, 21, 31, 32, 30, 59, 33, 14, 43, 62, 37, 44, 36, 42, 34, 40, 35, 60, 41, 45, 58, 39, 46, 48, 49, 54, 47, 51, 50, 56, 52, 53, 55, 63, 57, 61, 13], [65, 64, 67, 68, 79, 70, 66, 78, 77, 74, 75, 69, 71, 73, 76, 82, 81, 84, 85, 87, 83, 80, 86, 88, 10]]
55: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8], [27, 20], [28, 21], [29, 17, 13, 18], [11, 25, 26], [49, 15, 23], [48, 16, 19], [41, 30, 39], [31, 58, 32], [33, 34, 37], [59, 40, 43], [44, 36, 55, 14], [45, 46], [35, 42, 51, 53], [47, 50, 54], [63, 62, 52, 56], [57, 60, 61], [64, 69, 66], [65, 70, 76, 67], [68, 78, 79, 74], [75, 73, 77, 71], [80, 81, 86], [82, 83, 87], [84, 85, 88]]
56: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8], [27, 11, 13], [31, 14, 16, 17, 23, 15, 18, 19, 30, 21, 20, 56, 25, 43, 26, 28, 29, 51, 32, 40, 36, 33, 34, 42, 41, 45, 35, 47, 44, 46, 50, 37, 54, 48, 49, 53, 58, 39, 52, 63, 60, 55, 57, 61, 59, 62, 65, 64, 66, 67, 71, 68, 70, 78, 69, 74, 75, 73, 79, 77, 76, 82, 81], [80, 84, 87, 83, 86, 85, 88]]
57: [[38, 5, 7], [2, 3, 4], [24, 1], [72, 6, 12, 22], [9], [10, 8, 15, 14, 23, 13, 29], [11, 21, 18, 16, 19, 17, 25, 20, 27, 26, 28, 35, 52, 55, 56], [31, 32, 30, 36, 34, 37, 39, 43, 40, 41, 33], [42, 45, 46, 44, 51], [63, 54, 59, 49, 53, 48], [57, 50, 60, 62, 61, 58, 47, 65, 68, 64, 71, 69, 66, 67, 77, 79, 70, 74, 75, 76, 78, 80, 88, 82, 81, 73, 83, 84, 85, 87, 86]]
58: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10], [15, 11, 13], [19, 27, 29], [17, 16, 21, 14, 18, 30, 23, 25, 31, 20, 26], [58, 28, 55, 32], [53, 43, 60], [33, 34, 36, 35, 49, 42, 41, 39, 45, 40, 44, 47, 37, 46, 50, 59, 48, 52, 54, 56, 62, 57, 51], [61, 63, 64, 68, 67, 66, 69, 65, 77, 76, 75, 79, 74, 73, 70, 78, 80, 84, 85, 82, 86, 83, 81, 71, 87, 88]]
59: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10], [11, 30, 14], [26, 27, 13], [19, 16, 21, 29, 15, 20, 17, 25, 28], [23, 55, 54, 31], [52, 33, 53, 18, 32, 48, 36, 34, 39, 35, 41, 37, 47], [43, 40, 49], [42, 56, 45], [46, 51, 59], [60, 44, 57], [50, 58, 63], [62, 61, 64, 70, 66], [67, 75, 65, 68], [76, 73, 74, 78], [69, 79, 71, 77, 84, 80, 86, 82, 85, 83, 88, 87, 81]]
60: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 11, 10], [8, 15, 14], [31, 13, 16, 17, 19], [20, 18, 23, 28], [21, 26, 55, 25], [27, 29, 58, 53, 39, 41, 40, 43, 32, 30, 34, 45, 42, 35, 36, 44, 37, 46, 33, 47, 48, 51, 49, 63, 61, 50, 52, 54, 60], [56, 59, 57, 62, 65, 66, 64, 67, 69, 71, 68, 76, 77, 75, 74, 73, 70, 78, 79, 84, 80, 86, 82, 83, 85, 81, 87, 88]]
61: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8, 15, 27, 11, 17, 13, 29, 19, 16, 21], [20, 23], [31, 28, 18, 61, 25, 57, 26, 30, 46, 47, 32, 39, 33, 35, 44, 36], [40, 45], [34, 42, 43, 14, 58, 48, 41, 53, 37, 52, 55, 59, 50, 51, 49, 56, 62, 60, 63, 54, 64, 65, 66], [68, 70, 67, 71, 69, 79, 77, 73, 74, 76, 75, 78, 80, 83, 81, 85, 84, 82, 86, 87, 88]]
62: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6], [12, 8, 35, 10], [26, 15, 14], [11, 19, 20], [9, 13, 16], [17, 21, 58], [18, 49, 59, 25, 60, 28, 23, 22, 27, 56, 37, 36, 29, 43, 50, 46, 32, 40, 39], [41, 34, 30, 31, 61, 33, 42, 63, 44, 45, 47, 48, 51, 62, 52, 53, 54, 55, 57, 64, 70, 66, 71, 67, 65, 68, 76, 77, 74, 73, 79, 75, 69, 78, 84, 82, 80, 85, 81, 83, 86, 87, 88]]
63: [[38, 5, 7], [2, 3, 4, 24, 1, 72, 6, 12, 22], [9, 11, 8, 14, 13, 23], [10, 27, 18, 16, 15, 19, 20, 21, 17, 26, 53, 28, 25, 31, 57, 51, 34, 29, 37, 52, 60, 33, 32, 44, 30, 46, 47, 35, 36, 41, 40, 39, 42, 43, 45, 55, 50, 49], [54, 48, 62, 63, 56, 58, 59, 61, 65, 68, 66, 67, 74, 77, 69, 75, 78, 73, 79, 70, 71, 64, 87, 80, 81, 76, 82, 83, 84, 88, 85, 86]]
64: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 11], [14, 29], [10, 31, 15], [18, 17, 16], [20, 21, 25], [19, 50, 23, 26, 61, 27, 43], [28, 45, 40, 34, 39, 36, 30, 44, 32], [35, 46, 37, 41, 33, 42, 13, 49, 53, 52, 51, 47, 54, 55, 48, 57, 58, 59, 56, 60, 62, 63, 64, 65, 67, 66, 69, 74, 76, 77, 68, 75, 70], [71, 79, 73, 78, 81, 82, 80, 83, 85, 87, 84, 86, 88]]
65: [[38, 5, 7], [2, 3, 4, 24, 1, 72], [6, 12, 22], [9, 8, 10, 13, 15, 11, 29, 25, 21, 14, 16, 17, 20, 19, 18, 30, 27, 23, 58, 43, 28, 62], [53, 40, 50, 33, 26, 42], [63, 31, 32], [36, 34], [44, 41, 35, 37, 39, 61, 45, 49, 46, 47, 48, 51, 52, 54, 55, 57, 56, 59, 60, 65, 64, 67, 68, 79, 70, 66, 71, 73, 69, 74, 77, 78, 75, 83, 82, 81, 80, 85, 87, 76, 84, 86, 88]]
66: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 11], [8, 31, 28], [14, 13, 16], [19, 17, 21], [15, 18, 20], [23, 60, 56], [51, 63, 26], [27, 49, 29], [59, 62, 40], [25, 37, 33], [32, 47, 30], [34, 36, 35, 39, 41, 42, 43, 44, 48, 53, 46, 54, 45, 58, 50, 55, 52, 57, 78, 64, 61, 81, 66], [71, 67, 79, 74, 65, 77, 75, 73, 68, 69, 70, 76, 80, 82, 83, 86, 87, 84, 85, 88]]
67: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9], [8, 10, 14], [15, 27, 11, 25, 23, 13, 17, 16, 19, 18, 20, 21, 31, 26, 28, 60, 63, 29, 36, 30, 41, 33, 40, 37, 44, 35, 53, 55, 34, 45, 46, 42, 39, 43, 48, 50, 49, 51, 54, 32, 47, 52, 56, 57, 58, 59, 61, 62, 65, 68, 64, 67, 66, 77, 70, 69, 76, 73], [75, 78, 79, 74, 71, 80, 85, 81, 86, 82, 83, 84, 87, 88]]
68: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [10, 8, 44], [26, 11, 14], [29, 15, 9], [13, 17, 16], [21, 18, 20, 23, 51, 19, 59, 43], [27, 31, 53, 36, 50, 25, 28, 30, 32, 35, 57, 33, 40, 58, 34, 55, 41, 37, 39, 45, 46, 47], [48, 42, 52, 49, 60, 54, 61, 62, 63, 56, 64, 71, 66, 67, 78, 65, 70, 75, 68, 73, 79, 76, 69, 74, 77, 83, 80, 81, 84, 86, 82, 87, 85, 88]]
69: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9], [8, 10, 14, 15], [11, 17, 13, 19, 28], [21, 16], [30, 27, 29, 18, 55], [20, 25, 26], [31, 57, 47], [23, 40, 36, 63], [32, 34, 35, 39, 37, 41, 42, 33, 43, 44, 46], [45, 48, 56], [60, 52, 62], [49, 51, 61, 50], [53, 58, 54, 59, 64], [71, 65, 67, 66, 70, 68, 77, 73, 75, 76, 69], [74, 88, 85, 78, 80, 81], [86, 79, 83, 84, 82, 87]]
70: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8], [15, 11, 13, 16, 14, 19], [17, 18, 20, 23, 21, 50, 29, 25], [31, 26, 55, 27, 60, 56, 30], [44, 43, 34, 32, 28, 33, 40, 35, 42, 41, 36, 45, 46, 47, 37, 48, 39, 49, 54, 57, 59, 52, 51, 61, 58, 63, 53, 62, 64, 66, 70, 73, 71, 68, 69, 75], [67, 65, 76, 78, 79, 74, 77, 81, 82, 80, 83, 84, 87, 85, 86, 88]]
71: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8], [15, 13, 11], [25, 14, 16], [19, 18, 23, 20, 21, 28, 17, 31, 29, 37, 30, 61, 26, 39, 34, 35, 53, 56, 32, 40, 27, 33, 42, 41, 45, 36, 43, 46, 44, 51, 47, 48, 50, 52, 55, 49, 58, 54, 60, 57, 62, 63, 59, 65, 64, 68, 70, 69, 67, 66, 71, 79, 73, 74, 77, 78, 75, 76, 84, 83, 80, 81, 82], [86, 85, 87, 88]]
72: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10], [15, 13, 11], [29, 16, 17, 21, 18, 20, 19, 23, 27, 26, 25, 28, 62, 31, 33, 30, 35, 45, 41, 34, 48], [14, 36, 37, 39, 32, 43, 44, 42, 40, 46, 47, 49, 53, 58, 59, 56, 60, 51, 55, 52, 54, 57, 50, 61, 63, 64, 69, 65, 70, 67, 66, 68, 77, 71, 73, 75, 79, 74, 78, 76, 84, 82, 80, 86, 83, 81], [87, 85, 88]]
73: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 18, 13, 8, 10], [15, 14, 9, 19], [11, 17, 26], [20, 16, 22, 27, 28, 25, 21, 60, 29, 30, 31], [57, 47, 23, 40, 36], [53, 46, 33, 34, 35, 37, 32], [39, 43, 41, 49, 45, 42, 50, 44, 48, 54, 62, 59, 51, 61], [52, 55, 56, 58, 63, 64, 71, 65, 67, 66, 70], [68, 77, 73, 74, 69, 79], [76, 75, 87, 81, 80, 82, 78, 86, 83, 84, 85, 88]]
74: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8, 14, 15, 11, 13, 31, 17], [19, 18], [16], [52, 23, 21, 51, 20, 26, 28, 63, 30, 25, 34, 62], [41, 33, 27], [42, 37, 29, 59, 39, 35, 32, 40, 46, 36, 43, 44, 50, 45, 47, 48, 55, 49, 56, 53, 60, 61, 57, 54, 58, 68, 64, 67, 69, 70, 65, 71, 66, 77, 73, 79, 74, 75, 78, 80, 82, 81, 84, 76, 86, 83], [85, 87, 88]]
75: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [8, 14, 9], [15, 30, 27], [10, 11, 29], [16, 23, 18], [13, 26, 20], [25, 17, 19], [21, 47, 28], [31, 33, 34], [59, 51, 50, 35, 32, 36, 41, 46, 40, 43, 37, 39, 55, 44], [45, 48, 42, 53, 54, 49, 52, 60, 56, 57, 58, 61, 62, 63, 64, 68, 71], [67, 77, 65, 66, 69, 70, 74, 75, 73, 78], [76, 79, 85, 81, 80, 86, 83, 82, 84, 87, 88]]
76: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 11, 8, 10, 13], [31, 9, 15, 14, 17, 18, 16, 30, 20], [19, 21, 52, 51, 23, 25, 40, 62, 61, 27, 34, 60, 50, 26, 28, 29, 48, 39, 43, 42, 33, 32, 36, 45, 41, 37, 44, 46, 35, 47, 53, 49, 54, 55, 56, 57, 58, 59, 63, 66, 64, 65, 70, 69, 67, 68, 78, 71, 79, 74], [75, 76, 73, 77, 82, 80, 87, 83, 85, 84, 81, 86, 88]]
77: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10, 13], [28, 27, 26], [11, 15, 14], [18, 20, 31], [16, 21, 17], [25, 19, 23], [62, 29, 30], [50, 45, 34], [35, 48, 36, 32, 43, 47, 41, 42, 33, 44], [39, 40, 49, 46], [51, 37, 52], [53, 58, 56], [55, 57, 54], [59, 63, 60], [61, 64, 69], [65, 67, 74, 70, 66], [76, 81, 68, 78], [71, 79, 75, 73], [84, 82, 80, 83, 77, 85, 88, 87, 86]]
78: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [8, 10, 9, 15, 11, 13, 25, 29, 16, 14, 18, 21, 23, 26, 17, 27, 63, 19, 58, 20, 28], [30, 43, 42, 41], [31, 53, 56, 35, 47, 32, 44, 48, 45, 33, 34, 39, 37, 36, 46, 49, 40, 51, 50, 52], [54, 55, 60, 57, 59, 61, 62, 64, 68, 71, 65, 66, 67, 69, 76, 70, 73, 75, 78, 79, 74, 77, 88, 80, 82, 81, 83, 86], [85, 84, 87]]
79: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10], [13, 15, 11], [27, 29, 21, 14, 16, 17], [20, 19, 23], [59, 18], [25, 28, 43, 30, 58, 52, 63, 33, 51, 32, 42, 39, 26, 31, 36, 35, 44, 41, 45, 47, 34, 37, 56, 49, 54, 40, 55, 46, 48, 50, 60, 53, 57, 62, 61, 65, 64, 67, 68, 78, 70, 66, 71, 73, 76, 79, 69, 74, 75, 77, 82, 81, 85, 83, 87, 80, 84, 86, 88]]
80: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8, 15, 27, 13, 14, 11, 20, 19, 16, 17], [21, 18], [30, 26, 23, 28, 25, 61, 29, 31, 46, 33, 32, 34, 43, 35, 45, 36], [40, 37], [39, 41, 42, 44, 59, 47, 48, 49, 53, 52, 55, 51, 50, 54, 58, 57, 56, 63, 62, 60, 64, 67, 65], [66, 70, 68, 71, 69, 78, 73, 79, 74, 76, 75, 77, 80, 83, 81, 84, 85, 82], [87, 86, 88]]
81: [[38, 5, 7], [2, 3, 4], [24, 1, 72, 6, 12, 22, 11], [8, 10, 14, 29, 9, 31, 15, 19, 16], [20, 26, 21, 17, 18, 48, 55, 23, 58, 25, 27, 60, 45, 42, 28, 34, 62, 30, 32, 50, 35, 40, 46, 41, 33, 36, 13, 44, 61, 37, 39, 43, 47, 52, 53, 49, 63, 51, 56, 54, 59, 57, 64, 70, 65, 66, 69, 74, 68, 78, 71, 75, 76], [67, 79, 73, 77, 81, 86, 80, 82, 84, 87, 85, 83, 88]]
82: [[38, 5, 7], [2, 3, 4, 24, 1, 72], [6, 12, 22, 9], [10, 8, 15, 14, 21, 29, 11, 13, 17, 16, 20, 19, 25, 23, 27, 59, 26, 28, 45, 30, 31, 53], [33, 50, 32, 40, 42, 62, 35, 44], [37, 34, 41, 39, 46, 43, 49, 63, 47, 36, 51, 48, 56, 57, 52, 54, 55, 58, 60, 61, 64, 65], [68, 66, 69, 79, 70, 67, 71, 73, 74, 75, 77, 78, 76, 82, 83, 81, 80, 85, 86, 18, 84, 87, 88]]
83: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8], [30, 15], [11, 23, 13], [21, 16, 26], [18, 19, 57], [20, 14, 31], [17, 25, 27, 51, 28, 39, 56, 33, 41], [35, 32, 40, 29, 34, 37], [36, 55, 44, 46, 47, 45, 48, 49, 42, 43, 50, 54, 53, 59, 60, 61, 58, 62, 63, 52, 66, 69, 64, 70, 65, 67, 75, 76, 77, 73, 74, 71, 79, 68, 78, 82, 84, 83, 80, 81, 87, 86, 85, 88]]
84: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8], [30, 15], [11, 23, 13], [21, 16, 26], [18, 19, 57], [20, 14, 31], [17, 25, 27, 51, 28, 39, 56, 33, 41], [35, 32, 40, 29, 34, 37], [36, 55, 44, 46, 47, 45, 48, 49, 42, 43, 50, 54, 53, 59, 60, 61, 58, 62, 63, 52, 66, 69, 64, 70, 65, 67, 75, 76, 77, 73, 74, 71, 79, 68, 78, 82, 84, 83, 80, 81, 87, 86, 85, 88]]
85: [[38, 5, 7], [2, 3, 4], [24, 1], [72, 6, 12, 22], [9, 10, 8], [15], [11, 28, 13, 19], [18, 23, 29], [16, 21, 25], [30, 20, 17], [26, 27], [62, 57, 31, 32, 47, 33, 50, 35, 34, 43, 37, 14, 36, 41, 39, 40, 58, 42, 46, 44, 56, 45, 48, 49, 53, 52, 51, 54, 55, 60, 61, 59, 63, 68, 64, 70, 65, 74], [69, 71, 67, 78, 66, 75, 73, 79, 77, 76, 80, 82, 86, 83, 87, 81, 85, 84, 88]]
86: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8], [14, 15, 13, 31, 29, 17, 16, 18, 20], [49, 23], [25], [19, 21, 60, 26, 41, 28, 27, 46, 30, 33, 34, 32], [11, 37, 44], [43, 39, 35, 36, 40, 50, 42, 47, 53, 62, 45, 61], [48, 51], [54, 56, 52, 63, 55, 58, 57, 59, 68], [64, 67, 66, 76, 71, 70, 65, 78, 73, 77, 69, 74, 75, 79, 82, 86, 80, 81, 83, 85, 84, 87, 88]]
87: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6], [12, 22, 9, 13, 8, 11], [27, 15, 31, 25, 10, 17, 19, 16, 52, 23, 21, 29, 28, 14, 58, 18, 59, 30, 42, 35, 32, 33, 20, 41, 45, 26, 60, 39, 34, 36, 40, 44, 43, 57, 50, 47, 49, 48, 46, 56, 37, 53, 54, 55, 51, 61, 63], [62, 64, 70, 66, 65, 75, 69, 68, 67, 76, 71, 79, 77, 74, 73, 78, 80, 83, 82, 81, 84, 85, 86, 87, 88]]
88: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8, 11, 27, 18, 17, 30, 25, 13, 14, 21], [16, 15], [19, 20, 26, 28, 61, 41, 23, 29, 46, 36, 34, 55, 62, 31, 45, 32, 52], [37, 40, 35], [44, 42, 59, 47, 33, 60, 39, 51, 43, 49, 48, 53, 54, 57, 50, 56, 58, 63, 64], [81, 65, 68, 78, 67, 66, 70, 75, 73, 71, 79, 76, 74, 69, 80, 83, 77, 82, 84, 86, 87, 85, 88]]
89: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8, 15, 31, 14, 18, 11, 13, 17, 16, 19, 21, 23, 20, 26, 51, 27, 59, 28, 29, 25, 63], [30, 33, 39, 52, 32], [37, 36, 35], [45, 43, 41], [40, 42, 50], [44, 47, 61, 46, 48, 34, 49, 53, 56, 60, 57], [54, 55, 62], [58, 65, 64], [66, 67, 84, 68, 70, 78, 69, 77, 71, 74, 75, 87, 73, 80, 83, 76, 79, 81, 82, 85, 86, 88]]
90: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 11, 8], [10, 15, 13], [30, 25, 17], [19, 16, 21], [18, 31, 26, 48, 29], [23, 27, 47], [28, 14, 36, 35, 20, 32], [56, 33, 46, 34, 43, 40, 37, 44, 41, 39, 45, 51], [52, 60, 42, 63, 50, 55, 54, 61, 53, 49, 58, 59, 57, 62, 64, 70, 68, 67, 77, 65, 66, 78, 69, 71, 74, 79, 75, 73, 76, 80, 82, 85, 86, 83, 81, 84, 87, 88]]
91: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [10, 11, 8], [14, 9, 13], [29, 21, 15, 19], [16, 17, 23], [27, 28, 20, 18], [30, 49, 25], [63, 26, 44], [42, 43, 53], [45, 31, 60, 41], [36, 33, 35], [54, 39], [32, 34, 47], [50, 57, 37, 55], [48, 40, 46, 51], [52, 56, 59], [61, 58, 62], [65, 68], [67, 64, 70], [76, 66], [77, 69], [75, 71, 78, 79], [73, 74, 83, 80, 85, 84], [81, 82, 86, 87, 88]]
92: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9], [10, 8, 11], [27, 14, 18, 13, 31, 25, 21, 16, 51, 15, 29, 17, 30, 20, 26, 61, 59, 19], [44], [23, 33, 37, 28, 36, 47], [35, 60, 54, 34, 40, 32, 46, 50, 41, 48, 42, 49, 43, 39, 52, 45, 53, 55, 57, 58, 63, 56, 62, 64, 70, 66, 65, 74, 71, 68, 67, 76, 69, 75, 77, 79, 73, 78, 80, 85, 81, 82, 86, 83, 84, 87, 88]]
93: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8, 15], [13, 14, 23], [18, 11, 16], [20, 19, 28], [17, 25, 48], [31, 57, 21, 58], [29, 42, 30], [50, 26], [55, 40, 34], [36, 56, 37, 27], [39, 41, 32, 54], [33, 35, 43], [45, 46, 44], [51, 47], [49, 52, 53], [62, 59], [60, 63], [61, 64, 68, 65], [82, 67, 71, 70, 66, 79, 73, 75, 69, 78, 77, 74, 83, 76, 80, 81, 87, 84, 85, 86, 88]]
94: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9, 11, 8, 13, 27, 10, 17, 29, 16, 31, 18, 21, 14, 30, 19, 20, 23, 25, 28, 52, 49, 26, 33, 15, 35, 60, 34, 32, 37, 39, 36, 41, 43, 42, 56, 44, 62, 46, 40, 45, 48, 47, 55, 51, 53, 54, 50, 58, 57, 59, 61, 63, 65, 68, 64, 71, 67, 66, 70, 75], [69, 76, 78, 77, 73, 74, 79, 88, 83, 80, 84, 82, 81, 85, 87, 86]]
95: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9, 8, 10], [14, 15, 13], [11, 27, 18], [20, 19, 23], [16, 17, 21], [25, 57, 53], [29, 55], [42, 30, 31, 26, 39, 28], [33, 43, 41, 32, 34, 35, 36, 47, 40, 44, 46, 37, 48, 50, 51, 49, 62, 45, 56, 59, 61, 52], [54, 58, 60, 63, 64, 70, 65, 71, 66, 68, 67, 75, 69, 74, 73, 78, 79, 76, 82, 84, 87, 77, 80, 85, 81, 83, 86, 88]]
96: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [10, 9, 8], [11, 27, 18], [19, 28, 13, 14], [15, 17], [16, 47, 20], [21, 59, 23], [25, 61, 26], [29, 46, 40], [43, 55, 37, 30], [44, 31, 52], [33, 32, 35], [50, 42, 57, 34, 39, 36, 41, 48, 45, 49, 53, 54, 58, 51, 56, 63, 60, 62, 65], [68, 64, 69, 78, 67, 66, 70, 74, 73, 71, 79, 75, 76, 83, 81, 82, 77, 86, 80, 87, 85, 84, 88]]
97: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9, 8, 10], [11, 30, 13, 20, 31, 15, 19, 16, 17, 14, 18, 23], [21, 26, 29, 25, 55, 52, 63], [36, 33, 57], [27, 32, 28], [37, 34, 39], [35, 41, 53, 46, 40, 43, 50, 42, 47, 45, 44, 54, 48, 49, 51, 56, 59], [60, 58, 61, 62, 64, 70, 66, 67, 79, 65, 69, 77], [75, 76, 71, 73, 78, 68, 82, 84, 80, 86, 74, 87, 85, 81, 83, 88]]
98: [[38, 5, 7], [2, 3, 4, 24, 1, 72, 6, 12, 22, 9], [8, 10, 11, 15, 14, 25, 13, 31, 17, 16, 18, 19, 20, 23], [28, 26, 21, 29, 56, 30, 50, 33, 63, 32, 27, 36, 57, 39, 45, 37, 40, 41, 34, 35, 44, 43, 42, 46, 47, 49, 52, 55, 48, 54, 51, 53, 58, 59, 60, 61, 62, 68, 65, 66, 71, 78, 67, 64, 74, 79, 69, 76, 70, 77, 73, 75, 80, 86, 81, 84, 87, 82, 83, 85, 88]]
99: [[38, 5, 7], [2, 3, 4], [24, 1], [72, 6], [12, 22, 9, 10, 17, 14, 15, 25, 20, 13, 30, 19, 11, 16, 23, 18, 21, 31, 63, 8, 26, 27, 35, 29, 56, 43, 28, 36, 52, 46, 48, 41, 34, 32, 60, 39, 37, 49, 40, 42, 53, 33, 51, 47, 44, 45, 50, 55, 58, 54, 57, 62, 59, 70, 67], [61, 66, 65, 69, 64, 78, 77, 74, 68, 71, 79, 73, 75, 76], [84, 80, 82, 81, 83, 86, 85, 87, 88]]
100: [[38, 5, 7], [2, 3, 4], [24, 1, 72, 6], [12, 22], [9, 11], [8, 10, 14, 15], [13, 21], [17, 23, 18], [20, 26, 16, 56, 19], [25, 28, 27, 29], [61, 30, 31, 49, 62, 34, 32, 36, 33, 41, 40, 37, 39, 46, 42, 45, 35, 43, 47, 44, 58, 51, 48, 50, 52, 53, 54, 57, 59, 55, 60, 63, 68, 64, 66, 65, 78, 67, 77, 73, 71, 69, 70, 75, 74, 76, 79, 82, 83, 80, 84, 86, 85, 81, 87, 88]]
101: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 13], [8, 30, 14], [25, 20, 21], [17, 19, 16], [18, 23, 48], [15, 60, 28, 29], [58, 63, 56], [11, 26, 32], [27, 47, 31, 35], [40, 53, 33], [34, 46, 41], [61, 36, 39], [37, 42, 52], [43, 44, 62], [45, 51, 55, 50, 49], [54, 57, 59], [65, 80, 67], [64, 78, 66, 71, 68, 79, 69, 73, 70, 77], [75, 76, 84, 81, 83, 87, 74, 86, 85, 82, 88]]
