0: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25, 86, 83, 67, 26, 15], [75, 76, 65, 17, 21], [2], [9, 27, 31], [3, 4], [49, 11, 24], [42, 38, 20, 5], [22, 18, 34, 12, 39, 6, 47], [28, 23, 54, 13], [55, 57, 81, 29], [50, 59, 37, 19, 63, 64], [1, 45, 79, 52, 60, 43, 51], [53, 33, 72, 68, 30], [62, 73], [10, 66, 74, 77, 78, 84], [58, 80, 87], [85]]
51: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8], [44, 71, 88], [69], [7, 14, 41, 46], [25, 86, 83], [67, 26], [15, 75, 76], [65, 17], [21, 2, 9, 27, 31], [3, 4], [49, 11, 24, 42, 38], [20, 5], [22, 18], [34, 12, 39], [6, 47, 28], [23, 54], [13, 55], [57, 81, 29], [50, 59, 37, 19], [63, 64, 1, 45], [79, 52], [60, 43], [51, 53, 33, 72], [68, 30, 62, 73, 10], [66, 74], [77, 78, 84], [58, 80, 87], [85]]
52: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44], [71, 88], [69, 7], [14, 41, 46, 25, 86, 83, 67, 26, 15], [75, 76, 65], [17, 21, 2, 9], [27, 31, 3, 4], [49, 11, 24, 42], [38, 20, 5, 22, 18], [34, 12, 39], [6, 47, 28], [23, 54], [13, 55, 57, 81, 29], [50], [59, 37, 19], [63, 64, 1], [45, 79, 52, 60, 43, 51], [53, 33], [72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
53: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44], [71, 88, 69, 7], [14, 41, 46], [25, 86], [83, 67, 26, 15, 75], [76, 65], [17, 21], [2, 9, 27], [31, 3], [4, 49, 11], [24, 42, 38, 20], [5, 22], [18, 34, 12], [39, 6], [47, 28, 23], [54, 13, 55, 57], [81, 29, 50, 59], [37, 19, 63, 64], [1, 45, 79], [52, 60, 43], [51, 53], [33, 72, 68, 30], [62, 73, 10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
54: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44], [71, 88], [69, 7], [14, 41, 46, 25, 86, 83, 67, 26, 15], [75, 76, 65], [17, 21, 2, 9, 27], [31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
55: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44], [71, 88], [69, 7], [14, 41, 46, 25, 86, 83, 67, 26, 15], [75, 76, 65], [17, 21, 2, 9, 27], [31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
56: [[70, 36], [32, 40], [56, 35], [61, 48, 16, 82], [8, 44], [71, 88, 69, 7], [14, 41], [46, 25], [86, 83], [67, 26], [15, 75, 76, 65], [17, 21, 2, 9], [27, 31, 3], [4, 49, 11], [24, 42, 38, 20, 5], [22, 18], [34, 12, 39], [6, 47, 28], [23, 54, 13, 55], [57, 81, 29, 50], [59, 37, 19, 63], [64, 1, 45], [79, 52], [60, 43, 51, 53, 33, 72], [68, 30, 62, 73, 10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
57: [[70, 36], [32, 40], [56, 35], [61, 48, 16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25], [86, 83, 67, 26], [15, 75], [76, 65], [17, 21], [2, 9, 27, 31], [3, 4], [49, 11], [24, 42], [38, 20, 5], [22, 18, 34, 12], [39, 6], [47, 28], [23, 54, 13], [55, 57, 81], [29, 50], [59, 37], [19, 63, 64, 1], [45, 79, 52], [60, 43, 51, 53], [33, 72, 68], [30, 62, 73], [10, 66, 74, 77], [78, 84, 58], [80, 87, 85]]
58: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25, 86, 83, 67, 26, 15], [75, 76, 65, 17, 21], [2, 9, 27, 31], [3, 4], [49, 11, 24, 42], [38, 20, 5, 22], [18, 34, 12], [39, 6, 47, 28, 23, 54], [13, 55, 57], [81], [29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
59: [[70, 36], [32, 40], [56, 35, 61, 48], [16, 82], [8, 44], [71, 88, 69, 7], [14, 41], [46, 25], [86, 83], [67, 26, 15, 75, 76, 65, 17, 21], [2, 9, 27, 31, 3], [4, 49, 11, 24, 42, 38], [20, 5, 22, 18, 34, 12, 39, 6, 47], [28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
60: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44], [71, 88, 69, 7], [14, 41, 46], [25, 86, 83], [67, 26, 15], [75, 76, 65, 17], [21, 2, 9, 27], [31, 3, 4, 49], [11, 24, 42, 38], [20, 5, 22, 18], [34, 12, 39, 6], [47, 28, 23, 54, 13], [55, 57, 81, 29, 50], [59], [37, 19, 63, 64, 1], [45, 79], [52, 60, 43], [51, 53, 33, 72], [68, 30, 62, 73], [10, 66, 74, 77, 78], [84, 58, 80, 87, 85]]
61: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44], [71, 88, 69], [7, 14, 41], [46, 25], [86, 83, 67, 26, 15], [75], [76, 65, 17, 21], [2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6], [47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
62: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8], [44, 71, 88], [69, 7], [14, 41], [46, 25, 86], [83, 67, 26], [15, 75], [76, 65], [17, 21], [2, 9, 27], [31, 3, 4, 49], [11, 24, 42, 38], [20, 5, 22, 18, 34], [12, 39, 6, 47, 28, 23], [54, 13, 55, 57, 81, 29, 50], [59, 37, 19, 63, 64, 1], [45, 79, 52], [60, 43, 51, 53, 33, 72, 68, 30, 62], [73, 10, 66, 74, 77, 78, 84], [58, 80, 87, 85]]
63: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46], [25, 86], [83, 67], [26, 15], [75, 76], [65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64], [1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
64: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8], [44, 71, 88], [69, 7, 14, 41, 46, 25, 86], [83, 67, 26, 15], [75, 76, 65, 17, 21, 2, 9], [27, 31, 3], [4, 49, 11, 24, 42, 38], [20, 5, 22, 18, 34, 12, 39, 6], [47, 28, 23, 54, 13], [55, 57, 81, 29, 50], [59, 37, 19, 63, 64, 1, 45, 79, 52], [60, 43, 51], [53, 33], [72, 68, 30, 62, 73], [10, 66], [74, 77, 78, 84, 58, 80, 87, 85]]
65: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25], [86, 83, 67, 26, 15, 75], [76, 65, 17, 21, 2, 9, 27], [31, 3], [4, 49, 11, 24], [42, 38], [20, 5], [22, 18, 34], [12, 39, 6], [47, 28, 23, 54, 13, 55, 57], [81, 29, 50, 59], [37, 19, 63, 64, 1, 45, 79], [52, 60, 43, 51, 53, 33, 72, 68, 30], [62, 73], [10, 66, 74, 77, 78], [84, 58], [80, 87, 85]]
66: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7], [14, 41], [46, 25], [86, 83], [67, 26, 15, 75], [76, 65], [17, 21, 2, 9], [27, 31], [3, 4, 49, 11], [24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
67: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46], [25, 86, 83, 67, 26], [15, 75, 76, 65, 17], [21, 2, 9], [27, 31, 3, 4, 49], [11, 24], [42, 38, 20, 5], [22, 18, 34], [12, 39, 6, 47, 28], [23], [54, 13, 55], [57, 81, 29, 50, 59], [37, 19, 63], [64, 1, 45, 79], [52, 60], [43, 51, 53], [33, 72, 68], [30, 62, 73], [10, 66, 74, 77, 78, 84], [58, 80, 87, 85]]
68: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44], [71, 88, 69, 7], [14, 41, 46, 25], [86, 83], [67, 26], [15, 75], [76, 65, 17], [21, 2, 9, 27], [31, 3, 4, 49], [11, 24, 42, 38], [20, 5, 22], [18, 34, 12, 39, 6], [47, 28], [23, 54, 13, 55], [57, 81], [29, 50, 59, 37, 19], [63, 64, 1, 45], [79, 52, 60, 43], [51, 53, 33], [72, 68, 30], [62, 73], [10, 66], [74, 77, 78], [84, 58], [80, 87, 85]]
69: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44], [71, 88, 69, 7], [14, 41], [46, 25, 86, 83], [67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1], [45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
70: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69], [7], [14, 41, 46, 25], [86, 83, 67, 26], [15, 75, 76, 65, 17, 21, 2], [9, 27, 31, 3, 4], [49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47], [28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
71: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69], [7, 14, 41], [46, 25], [86, 83, 67], [26, 15, 75, 76], [65, 17], [21, 2, 9], [27, 31], [3, 4], [49, 11, 24], [42, 38, 20], [5, 22, 18, 34], [12, 39, 6, 47, 28], [23, 54, 13, 55, 57], [81, 29, 50], [59, 37, 19, 63, 64, 1, 45, 79], [52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
72: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46], [25, 86], [83, 67], [26, 15], [75, 76], [65, 17, 21, 2, 9], [27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87], [85]]
73: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46], [25, 86], [83, 67], [26, 15], [75, 76, 65, 17], [21, 2, 9, 27, 31], [3, 4], [49, 11, 24, 42], [38, 20], [5, 22], [18, 34, 12, 39, 6], [47, 28], [23, 54, 13], [55, 57, 81], [29, 50], [59, 37, 19], [63, 64, 1], [45, 79], [52], [60], [43, 51], [53, 33, 72, 68, 30], [62, 73, 10, 66, 74], [77, 78, 84, 58, 80, 87, 85]]
74: [[70, 36], [32, 40, 56, 35], [61, 48, 16], [82, 8, 44, 71], [88, 69, 7], [14, 41, 46], [25, 86, 83, 67, 26], [15, 75, 76, 65], [17, 21, 2, 9], [27, 31, 3, 4, 49], [11, 24, 42, 38], [20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
75: [[70, 36, 32], [40, 56, 35], [61, 48], [16, 82, 8, 44], [71, 88, 69, 7], [14, 41, 46], [25, 86, 83, 67], [26, 15, 75, 76], [65, 17, 21, 2, 9, 27], [31, 3, 4, 49, 11, 24, 42], [38, 20, 5, 22, 18], [34, 12], [39, 6, 47, 28, 23, 54], [13, 55], [57, 81], [29, 50, 59, 37, 19], [63, 64, 1], [45, 79, 52, 60, 43, 51], [53, 33, 72, 68, 30, 62, 73, 10], [66, 74, 77, 78, 84, 58, 80, 87, 85]]
76: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44], [71, 88, 69, 7, 14, 41, 46, 25, 86, 83, 67, 26, 15, 75, 76, 65, 17, 21], [2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20], [5, 22, 18, 34, 12], [39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
77: [[70, 36], [32, 40], [56, 35], [61, 48, 16, 82], [8, 44, 71], [88, 69], [7, 14, 41, 46], [25, 86], [83, 67, 26, 15], [75, 76, 65, 17, 21], [2, 9, 27, 31], [3, 4, 49], [11, 24, 42], [38, 20], [5, 22, 18, 34, 12], [39, 6], [47, 28, 23], [54, 13, 55], [57, 81], [29, 50, 59, 37, 19], [63, 64], [1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
78: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44], [71, 88], [69, 7, 14], [41, 46, 25, 86], [83, 67], [26, 15], [75, 76, 65, 17], [21], [2, 9, 27], [31, 3], [4, 49, 11, 24, 42, 38, 20], [5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53], [33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
79: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7], [14, 41, 46, 25], [86, 83], [67, 26], [15, 75, 76, 65], [17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79], [52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
80: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8, 44], [71, 88], [69, 7], [14, 41], [46, 25, 86], [83, 67, 26, 15], [75, 76, 65, 17], [21, 2, 9, 27], [31, 3, 4], [49, 11, 24, 42], [38, 20, 5, 22, 18, 34, 12], [39, 6, 47, 28, 23], [54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45], [79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
81: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44], [71, 88], [69, 7, 14], [41, 46, 25, 86], [83, 67], [26, 15], [75, 76, 65, 17], [21, 2], [9, 27, 31, 3], [4, 49, 11, 24], [42, 38], [20, 5], [22, 18], [34, 12, 39, 6, 47, 28, 23, 54, 13], [55, 57, 81], [29, 50, 59, 37, 19], [63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
82: [[70, 36], [32, 40], [56, 35], [61, 48, 16], [82, 8], [44, 71, 88], [69, 7], [14, 41], [46, 25, 86], [83, 67], [26, 15, 75, 76], [65, 17, 21], [2, 9], [27, 31, 3], [4, 49], [11, 24, 42], [38, 20, 5], [22, 18], [34, 12, 39], [6, 47, 28], [23, 54, 13], [55, 57], [81, 29, 50, 59], [37, 19, 63, 64], [1, 45, 79, 52], [60, 43, 51], [53, 33, 72], [68, 30, 62, 73], [10, 66], [74, 77, 78, 84], [58, 80, 87], [85]]
83: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8], [44, 71, 88, 69], [7, 14], [41, 46, 25, 86], [83, 67, 26, 15], [75, 76, 65, 17, 21, 2, 9, 27], [31, 3, 4, 49, 11, 24, 42, 38, 20], [5, 22], [18, 34, 12, 39, 6, 47, 28], [23, 54, 13, 55, 57, 81], [29, 50, 59, 37, 19, 63, 64, 1], [45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
84: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25, 86, 83], [67, 26, 15, 75, 76, 65, 17, 21, 2], [9, 27, 31, 3, 4, 49, 11, 24, 42], [38, 20, 5, 22], [18, 34], [12, 39], [6, 47, 28, 23], [54, 13, 55, 57], [81, 29], [50, 59, 37, 19], [63, 64, 1, 45, 79], [52, 60], [43, 51], [53, 33], [72, 68, 30, 62], [73, 10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
85: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8, 44], [71, 88], [69, 7], [14, 41, 46, 25], [86, 83, 67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68], [30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
86: [[70, 36], [32, 40, 56, 35, 61, 48], [16, 82, 8, 44, 71], [88, 69, 7, 14, 41], [46, 25, 86, 83], [67, 26, 15, 75, 76, 65, 17], [21, 2, 9, 27, 31, 3, 4], [49, 11, 24, 42, 38, 20, 5], [22, 18, 34, 12, 39], [6, 47, 28, 23, 54, 13, 55], [57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
87: [[70, 36], [32, 40], [56, 35], [61, 48, 16, 82], [8, 44], [71, 88, 69, 7, 14], [41], [46, 25, 86], [83, 67, 26], [15, 75, 76, 65], [17, 21, 2, 9], [27, 31], [3, 4], [49, 11, 24, 42, 38], [20, 5], [22, 18, 34, 12], [39, 6, 47, 28, 23, 54], [13, 55, 57, 81, 29, 50], [59, 37, 19, 63, 64], [1, 45, 79, 52], [60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
88: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8], [44, 71, 88, 69, 7, 14, 41, 46, 25], [86, 83, 67, 26, 15, 75], [76, 65, 17, 21], [2, 9, 27, 31], [3, 4, 49, 11], [24, 42], [38, 20, 5, 22], [18, 34, 12, 39, 6, 47], [28, 23, 54, 13, 55, 57, 81, 29, 50], [59, 37, 19], [63, 64, 1, 45], [79, 52, 60, 43], [51, 53, 33, 72], [68, 30, 62], [73, 10], [66, 74, 77, 78], [84, 58, 80, 87, 85]]
89: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44], [71, 88], [69, 7, 14, 41], [46, 25], [86, 83, 67, 26], [15, 75, 76], [65, 17, 21, 2], [9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
90: [[70, 36, 32], [40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69], [7, 14, 41], [46, 25, 86], [83, 67, 26], [15, 75, 76, 65], [17, 21], [2, 9, 27, 31], [3, 4, 49], [11, 24, 42, 38], [20, 5, 22], [18, 34, 12, 39], [6, 47, 28, 23], [54, 13], [55, 57, 81], [29, 50, 59, 37], [19, 63, 64, 1], [45, 79], [52, 60], [43, 51, 53], [33, 72, 68], [30, 62], [73, 10, 66], [74, 77, 78, 84], [58, 80, 87, 85]]
91: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7, 14], [41, 46], [25, 86], [83, 67], [26, 15], [75, 76, 65, 17, 21, 2, 9, 27], [31, 3, 4], [49], [11, 24, 42, 38, 20], [5, 22, 18, 34, 12, 39], [6, 47, 28], [23], [54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
92: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7], [14, 41, 46], [25, 86, 83, 67], [26, 15, 75], [76, 65, 17, 21], [2, 9, 27], [31, 3], [4, 49, 11, 24], [42, 38], [20, 5], [22, 18], [34, 12, 39], [6, 47, 28, 23], [54, 13, 55, 57], [81, 29, 50, 59], [37, 19, 63], [64, 1, 45, 79], [52, 60, 43], [51, 53, 33, 72], [68, 30, 62], [73, 10, 66, 74], [77], [78, 84, 58, 80], [87, 85]]
93: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44], [71, 88, 69, 7, 14, 41, 46, 25, 86], [83, 67, 26], [15, 75, 76, 65, 17], [21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84], [58, 80, 87, 85]]
94: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44], [71, 88, 69, 7], [14, 41, 46], [25, 86, 83, 67], [26, 15], [75, 76], [65, 17], [21], [2, 9], [27, 31, 3, 4], [49, 11], [24, 42], [38, 20, 5, 22], [18, 34], [12, 39, 6, 47], [28, 23, 54, 13, 55, 57], [81, 29], [50, 59, 37], [19, 63], [64, 1, 45, 79], [52, 60, 43, 51, 53], [33, 72], [68, 30, 62, 73], [10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
95: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7, 14], [41, 46], [25, 86], [83, 67], [26, 15], [75, 76, 65, 17, 21, 2, 9, 27], [31, 3, 4], [49], [11, 24, 42, 38, 20], [5, 22], [18, 34, 12, 39, 6], [47, 28, 23, 54], [13, 55, 57, 81], [29, 50, 59], [37, 19, 63, 64], [1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
96: [[70, 36, 32, 40], [56, 35, 61], [48, 16], [82, 8], [44, 71, 88], [69, 7, 14, 41, 46], [25, 86, 83, 67, 26], [15, 75], [76, 65, 17, 21], [2, 9], [27, 31], [3, 4, 49, 11], [24], [42, 38, 20], [5, 22], [18, 34], [12, 39, 6], [47, 28, 23, 54, 13, 55], [57, 81, 29], [50, 59, 37, 19], [63, 64], [1], [45], [79, 52], [60, 43, 51, 53, 33], [72, 68, 30, 62, 73], [10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
97: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44], [71, 88], [69, 7], [14, 41, 46, 25], [86, 83], [67, 26], [15, 75, 76, 65, 17], [21, 2], [9, 27, 31], [3, 4, 49], [11, 24], [42, 38, 20, 5, 22, 18, 34], [12, 39, 6, 47, 28, 23, 54], [13, 55, 57, 81, 29], [50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53], [33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
98: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7, 14], [41, 46, 25], [86, 83], [67, 26], [15, 75, 76], [65, 17], [21, 2, 9, 27, 31], [3, 4, 49], [11, 24, 42, 38, 20, 5], [22, 18, 34, 12], [39, 6, 47], [28, 23, 54], [13, 55, 57, 81], [29, 50], [59, 37, 19, 63], [64, 1, 45, 79], [52, 60, 43, 51, 53, 33], [72, 68], [30, 62, 73, 10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
99: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46], [25], [86, 83, 67], [26, 15, 75], [76, 65, 17], [21, 2, 9], [27, 31, 3], [4, 49], [11, 24, 42], [38, 20, 5, 22], [18, 34], [12, 39, 6], [47, 28], [23, 54, 13], [55, 57, 81, 29], [50, 59, 37, 19], [63, 64, 1, 45], [79, 52, 60, 43], [51, 53, 33, 72], [68, 30], [62, 73, 10, 66], [74, 77, 78], [84, 58, 80], [87, 85]]
100: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8], [44, 71, 88, 69], [7, 14, 41, 46], [25, 86, 83], [67, 26, 15], [75, 76, 65, 17], [21, 2], [9, 27, 31], [3, 4, 49], [11, 24, 42, 38, 20], [5, 22, 18, 34, 12, 39], [6, 47], [28, 23], [54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63], [64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
101: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7], [14, 41], [46, 25, 86], [83, 67, 26, 15], [75, 76, 65, 17], [21, 2], [9, 27], [31, 3, 4], [49, 11, 24], [42, 38], [20, 5], [22, 18], [34, 12, 39, 6], [47, 28], [23, 54], [13, 55, 57], [81, 29, 50, 59], [37, 19], [63, 64], [1, 45, 79, 52], [60, 43, 51], [53, 33, 72, 68], [30, 62, 73, 10], [66, 74], [77, 78], [84, 58], [80, 87, 85]]
