0: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
74: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
75: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
76: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
77: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
78: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
79: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
80: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
81: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
82: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
83: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
84: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
85: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
86: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
87: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
88: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
89: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
90: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
91: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
92: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
93: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
94: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
95: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
96: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
97: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
98: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
99: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
100: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
101: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
102: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
103: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
104: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
105: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
106: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
107: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
108: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
109: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
110: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
111: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
112: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
113: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
114: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
115: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
116: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
117: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
118: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
119: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
120: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
121: [[41, 58], [43, 35, 33, 46, 2], [60], [34, 8, 27], [7, 25, 5], [32, 17, 20], [19, 1, 14, 26, 37], [4, 13, 21], [55], [47, 31], [38, 29, 24, 23, 45, 12], [3, 48, 30, 51], [22, 52, 28], [59, 53, 57, 49], [11, 42, 50], [9, 36, 39, 15, 6, 10], [16, 56, 40, 54, 44, 18]]
