0: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29], [59, 30], [60, 41], [63, 33, 31, 54, 35, 36], [32], [34, 39, 44], [37, 46, 40, 42, 43], [57, 45, 56, 47, 55], [48, 49, 50, 61, 51, 53], [52, 58, 62], [65, 71, 64, 66, 67], [78, 68, 69, 70, 74], [72, 73, 76, 77, 75], [79, 82], [81, 80, 87, 83], [84, 85, 86, 88]]
51: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16], [23, 18, 19, 28, 25], [29, 59], [30, 60, 41, 63, 33], [31, 54, 35, 36, 32], [34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 50, 48, 49, 52, 51, 55, 53, 56, 58], [61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73], [76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
52: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26], [21, 20], [24, 16, 23, 18], [19, 28, 25, 29, 59], [30, 60, 41], [63, 33, 31], [54, 35], [36, 32, 34, 39, 44], [37, 46, 40], [42, 43], [57], [45, 47, 50, 53, 48], [51, 49, 52, 55, 58], [56, 61, 62, 65], [71, 64], [66, 67, 78], [68, 69, 70, 74, 72, 73], [76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
53: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26], [21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39], [44, 37, 46, 40, 42, 43, 57, 45, 47, 56, 49, 52, 50, 51, 48, 55, 53, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
54: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59, 30, 60], [41, 63, 33, 31, 54], [35, 36, 32, 34], [39, 44, 37], [46, 40, 42], [43, 57], [45, 47, 49], [55, 48, 52, 50], [61, 51, 53, 58, 56], [62, 65, 71, 64, 66], [67, 78, 68], [69, 70, 74, 72, 73], [76, 77], [75, 79, 82, 81], [80, 87, 83, 84], [85, 86, 88]]
55: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26], [21, 20], [24, 16, 23], [18, 19, 28, 25, 29], [59, 30, 60], [41, 63, 33], [31, 54], [35, 36, 32, 34, 39], [44, 37, 46], [40, 42], [43], [57, 45, 47, 48, 53, 49, 51, 50, 52, 55, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75], [79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
56: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19, 28], [25, 29, 59], [30, 60, 41, 63, 33], [31, 54, 35, 36, 32], [34, 39, 44, 37, 46], [40, 42, 43, 57, 45], [47, 48, 55, 50, 49, 51], [61, 52, 53, 56, 58], [62, 65, 71, 64, 66, 67], [78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
57: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26], [21, 20, 24, 16, 23, 18, 19, 28, 25, 29, 59, 30, 60, 41], [63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 50, 51, 49, 53, 55, 52, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75], [79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
58: [[38, 5, 7, 2], [22, 13], [1, 12, 3, 4], [6, 10], [9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25], [29, 59], [30, 60, 41, 63, 33], [31, 54, 35], [36, 32], [34, 39, 44, 37], [46], [40, 42, 43, 57], [45, 47, 50, 53, 48], [51, 55, 52, 58, 49], [56, 61, 62], [65, 71, 64, 66, 67], [78, 68, 69, 70, 74], [72, 73, 76, 77, 75], [79, 82], [81, 80, 87, 83], [84, 85, 86, 88]]
59: [[38, 5, 7], [2, 22], [13, 1, 12], [3, 4], [6, 10], [9, 8, 27, 14, 15], [11, 17], [26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29], [59, 30], [60, 41], [63, 33], [31, 54, 35, 36, 32], [34, 39, 44], [37, 46], [40, 42], [43, 57, 45], [47, 48, 53, 50, 49], [51, 52, 56, 55, 62], [58, 61, 65, 71, 64], [66, 67, 78, 68, 69], [70, 74, 72, 73, 76, 77], [75, 79, 82, 81, 80], [87, 83, 84, 85, 86, 88]]
60: [[38, 5, 7], [2, 22], [13, 1], [12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17, 26], [21, 20], [24, 16, 23, 18, 19], [28, 25, 29], [59, 30], [60, 41], [63, 33, 31, 54, 35], [36, 32, 34, 39, 44], [37, 46, 40, 42, 43, 57, 45, 47, 56, 51, 49], [48, 50, 53, 55, 52, 58, 62, 61, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
61: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10], [9, 8], [27, 14], [15, 11], [17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63], [33, 31, 54, 35], [36, 32, 34, 39, 44], [37, 46, 40, 42, 43, 57, 45, 47, 49, 51, 48, 50, 52, 53, 55, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
62: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16], [23, 18, 19, 28, 25], [29, 59], [30, 60, 41, 63, 33], [31, 54, 35, 36, 32, 34], [39, 44, 37], [46, 40], [42, 43], [57, 45, 47], [49, 50], [48, 52], [51, 61, 55], [56, 58, 53, 62, 65], [71, 64, 66, 67], [78, 68, 69, 70, 74], [72, 73], [76, 77, 75, 79], [82, 81], [80, 87, 83, 84, 85, 86, 88]]
63: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40], [42, 43, 57, 45, 47, 48, 53, 50, 51, 49, 61, 52, 55, 58, 56], [62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
64: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6], [10, 9, 8], [27, 14, 15, 11], [17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63], [33, 31], [54, 35], [36], [32, 34, 39], [44, 37, 46, 40, 42], [43, 57, 45, 47, 48], [49, 51, 50, 55], [52, 62, 53], [56, 61, 58, 65, 71], [64, 66, 67, 78, 68], [69, 70, 74, 72, 73], [76, 77], [75, 79, 82, 81, 80, 87], [83, 84], [85, 86, 88]]
65: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19, 28], [25, 29], [59, 30, 60, 41, 63], [33, 31], [54, 35, 36, 32], [34, 39, 44, 37, 46, 40], [42, 43, 57, 45, 47], [49, 48, 50, 51, 52], [53, 55], [56, 61, 62], [58, 65, 71, 64, 66], [67, 78], [68, 69], [70, 74, 72, 73], [76, 77, 75, 79, 82], [81, 80, 87, 83, 84, 85, 86, 88]]
66: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19, 28], [25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 50, 53, 48, 51, 49, 52, 55, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
67: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10], [9, 8, 27, 14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29], [59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 58, 55, 49, 52, 48, 50, 51, 53, 61, 56, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
68: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27, 14, 15, 11], [17, 26, 21], [20, 24, 16], [23, 18], [19, 28, 25, 29], [59, 30, 60, 41, 63], [33, 31, 54, 35, 36], [32, 34], [39], [44, 37, 46], [40, 42, 43, 57, 45], [47, 48, 49, 52, 50], [51, 55, 53, 56], [58, 61, 62], [65, 71, 64, 66, 67], [78, 68, 69, 70, 74], [72, 73, 76, 77, 75], [79, 82], [81, 80], [87, 83, 84, 85, 86, 88]]
69: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16], [23, 18], [19, 28, 25, 29, 59, 30], [60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 50, 51, 48, 49, 55, 53, 52, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82], [81, 80, 87, 83, 84, 85, 86, 88]]
70: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16], [23, 18, 19, 28, 25], [29, 59], [30, 60, 41, 63, 33], [31, 54, 35, 36, 32], [34, 39, 44, 37], [46, 40], [42, 43, 57], [45, 47, 49, 51], [48, 52, 50], [53, 55, 56, 58], [62, 61, 65, 71], [64], [66, 67, 78], [68, 69, 70, 74, 72], [73, 76, 77, 75, 79], [82, 81, 80], [87, 83, 84], [85, 86, 88]]
71: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17], [26, 21, 20, 24, 16], [23, 18, 19, 28, 25], [29, 59, 30, 60, 41], [63, 33, 31, 54, 35], [36, 32, 34, 39, 44, 37, 46, 40, 42], [43, 57, 45, 47, 48, 51, 49, 50, 55, 52, 53, 58], [56, 62, 61], [65, 71, 64, 66], [67, 78, 68, 69], [70, 74, 72, 73, 76, 77, 75], [79, 82, 81, 80, 87, 83], [84, 85, 86, 88]]
72: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16], [23, 18], [19, 28, 25, 29, 59, 30], [60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 49, 51, 48, 50, 53, 55, 56, 52, 58, 62, 61, 65, 71, 64, 66, 67], [78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
73: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26], [21, 20], [24, 16, 23], [18, 19, 28, 25, 29], [59, 30, 60], [41, 63], [33, 31], [54, 35], [36, 32, 34, 39], [44, 37, 46, 40, 42], [43, 57, 45, 47, 48, 50, 52, 51], [49, 53, 55, 56, 58, 62, 61, 65, 71], [64, 66], [67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
74: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26], [21, 20], [24, 16, 23], [18, 19, 28, 25, 29], [59, 30, 60], [41, 63], [33, 31], [54, 35, 36], [32, 34, 39], [44, 37, 46, 40], [42, 43, 57, 45], [47, 48, 49], [51, 50, 53, 52, 55], [56, 58], [61, 62, 65, 71], [64, 66, 67, 78], [68, 69, 70], [74, 72, 73, 76], [77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
75: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27, 14, 15, 11], [17, 26, 21], [20, 24, 16, 23], [18, 19, 28, 25], [29, 59], [30, 60], [41, 63], [33, 31, 54, 35, 36], [32, 34], [39, 44], [37, 46, 40], [42, 43, 57], [45, 47, 56], [49, 48, 50, 55, 51], [52, 53], [61, 58, 62, 65, 71], [64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
76: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10], [9, 8, 27, 14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33, 31, 54, 35, 36, 32], [34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 56, 51, 49, 48, 55, 52, 53, 58], [50, 61, 62], [65, 71, 64, 66], [67, 78, 68, 69], [70, 74, 72, 73, 76, 77, 75], [79, 82, 81, 80, 87, 83], [84, 85, 86, 88]]
77: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17, 26], [21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33, 31], [54, 35, 36, 32], [34, 39, 44, 37, 46], [40, 42, 43, 57, 45], [47, 50, 55, 49], [48, 51, 52, 53, 56], [58, 61, 62, 65], [71, 64, 66, 67, 78, 68, 69, 70], [74, 72, 73, 76, 77], [75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
78: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17, 26], [21, 20, 24, 16, 23], [18, 19, 28, 25, 29], [59, 30], [60, 41, 63], [33, 31], [54, 35, 36], [32, 34], [39, 44, 37, 46, 40], [42, 43, 57, 45, 47], [56, 53, 49, 52, 51, 48], [50, 62, 58, 55], [61, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
79: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17, 26], [21, 20, 24, 16, 23], [18, 19, 28, 25, 29], [59, 30], [60, 41, 63], [33, 31], [54, 35, 36], [32, 34], [39, 44, 37, 46, 40], [42, 43, 57, 45, 47], [56, 53, 49, 52, 51, 48], [50, 62, 58, 55], [61, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
80: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16], [23, 18, 19, 28, 25], [29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 51, 49, 50, 55, 53, 52, 58, 56, 62, 61], [65, 71, 64, 66, 67], [78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
81: [[38, 5, 7], [2, 22], [13, 1], [12, 3, 4, 6], [10, 9], [8, 27], [14, 15], [11, 17, 26, 21], [20, 24], [16, 23], [18, 19], [28, 25], [29, 59], [30, 60, 41, 63], [33, 31], [54, 35, 36, 32], [34, 39, 44, 37, 46], [40, 42], [43, 57, 45, 47, 50], [48, 49], [53, 51, 52, 55, 56], [58, 61], [62, 65, 71], [64, 66, 67], [78, 68], [69, 70, 74, 72, 73], [76, 77, 75], [79, 82, 81, 80], [87, 83, 84], [85, 86], [88]]
82: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16], [23, 18, 19, 28, 25], [29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 51, 49, 50, 55, 53, 52, 58, 56, 62, 61], [65, 71, 64, 66, 67], [78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
83: [[38, 5, 7], [2, 22], [13, 1], [12, 3, 4], [6, 10], [9, 8], [27], [14, 15], [11, 17, 26], [21, 20], [24, 16, 23], [18, 19], [28, 25, 29], [59, 30], [60, 41, 63, 33], [31, 54, 35, 36, 32], [34, 39, 44, 37, 46], [40, 42], [43, 57, 45, 47, 51], [49, 48, 50, 53, 52], [55, 56, 61], [62, 58, 65], [71, 64, 66, 67, 78], [68, 69], [70, 74, 72, 73], [76, 77, 75, 79, 82], [81, 80, 87, 83, 84, 85, 86, 88]]
84: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17, 26], [21, 20], [24, 16, 23, 18, 19], [28, 25], [29, 59, 30, 60, 41, 63, 33, 31, 54], [35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 50, 55, 49], [48, 51, 52, 53, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
85: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27, 14, 15, 11], [17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33], [31, 54, 35, 36, 32], [34, 39, 44, 37], [46, 40, 42, 43, 57, 45, 47, 48], [55, 49, 50, 51, 52], [53, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78], [68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
86: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6], [10, 9], [8, 27, 14, 15, 11], [17, 26, 21, 20, 24], [16, 23, 18, 19], [28, 25], [29, 59], [30, 60, 41], [63, 33, 31, 54], [35, 36], [32], [34, 39], [44, 37, 46, 40, 42], [43, 57, 45, 47, 50], [48, 49], [52, 51, 53, 55, 56], [58, 62, 61, 65], [71, 64], [66, 67], [78, 68, 69, 70], [74, 72, 73, 76, 77, 75], [79, 82, 81, 80, 87], [83, 84, 85, 86, 88]]
87: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26], [21, 20], [24, 16, 23], [18, 19, 28, 25, 29], [59, 30, 60], [41, 63, 33], [31, 54], [35, 36, 32, 34, 39], [44, 37, 46], [40, 42, 43], [57, 45, 47], [52, 51, 48, 53], [50, 49], [55, 56], [58, 62, 61, 65, 71, 64], [66, 67, 78, 68, 69, 70, 74], [72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
88: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10], [9, 8, 27, 14, 15], [11, 17, 26, 21], [20, 24, 16], [23, 18, 19], [28, 25, 29, 59], [30, 60, 41, 63, 33], [31, 54, 35, 36, 32], [34, 39, 44], [37, 46], [40, 42, 43], [57, 45], [47, 48, 53], [49, 51, 50, 61], [52, 55, 58, 56], [62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82], [81, 80, 87, 83, 84, 85, 86, 88]]
89: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19, 28], [25, 29, 59], [30, 60], [41, 63, 33], [31, 54, 35, 36, 32], [34, 39], [44, 37, 46, 40, 42], [43, 57, 45, 47, 48], [55, 50, 51, 52], [53, 49, 56, 58, 61], [62, 65, 71, 64], [66, 67, 78, 68], [69, 70, 74, 72, 73, 76], [77, 75, 79, 82], [81, 80, 87, 83, 84, 85, 86, 88]]
90: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26], [21, 20], [24, 16, 23], [18, 19, 28, 25, 29], [59, 30, 60], [41, 63, 33], [31, 54], [35, 36, 32, 34, 39], [44, 37, 46], [40, 42], [43], [57, 45, 47, 52, 51], [50, 55, 48, 49, 53], [58, 56, 61, 62], [65, 71], [64, 66], [67, 78, 68, 69, 70, 74], [72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
91: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26], [21, 20], [24, 16, 23], [18, 19, 28, 25, 29], [59, 30, 60], [41, 63, 33], [31, 54], [35, 36, 32, 34, 39], [44, 37, 46], [40, 42], [43], [57, 45, 47, 52, 51], [50, 55, 48, 49, 53], [58, 56, 61, 62], [65, 71], [64, 66], [67, 78, 68, 69, 70, 74], [72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
92: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8], [27, 14, 15, 11], [17, 26, 21, 20, 24], [16, 23, 18, 19, 28], [25, 29, 59, 30], [60, 41], [63, 33, 31], [54, 35, 36, 32, 34], [39, 44, 37, 46, 40, 42], [43, 57, 45, 47, 48, 53, 49, 51, 52, 55, 50, 58, 56, 62, 61, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
93: [[38, 5, 7], [2, 22, 13], [1, 12], [3, 4, 6, 10, 9], [8, 27, 14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59], [30, 60, 41, 63], [33, 31, 54, 35, 36], [32, 34, 39, 44], [37, 46, 40, 42], [43, 57, 45, 47], [50, 55, 48], [49, 53], [52, 51], [58, 56, 61], [62, 65], [71, 64], [66, 67, 78], [68, 69, 70], [74, 72, 73], [76, 77], [75, 79, 82], [81, 80, 87, 83], [84, 85, 86, 88]]
94: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9], [8, 27, 14, 15], [11, 17, 26, 21, 20], [24, 16], [23, 18, 19, 28, 25], [29, 59, 30], [60, 41, 63], [33, 31, 54, 35], [36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 50, 51], [49, 52, 48, 53, 55, 58], [56, 62, 61, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84], [85, 86, 88]]
95: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11], [17, 26, 21, 20, 24], [16, 23, 18], [19, 28, 25, 29, 59], [30, 60], [41, 63], [33, 31, 54, 35, 36, 32], [34, 39, 44, 37], [46, 40, 42], [43, 57], [45, 47], [50, 51, 49], [48, 52, 53, 55, 56, 58, 61, 62], [65, 71, 64, 66, 67], [78, 68], [69, 70], [74, 72, 73], [76, 77, 75, 79], [82, 81, 80, 87, 83], [84, 85], [86, 88]]
96: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11], [17, 26, 21, 20, 24], [16, 23], [18, 19, 28, 25, 29], [59, 30], [60, 41, 63, 33, 31], [54, 35, 36, 32, 34], [39, 44, 37], [46, 40], [42, 43], [57, 45, 47, 55, 49, 48], [51, 50, 52, 53, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
97: [[38, 5, 7], [2, 22], [13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11], [17, 26, 21, 20, 24], [16, 23], [18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33, 31], [54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 49, 51, 50, 52, 55, 53], [56, 58, 62, 61, 65], [71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87], [83, 84, 85, 86, 88]]
98: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20, 24, 16, 23, 18, 19, 28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54], [35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 55, 49, 50, 51], [52, 53, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
99: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26], [21, 20], [24, 16, 23], [18, 19, 28, 25, 29], [59, 30, 60], [41, 63, 33], [31, 54], [35, 36, 32, 34, 39], [44, 37, 46], [40, 42, 43], [57, 45, 47], [50, 51, 48, 49, 52, 53], [55, 56], [58, 62, 61, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81], [80, 87, 83, 84, 85, 86, 88]]
100: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8], [27, 14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19, 28], [25, 29, 59, 30, 60], [41, 63, 33, 31, 54], [35, 36, 32, 34, 39, 44], [37, 46, 40, 42, 43], [57, 45, 47, 52, 49], [51, 50, 48, 53, 55, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
101: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10], [9, 8, 27, 14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 56, 51, 49, 48, 55, 50, 52, 58, 53, 61, 62, 65], [71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87], [83, 84, 85, 86, 88]]
