0: [[3, 56, 31, 35, 17, 32, 7, 2], [4, 45, 13, 9, 1, 23, 8, 26, 21, 6], [51, 12, 47, 5, 14, 16, 15, 11, 18, 10], [25, 40, 55, 19, 58, 60, 20, 24], [30, 42, 22, 43, 28, 36, 27], [33, 39, 29, 34, 41, 46, 37, 38, 44], [52, 49, 48, 54, 57, 50, 53, 59]]
74: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 26, 12, 15, 18, 16, 23, 17, 28, 30, 31, 10, 21, 6], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
75: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 10, 6, 28, 12, 16, 17, 21, 23, 15, 30, 26, 31, 18], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
76: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 6, 12, 16, 15, 21, 22, 17, 31, 18, 26, 23, 28, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
77: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 23, 12, 6, 10, 16, 26, 17, 18, 15, 22, 21, 30, 31, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
78: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 10, 31, 16, 23, 6, 17, 12, 15, 21, 30, 28, 18, 26], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
79: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 26, 22, 10, 16, 12, 15, 6, 17, 23, 18, 31, 21, 28, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
80: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 31, 12, 10, 22, 18, 6, 16, 23, 15, 17, 21, 26, 28, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
81: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 15, 6, 12, 16, 21, 18, 17, 31, 22, 26, 23, 28, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
82: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 15, 12, 10, 26, 22, 6, 17, 16, 18, 23, 21, 31, 30, 28], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
83: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 6, 12, 15, 21, 16, 17, 28, 22, 18, 30, 23, 31, 26], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
84: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 10, 26, 16, 15, 21, 17, 28, 12, 23, 18, 22, 31, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
85: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 15, 10, 12, 18, 17, 31, 21, 23, 28, 26, 22, 16, 30], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
86: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 28, 15, 10, 16, 6, 12, 18, 17, 21, 22, 30, 23, 31, 26], [29, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
87: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 12, 15, 22, 26, 6, 30, 23, 16, 25, 17, 18, 21, 28], [29, 31, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
88: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 6, 15, 18, 12, 16, 21, 25, 23, 22, 17, 28, 30, 26], [29, 31, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
89: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 15, 30, 6, 21, 16, 12, 10, 17, 25, 26, 28, 18, 23], [29, 31, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
90: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 12, 10, 15, 18, 21, 16, 17, 22, 23, 30, 28, 25, 26], [29, 31, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
91: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 15, 6, 12, 16, 21, 18, 17, 23, 22, 25, 26, 28, 30], [29, 31, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
92: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 23, 12, 10, 6, 15, 22, 16, 21, 17, 18, 28, 25, 26, 30], [29, 31, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
93: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 12, 6, 10, 21, 15, 17, 18, 16, 22, 25, 26, 28, 23], [29, 31, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
94: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 10, 28, 16, 12, 22, 18, 17, 15, 21, 25, 23, 26, 30], [29, 31, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
95: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 12, 22, 6, 10, 15, 21, 17, 25, 16, 23, 18, 28, 26], [29, 31, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
96: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 6, 12, 15, 28, 22, 18, 23, 16, 25, 17, 21, 30, 26], [29, 31, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
97: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 17, 15, 16, 18, 22, 12, 26, 29, 23, 30, 28, 10, 21, 6], [31, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
98: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 18, 6, 10, 15, 12, 26, 23, 17, 16, 21, 30, 29, 22, 28], [31, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
99: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 22, 12, 6, 23, 10, 18, 15, 16, 17, 29, 21, 28, 26], [31, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
100: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 12, 15, 18, 10, 23, 21, 17, 16, 28, 22, 29, 30, 26], [31, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
101: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 28, 6, 17, 12, 29, 21, 18, 15, 16, 22, 23, 30, 26], [31, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
102: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 12, 30, 18, 10, 22, 21, 15, 29, 16, 26, 23, 17, 28], [31, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
103: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 28, 26, 10, 12, 17, 6, 23, 16, 15, 18, 21, 29, 30], [31, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
104: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 6, 10, 22, 18, 21, 28, 16, 12, 15, 23, 17, 29, 26], [31, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
105: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 12, 18, 10, 15, 6, 17, 16, 23, 28, 30, 21, 29, 26], [31, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
106: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 23, 10, 6, 16, 15, 18, 12, 17, 31, 21, 26, 28, 29], [30, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
107: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 12, 10, 6, 26, 17, 18, 15, 29, 16, 23, 21, 31, 28], [30, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
108: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 26, 6, 22, 10, 15, 23, 16, 12, 18, 17, 29, 21, 28, 31], [30, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
109: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 10, 26, 12, 31, 18, 6, 17, 29, 21, 15, 16, 28, 23], [30, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
110: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 10, 22, 12, 6, 17, 16, 28, 15, 18, 31, 29, 26, 21, 23], [30, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
111: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 15, 28, 23, 6, 12, 10, 16, 21, 25, 17, 26, 29, 18, 22], [30, 31, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
112: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 12, 10, 18, 6, 16, 15, 23, 21, 25, 17, 22, 31, 26], [29, 28, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
113: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 22, 26, 12, 17, 15, 31, 16, 18, 23, 29, 30, 10, 21, 6], [28, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
114: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 26, 15, 6, 12, 31, 21, 10, 17, 16, 18, 23, 22, 29, 30], [28, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
115: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 30, 10, 6, 16, 12, 23, 15, 18, 31, 22, 21, 17, 29, 26], [28, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
116: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 26, 6, 15, 10, 12, 22, 16, 23, 18, 17, 30, 21, 29, 31], [28, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
117: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 10, 12, 15, 18, 16, 22, 21, 31, 17, 30, 23, 29, 26], [28, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
118: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 10, 12, 15, 31, 16, 22, 18, 29, 26, 17, 30, 21, 23], [28, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
119: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 26, 6, 15, 17, 10, 23, 16, 12, 18, 21, 30, 29, 22, 31], [28, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
120: [[7, 40, 27, 35, 19, 2, 3, 4, 20, 14], [13, 5, 9, 1, 24, 8, 11, 6, 28, 12, 10, 17, 16, 15, 22, 18, 21, 30, 31, 29, 26], [23, 25, 33, 36, 32, 38, 42, 37, 39, 46, 45, 43, 44, 47], [41, 34, 48, 49, 54, 53, 51, 50, 52, 55, 57, 59, 56, 58, 60]]
121: [[3, 56, 31, 35, 19, 34, 1, 2, 4, 46], [13, 5, 9, 21, 8, 24, 7, 6, 11, 10, 44, 12, 15, 16, 17, 22, 18, 23, 26, 40, 54], [29, 58, 57, 20, 28, 30, 42, 32, 39, 14, 36, 27, 33, 41], [25, 43, 45, 49, 38, 37, 47, 50, 48, 51, 53, 52, 55, 60, 59]]
