0: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32, 35], [54, 37], [42, 38], [34, 44, 36, 39, 40], [43], [47, 45, 46, 56], [50, 49, 52, 55], [48, 57, 61, 53], [59, 51], [60, 69], [65, 66, 72], [78, 64], [67, 70, 68], [71, 75, 73, 74, 77, 76], [79, 80, 81, 83, 82], [87, 84, 85, 86, 88]]
51: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36, 39, 40, 43], [47, 45, 46], [56, 50, 49, 52, 55, 48, 57, 61], [53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86], [88]]
52: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62], [63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39], [40, 43], [47, 45, 46], [56], [50, 49, 52, 55], [48, 57, 61, 53], [59, 51, 60, 69], [65, 66, 72, 78], [64, 67, 70, 68], [71, 75], [73, 74, 77, 76], [79, 80, 81], [83, 82, 87], [84, 85, 86, 88]]
53: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41, 29], [13, 28, 20, 18], [17, 25, 21, 19], [23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56], [50], [49, 52, 55, 48], [57, 61], [53, 59, 51, 60], [69, 65], [66, 72, 78, 64], [67, 70, 68, 71], [75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85], [86, 88]]
54: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36], [39, 40, 43, 47], [45, 46, 56, 50], [49, 52, 55, 48], [57, 61, 53, 59], [51, 60], [69, 65, 66], [72, 78, 64], [67, 70], [68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
55: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36], [39, 40, 43], [47, 45, 46], [56, 50, 49, 52], [55, 48, 57, 61], [53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80], [81, 83, 82, 87, 84, 85, 86, 88]]
56: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25], [21, 19], [23, 24, 16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39, 40], [43, 47, 45, 46], [56, 50, 49, 52], [55, 48], [57, 61, 53, 59], [51, 60, 69, 65], [66, 72, 78, 64], [67, 70, 68, 71], [75, 73, 74], [77], [76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
57: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24], [16, 58], [62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34], [44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52], [55, 48, 57, 61], [53, 59, 51, 60], [69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
58: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63], [26, 31, 30, 33], [32, 35, 54], [37, 42, 38], [34], [44, 36, 39, 40], [43, 47, 45, 46], [56, 50], [49, 52, 55, 48], [57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
59: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25], [21, 19, 23, 24], [16, 58], [62, 63, 26], [31, 30, 33, 32], [35, 54, 37], [42, 38, 34, 44], [36, 39], [40], [43, 47], [45, 46, 56], [50, 49, 52, 55], [48, 57, 61], [53], [59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74], [77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
60: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62], [63, 26, 31, 30], [33, 32], [35, 54, 37, 42], [38, 34, 44], [36, 39, 40, 43], [47, 45, 46, 56], [50, 49], [52, 55, 48, 57], [61, 53, 59, 51], [60, 69, 65, 66], [72, 78, 64, 67], [70, 68, 71, 75], [73, 74], [77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
61: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13], [28, 20], [18, 17, 25, 21], [19, 23], [24, 16], [58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37], [42, 38], [34, 44, 36], [39, 40], [43, 47, 45], [46, 56, 50, 49], [52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
62: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10], [8, 27], [15, 11, 14, 41], [29, 13, 28], [20, 18, 17, 25], [21, 19, 23, 24], [16, 58, 62, 63], [26, 31, 30], [33, 32, 35], [54, 37, 42, 38], [34, 44], [36, 39, 40, 43, 47, 45], [46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75], [73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
63: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62], [63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47, 45], [46, 56], [50, 49, 52, 55, 48, 57, 61, 53, 59, 51], [60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75], [73, 74, 77, 76], [79, 80, 81], [83, 82, 87, 84], [85, 86, 88]]
64: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36], [39, 40, 43, 47, 45], [46, 56, 50, 49], [52, 55, 48, 57], [61, 53, 59, 51], [60, 69, 65, 66, 72, 78, 64], [67, 70, 68], [71, 75, 73, 74, 77, 76, 79, 80], [81, 83, 82, 87, 84, 85, 86, 88]]
65: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24], [16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42, 38, 34], [44, 36, 39, 40], [43, 47, 45, 46], [56, 50, 49, 52, 55], [48, 57], [61, 53, 59, 51], [60, 69, 65], [66, 72, 78, 64, 67], [70, 68, 71, 75, 73], [74, 77], [76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
66: [[22, 1, 12], [2, 7], [3, 4], [5, 6, 9, 10], [8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17], [25, 21, 19, 23, 24], [16, 58], [62, 63], [26, 31, 30, 33, 32], [35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56], [50, 49], [52, 55, 48], [57, 61], [53, 59, 51], [60, 69, 65, 66, 72, 78], [64, 67, 70, 68, 71], [75, 73, 74, 77, 76], [79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
67: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24], [16, 58], [62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34], [44, 36, 39], [40, 43, 47], [45, 46, 56, 50], [49, 52, 55, 48], [57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76], [79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
68: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9, 10, 8], [27, 15, 11, 14], [41, 29, 13], [28, 20, 18], [17, 25, 21, 19], [23, 24, 16], [58, 62, 63], [26, 31, 30, 33], [32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56, 50], [49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65], [66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
69: [[22, 1, 12], [2, 7, 3], [4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63], [26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47, 45, 46], [56, 50, 49, 52], [55, 48, 57, 61], [53, 59], [51, 60, 69, 65], [66, 72, 78, 64], [67, 70, 68, 71], [75, 73], [74, 77, 76, 79], [80, 81, 83], [82, 87], [84, 85, 86, 88]]
70: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28], [20, 18, 17, 25], [21, 19], [23, 24, 16, 58], [62, 63, 26], [31, 30, 33], [32, 35, 54], [37], [42, 38, 34, 44], [36, 39, 40, 43], [47, 45, 46, 56], [50, 49], [52, 55, 48], [57, 61, 53], [59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
71: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14], [41, 29], [13, 28, 20, 18], [17, 25, 21, 19], [23, 24, 16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37], [42, 38], [34], [44, 36, 39, 40], [43, 47], [45, 46, 56, 50], [49, 52, 55, 48], [57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
72: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41, 29], [13, 28], [20, 18], [17, 25, 21, 19], [23, 24], [16, 58, 62], [63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47, 45], [46, 56], [50, 49], [52], [55, 48, 57, 61, 53], [59, 51, 60], [69, 65, 66, 72], [78, 64, 67], [70, 68, 71], [75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
73: [[22, 1, 12], [2, 7, 3], [4, 5], [6, 9, 10, 8], [27, 15, 11, 14], [41, 29, 13, 28], [20], [18, 17, 25, 21], [19, 23, 24], [16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55], [48, 57, 61], [53], [59, 51, 60, 69], [65, 66, 72, 78], [64, 67, 70, 68], [71, 75], [73, 74, 77], [76, 79, 80, 81], [83, 82, 87], [84, 85, 86, 88]]
74: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36], [39, 40, 43], [47, 45, 46], [56, 50, 49], [52, 55, 48, 57], [61, 53, 59, 51], [60, 69], [65, 66, 72], [78, 64, 67], [70, 68, 71, 75], [73, 74, 77], [76, 79, 80, 81], [83, 82, 87], [84, 85, 86, 88]]
75: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14], [41, 29], [13, 28, 20, 18], [17, 25, 21, 19], [23, 24, 16, 58], [62, 63, 26, 31], [30, 33], [32, 35, 54, 37], [42, 38], [34, 44, 36, 39, 40], [43, 47, 45, 46], [56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
76: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13], [28, 20], [18, 17, 25, 21], [19, 23], [24, 16], [58, 62], [63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47, 45, 46], [56, 50, 49, 52], [55, 48, 57, 61], [53, 59, 51], [60, 69, 65], [66, 72], [78, 64, 67, 70], [68, 71, 75], [73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
77: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62], [63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47, 45, 46], [56, 50, 49, 52], [55, 48, 57, 61, 53, 59, 51, 60], [69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77], [76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
78: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16, 58, 62, 63], [26, 31, 30, 33, 32, 35, 54], [37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
79: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23], [24, 16, 58], [62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34], [44, 36, 39, 40], [43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72], [78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
80: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10], [8, 27], [15, 11, 14, 41], [29, 13, 28], [20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31], [30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47], [45, 46], [56, 50, 49, 52], [55, 48], [57, 61], [53, 59, 51, 60], [69, 65], [66, 72, 78, 64], [67, 70, 68, 71], [75, 73, 74, 77, 76], [79, 80], [81, 83, 82, 87, 84], [85, 86, 88]]
81: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35], [54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50], [49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83], [82, 87, 84, 85, 86, 88]]
82: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19], [23, 24, 16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42], [38, 34, 44, 36], [39, 40, 43, 47], [45, 46, 56], [50, 49, 52], [55, 48, 57], [61, 53, 59], [51, 60, 69], [65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
83: [[22, 1, 12], [2, 7, 3], [4, 5, 6, 9], [10, 8, 27], [15, 11, 14, 41], [29, 13, 28], [20, 18], [17, 25, 21], [19, 23, 24], [16, 58, 62, 63], [26, 31, 30, 33], [32, 35, 54, 37], [42, 38, 34], [44, 36, 39, 40], [43, 47], [45, 46, 56, 50], [49, 52, 55, 48], [57, 61, 53, 59], [51, 60, 69, 65], [66, 72, 78], [64, 67, 70], [68, 71, 75, 73], [74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
84: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23], [24], [16, 58, 62, 63, 26], [31], [30, 33, 32, 35, 54, 37, 42], [38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72], [78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
85: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25], [21], [19, 23, 24], [16, 58], [62, 63, 26, 31], [30, 33, 32], [35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55, 48], [57, 61, 53], [59, 51, 60], [69, 65, 66, 72], [78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
86: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28], [20, 18, 17, 25], [21, 19, 23, 24], [16, 58, 62, 63], [26, 31, 30, 33], [32, 35, 54, 37, 42], [38, 34], [44, 36], [39, 40, 43, 47, 45], [46], [56, 50, 49, 52], [55, 48, 57, 61], [53, 59, 51, 60], [69, 65], [66, 72, 78, 64], [67, 70, 68, 71, 75], [73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
87: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23], [24, 16, 58, 62, 63], [26, 31, 30, 33], [32, 35], [54, 37, 42, 38, 34], [44, 36, 39, 40], [43, 47, 45, 46, 56, 50, 49, 52, 55, 48], [57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
88: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28], [20, 18, 17], [25, 21, 19], [23, 24, 16], [58], [62, 63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47, 45, 46], [56, 50, 49, 52], [55, 48, 57, 61], [53], [59, 51, 60, 69], [65], [66, 72, 78, 64], [67, 70, 68, 71], [75, 73, 74], [77, 76], [79, 80, 81, 83], [82, 87, 84, 85, 86], [88]]
89: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16, 58], [62, 63], [26], [31, 30, 33, 32], [35, 54], [37, 42, 38, 34], [44, 36], [39, 40, 43, 47], [45, 46, 56, 50], [49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66], [72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85], [86, 88]]
90: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41, 29], [13, 28, 20, 18], [17, 25, 21, 19], [23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44], [36, 39, 40], [43, 47], [45, 46], [56, 50, 49, 52], [55, 48, 57, 61, 53, 59, 51, 60], [69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
91: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9], [10, 8, 27, 15], [11, 14, 41, 29], [13, 28, 20, 18], [17, 25, 21, 19], [23, 24, 16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46], [56, 50, 49, 52], [55, 48, 57, 61], [53, 59, 51, 60], [69, 65], [66, 72], [78], [64, 67, 70, 68], [71, 75], [73, 74, 77, 76], [79, 80], [81, 83, 82, 87], [84, 85, 86, 88]]
92: [[22, 1, 12], [2, 7, 3], [4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23], [24, 16], [58, 62, 63, 26], [31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36], [39, 40, 43, 47], [45, 46, 56, 50], [49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66], [72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81], [83, 82, 87, 84, 85, 86, 88]]
93: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16, 58, 62, 63], [26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43], [47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
94: [[22, 1, 12], [2], [7, 3, 4], [5, 6], [9, 10, 8], [27], [15, 11], [14, 41, 29, 13], [28, 20, 18, 17], [25, 21], [19, 23, 24], [16, 58, 62, 63], [26, 31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56], [50, 49, 52, 55], [48, 57, 61, 53], [59, 51], [60], [69, 65, 66], [72, 78, 64], [67, 70], [68, 71, 75, 73], [74, 77], [76, 79, 80], [81, 83, 82, 87], [84, 85, 86, 88]]
95: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9, 10, 8], [27, 15, 11, 14], [41, 29, 13], [28, 20, 18], [17, 25, 21, 19], [23, 24, 16], [58, 62, 63], [26, 31, 30, 33], [32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56, 50], [49, 52, 55, 48], [57, 61, 53, 59], [51, 60, 69, 65], [66, 72], [78, 64, 67], [70, 68, 71], [75, 73], [74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
96: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23], [24, 16, 58], [62, 63], [26, 31, 30, 33], [32, 35, 54, 37], [42, 38, 34, 44], [36, 39, 40, 43], [47, 45, 46, 56], [50], [49, 52, 55, 48, 57], [61, 53, 59], [51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
97: [[22, 1, 12, 2], [7, 3, 4], [5, 6, 9], [10, 8], [27, 15, 11, 14], [41, 29, 13, 28], [20, 18, 17, 25], [21, 19, 23, 24], [16, 58, 62, 63], [26], [31, 30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47], [45, 46], [56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
98: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14], [41, 29], [13, 28, 20, 18], [17, 25, 21], [19, 23, 24], [16, 58, 62], [63, 26, 31, 30], [33, 32], [35, 54], [37, 42, 38, 34], [44, 36, 39], [40, 43], [47, 45, 46, 56], [50, 49, 52, 55], [48, 57, 61, 53], [59, 51, 60, 69], [65, 66, 72, 78], [64, 67, 70, 68], [71, 75, 73, 74], [77, 76, 79, 80], [81, 83, 82, 87], [84, 85, 86, 88]]
99: [[22, 1, 12], [2, 7, 3], [4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24], [16, 58], [62, 63, 26, 31], [30, 33, 32, 35, 54], [37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50], [49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84], [85, 86, 88]]
100: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36], [39, 40], [43, 47, 45], [46, 56, 50, 49], [52, 55, 48, 57], [61, 53, 59, 51], [60, 69], [65, 66, 72], [78, 64, 67, 70], [68, 71, 75, 73], [74, 77, 76], [79, 80], [81, 83], [82, 87, 84, 85], [86, 88]]
101: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9, 10, 8], [27, 15, 11], [14, 41, 29], [13, 28, 20, 18], [17, 25, 21], [19, 23, 24], [16, 58, 62, 63], [26, 31, 30, 33], [32, 35, 54, 37], [42, 38, 34, 44], [36, 39, 40, 43], [47, 45, 46, 56], [50, 49, 52, 55], [48, 57], [61, 53, 59, 51], [60, 69, 65], [66], [72, 78, 64, 67, 70], [68, 71], [75, 73, 74, 77, 76], [79, 80, 81, 83], [82, 87], [84, 85, 86, 88]]
