0: [[83, 2, 12, 22], [3, 28, 18, 1, 13, 23], [4, 5], [35, 34, 11], [7, 14, 15, 46, 41], [45, 44, 8, 74, 81, 39, 10], [6, 57], [16, 59, 27, 17, 48, 51, 19], [20, 25, 21], [24, 26, 40, 29], [30, 31, 32, 78, 33], [36], [50, 37, 9, 38, 42], [47, 49, 60, 52, 61, 54], [55, 53, 62, 43], [56, 68, 66, 70], [63, 64, 72, 67], [71, 69], [65, 76, 73], [75, 79, 77], [80, 82, 84, 86], [87, 85, 88, 58]]
51: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 45, 47, 54, 55, 46, 52, 49, 50, 56, 51, 60, 53, 57, 58, 62, 59, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
52: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 55, 45, 46, 54, 51, 47, 49, 50, 52, 53, 56, 60, 57, 59, 58, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
53: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 45, 57, 58, 49, 53, 50, 52, 51, 60, 56, 54, 55, 62, 59, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
54: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 47, 45, 46, 51, 49, 53, 54, 52, 57, 58, 55, 59, 62, 50, 56, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
55: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 46, 35, 47, 45, 51, 58, 50, 55, 49, 53, 54, 60, 56, 52, 59, 57, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
56: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 53, 45, 49, 52, 51, 54, 56, 57, 50, 55, 58, 60, 59, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
57: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 50, 60, 59, 46, 52, 49, 54, 47, 51, 58, 53, 56, 63, 62, 57, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
58: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 60, 58, 46, 52, 50, 53, 51, 49, 62, 56, 57, 54, 55, 59, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
59: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 53, 50, 59, 46, 47, 54, 49, 51, 52, 56, 57, 58, 60, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
60: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 47, 57, 58, 59, 53, 46, 49, 52, 51, 56, 63, 50, 60, 62, 54, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
61: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 53, 40, 35, 62, 46, 43, 54, 55, 45, 63, 49, 47, 51, 52, 58, 50, 57, 59, 56, 60, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
62: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 53, 45, 51, 49, 52, 50, 54, 55, 56, 62, 60, 57, 58, 59, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
63: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 57, 52, 60, 50, 54, 58, 51, 45, 62, 49, 59, 53, 56, 55, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
64: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 54, 47, 45, 56, 59, 53, 57, 50, 46, 49, 52, 51, 60, 55, 58, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
65: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 54, 49, 51, 52, 55, 50, 53, 57, 56, 59, 58, 60, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
66: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 46, 43, 47, 53, 51, 56, 50, 45, 52, 49, 58, 54, 57, 60, 55, 59, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
67: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 46, 35, 45, 47, 54, 50, 52, 53, 55, 51, 49, 56, 58, 60, 59, 57, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
68: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 49, 51, 62, 56, 45, 53, 50, 58, 55, 54, 57, 52, 59, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
69: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 53, 51, 54, 45, 49, 56, 50, 59, 52, 63, 55, 57, 60, 58, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
70: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 54, 55, 46, 49, 59, 56, 58, 50, 52, 51, 57, 53, 63, 60, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
71: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 46, 45, 57, 63, 60, 51, 50, 49, 53, 52, 55, 59, 54, 56, 58, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
72: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 58, 46, 51, 49, 59, 50, 54, 52, 56, 55, 53, 57, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
73: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 46, 47, 45, 54, 53, 49, 52, 55, 50, 58, 51, 56, 60, 59, 57, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
74: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 9, 44, 8, 14, 17, 41], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 45, 40, 43, 54, 47, 57, 46, 49, 51, 35, 53, 62, 55, 52, 58, 59, 50, 56, 63, 60, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
75: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 46, 45, 54, 50, 52, 53, 51, 58, 49, 56, 59, 55, 57, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
76: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 62, 46, 51, 49, 47, 54, 50, 60, 53, 52, 57, 56, 58, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
77: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 54, 57, 50, 60, 55, 53, 49, 59, 52, 56, 51, 58, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
78: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 35, 42, 38, 40, 43, 47, 45, 50, 46, 51, 55, 54, 53, 49, 52, 56, 62, 60, 58, 57, 59, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
79: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 54, 50, 57, 60, 59, 46, 47, 49, 51, 52, 53, 56, 62, 63, 58, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
80: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 58, 47, 60, 46, 51, 54, 45, 49, 50, 52, 53, 56, 55, 59, 57, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
81: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 46, 45, 54, 50, 52, 62, 49, 51, 53, 59, 56, 60, 58, 55, 57, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
82: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 45, 50, 53, 55, 57, 49, 51, 54, 52, 58, 62, 56, 60, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
83: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 49, 45, 51, 53, 52, 55, 54, 50, 56, 57, 58, 59, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
84: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 46, 47, 45, 56, 51, 58, 43, 57, 49, 50, 59, 52, 54, 62, 53, 55, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
85: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 47, 45, 53, 52, 62, 49, 46, 51, 50, 54, 55, 56, 58, 57, 59, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
86: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 51, 50, 57, 49, 45, 52, 55, 53, 54, 56, 60, 58, 59, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
87: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 35, 42, 45, 40, 43, 47, 46, 54, 53, 49, 38, 51, 52, 50, 56, 55, 58, 57, 59, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
88: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 49, 51, 52, 54, 50, 55, 57, 58, 56, 53, 62, 60, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
89: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 60, 50, 57, 54, 46, 47, 49, 53, 52, 58, 56, 51, 62, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
90: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 30, 8, 41, 44, 9, 14, 17, 10], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 60, 50, 57, 52, 46, 54, 51, 49, 47, 56, 53, 58, 62, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
91: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 60, 50, 57, 52, 46, 54, 51, 49, 47, 56, 53, 58, 62, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
92: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 51, 40, 35, 57, 45, 46, 43, 52, 53, 47, 50, 55, 49, 56, 54, 60, 63, 58, 59, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
93: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 46, 43, 47, 54, 51, 59, 49, 45, 52, 50, 57, 60, 56, 53, 55, 58, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
94: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 49, 51, 57, 52, 50, 55, 53, 56, 54, 59, 63, 58, 62, 60, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
95: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 45, 53, 54, 55, 57, 50, 49, 51, 52, 59, 56, 58, 62, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
96: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 45, 54, 58, 53, 51, 49, 50, 52, 60, 57, 62, 59, 56, 55, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
97: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 54, 55, 46, 52, 49, 50, 51, 57, 53, 56, 58, 59, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
98: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 30, 10, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 45, 53, 49, 55, 51, 54, 57, 50, 52, 58, 62, 56, 59, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
99: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 49, 50, 54, 57, 56, 51, 53, 52, 55, 58, 60, 62, 59, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
100: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 58, 49, 50, 62, 45, 51, 53, 54, 52, 55, 59, 56, 57, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
101: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 46, 45, 53, 51, 49, 58, 50, 52, 55, 54, 56, 59, 57, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
