0: [[35, 28, 7, 1, 27, 14, 3, 2], [4, 5], [23, 8, 44, 22, 18], [9, 13, 11, 6, 21], [19, 12, 15, 16, 10], [17, 20, 25, 46, 24, 26, 31], [40, 38], [36, 56, 29, 37, 60, 30, 32, 39], [34, 41, 42], [45, 47, 52, 54, 43, 33], [53, 50, 55, 51], [57, 48, 58, 49, 59]]
74: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 11, 12, 10, 13, 22, 16, 29, 21, 18, 17, 26, 24, 25, 27, 28, 23], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
75: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 17, 29, 25, 16, 18, 21, 22, 23, 27, 24, 28, 26], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
76: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 13, 10, 12, 17, 22, 21, 18, 23, 16, 24, 29, 26, 27, 25, 28], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
77: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 11, 12, 10, 13, 9, 17, 16, 21, 18, 22, 23, 27, 24, 28, 25, 6, 26, 29], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
78: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 11, 10, 12, 9, 26, 24, 25, 17, 13, 18, 16, 21, 22, 29, 23, 27, 28, 6], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
79: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 10, 9, 11, 12, 13, 17, 16, 29, 23, 18, 21, 22, 26, 27, 24, 25, 28], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
80: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 17, 16, 13, 21, 29, 18, 25, 22, 26, 27, 24, 28, 23], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
81: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 18, 24, 16, 23, 22, 17, 25, 27, 26, 29, 21, 28], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
82: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 10, 11, 28, 13, 17, 16, 18, 12, 29, 27, 22, 24, 23, 21, 26, 25], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
83: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 11, 10, 12, 13, 17, 18, 24, 16, 22, 29, 23, 21, 26, 27, 28, 25], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
84: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 11, 10, 12, 13, 17, 24, 16, 18, 22, 21, 29, 25, 26, 27, 23, 28], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
85: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 10, 9, 12, 13, 17, 21, 29, 16, 22, 23, 18, 24, 26, 27, 25, 28], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
86: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 10, 11, 9, 13, 12, 25, 24, 22, 17, 16, 23, 26, 18, 27, 21, 29, 28], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
87: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 17, 16, 21, 22, 23, 18, 25, 24, 27, 26, 28, 29], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
88: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 18, 25, 24, 16, 17, 23, 21, 22, 26, 27, 29, 28], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
89: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 10, 12, 9, 13, 18, 16, 26, 17, 21, 23, 22, 25, 28, 24, 27, 29], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
90: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 11, 9, 13, 12, 17, 29, 16, 22, 23, 24, 18, 25, 26, 27, 28, 10, 21, 6], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
91: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 17, 29, 25, 16, 18, 21, 22, 23, 27, 24, 28, 26], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
92: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 12, 10, 11, 13, 25, 16, 18, 21, 22, 23, 26, 24, 17, 28, 27, 29], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
93: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 11, 10, 13, 12, 25, 17, 18, 16, 23, 21, 28, 22, 26, 27, 29, 24], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
94: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 11, 10, 12, 13, 17, 16, 21, 18, 27, 22, 23, 25, 26, 28, 24, 29], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
95: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 18, 16, 17, 21, 22, 29, 23, 25, 26, 27, 24, 28], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
96: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 17, 24, 18, 22, 21, 16, 26, 23, 27, 29, 25, 28], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
97: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 28, 16, 29, 17, 18, 21, 23, 22, 24, 25, 26, 27], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
98: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 13, 12, 16, 24, 17, 18, 22, 21, 25, 27, 26, 29, 28, 23], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
99: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 11, 10, 12, 13, 18, 21, 16, 23, 17, 22, 25, 26, 27, 29, 24, 28], [31, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
100: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 10, 12, 24, 13, 18, 25, 11, 17, 29, 23, 22, 26, 16, 31, 28, 21], [27, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
101: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 13, 10, 12, 18, 25, 21, 16, 23, 29, 22, 24, 17, 26, 28, 31], [27, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
102: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 12, 10, 13, 18, 25, 16, 17, 23, 21, 22, 28, 29, 26, 24, 31], [27, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
103: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 29, 13, 16, 12, 25, 21, 22, 17, 23, 24, 26, 18, 28, 31], [27, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
104: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 10, 9, 12, 13, 17, 16, 29, 22, 23, 21, 25, 18, 24, 26, 28, 31], [27, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
105: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 13, 12, 31, 16, 10, 29, 17, 23, 21, 18, 22, 25, 24, 27, 26], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
106: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 10, 9, 12, 13, 21, 25, 29, 22, 16, 17, 27, 18, 26, 24, 23, 31], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
107: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 10, 9, 12, 13, 18, 24, 25, 23, 16, 21, 17, 22, 29, 27, 26, 31], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
108: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 25, 24, 22, 16, 17, 18, 26, 21, 31, 23, 27, 29], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
109: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 13, 12, 17, 18, 16, 22, 23, 25, 26, 24, 31, 21, 29, 27], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
110: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 9, 11, 12, 10, 13, 16, 26, 17, 18, 23, 29, 21, 27, 22, 24, 25, 31], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
111: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 10, 11, 13, 6, 12, 9, 24, 18, 17, 23, 22, 16, 29, 26, 27, 21, 25, 31], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
112: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 13, 12, 24, 17, 16, 22, 18, 21, 27, 26, 23, 25, 29, 31], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
113: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 12, 10, 13, 18, 21, 16, 17, 22, 23, 26, 24, 29, 27, 25, 31], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 52, 48, 50, 54, 55, 56, 57, 58, 60]]
114: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 13, 10, 29, 12, 25, 21, 16, 9, 18, 17, 23, 22, 26, 31, 27, 24], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
115: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 17, 25, 21, 23, 22, 31, 16, 18, 27, 24, 26, 29], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
116: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 13, 29, 10, 18, 17, 12, 16, 21, 23, 22, 31, 27, 24, 26, 25], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
117: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 10, 9, 13, 12, 17, 16, 29, 26, 18, 22, 27, 21, 31, 25, 24, 23], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
118: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 17, 16, 22, 29, 23, 21, 18, 24, 27, 25, 26, 31], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
119: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 13, 17, 24, 16, 18, 21, 23, 22, 25, 26, 31, 27, 29], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
120: [[35, 20, 7, 2, 1, 19, 30, 3, 4], [15, 5, 8, 14, 6, 11, 9, 10, 12, 25, 24, 17, 13, 16, 26, 18, 22, 29, 31, 21, 27, 23], [28, 32, 34, 38, 42, 44, 33, 37, 36, 39, 40, 45, 43, 46], [41, 47, 53, 51, 49, 59, 54, 48, 50, 52, 55, 56, 57, 58, 60]]
121: [[35, 20, 7, 3, 11, 19, 22, 1, 4], [13, 23, 8, 12, 6, 26, 9, 10, 2, 5, 17, 25, 14, 15, 18, 16, 27, 21, 28, 29, 24, 30], [31, 40, 34, 36, 37, 39, 33, 60, 41, 38, 32, 45, 43, 46], [42, 47, 52, 51, 44, 54, 53, 48, 50, 49, 59, 56, 55, 57, 58]]
