0: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
74: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
75: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
76: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
77: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
78: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
79: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
80: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
81: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
82: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
83: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
84: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
85: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
86: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
87: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
88: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
89: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
90: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
91: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
92: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
93: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
94: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
95: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
96: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
97: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
98: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
99: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
100: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
101: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
102: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
103: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
104: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
105: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
106: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
107: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
108: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
109: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
110: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
111: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
112: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
113: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
114: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
115: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
116: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
117: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
118: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
119: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
120: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
121: [[37, 14, 25, 26], [35, 46, 2], [4, 15, 7, 6, 10], [23], [42, 56], [58], [20, 19, 24, 45, 12], [16, 36, 50, 54, 29], [27, 11], [3, 30, 31, 51], [33, 52, 34], [39, 57], [1], [13, 21], [8, 9], [47], [5, 40, 44, 18], [22, 28], [32, 17, 53, 49], [43, 38], [41, 59, 48], [55, 60]]
