0: [[20, 14, 55, 41, 19, 26, 34], [1, 53, 3, 52, 31, 51], [9, 8, 15], [25, 59, 6, 21], [47, 35, 46, 48, 2], [16, 28, 22, 44, 54, 18], [40, 58, 33, 13, 23, 7], [4, 29, 57, 30, 36, 50, 10], [37, 38, 32, 39, 17], [49, 12, 24, 45], [27, 42, 43, 11], [5, 56, 60]]
74: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
75: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 31, 15, 13, 16, 17, 23, 28, 24, 30, 10, 21, 6], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
76: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 17, 24, 16, 21, 28, 30, 23], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
77: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 15, 23, 13, 21, 16, 17, 31, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
78: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 15, 31, 10, 13, 21, 17, 24, 23, 28, 16, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
79: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
80: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 17, 24, 16, 23, 28, 21, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
81: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 15, 31, 13, 17, 16, 21, 24, 30, 23, 28], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
82: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 21, 15, 17, 24, 13, 23, 28, 16, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
83: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
84: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
85: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
86: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
87: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 15, 10, 21, 13, 23, 17, 16, 31, 28, 30, 24], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
88: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 23, 16, 17, 21, 24, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
89: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
90: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 31, 6, 15, 10, 13, 21, 24, 16, 23, 17, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
91: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 24, 16, 23, 17, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
92: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 23, 16, 17, 21, 28, 24, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
93: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 23, 16, 17, 21, 24, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
94: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 24, 16, 23, 17, 28, 30], [22, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
95: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 15, 31, 25, 10, 21, 24, 17, 23, 13, 16, 28], [22, 29, 30, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
96: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 30, 13, 15, 25, 17, 24, 16, 23, 28, 10, 21, 6], [22, 29, 31, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
97: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 15, 10, 21, 13, 23, 17, 16, 31, 28, 22, 24], [30, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
98: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 28, 15, 16, 17, 23, 21, 25, 22], [24, 29, 30, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
99: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 21, 16, 17, 23, 29, 24, 30], [22, 28, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
100: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 16, 17, 23, 29, 24, 30], [22, 28, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
101: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 21, 13, 15, 24, 16, 23, 29, 17, 30], [22, 28, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
102: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 15, 13, 21, 22, 17, 30, 24, 16, 28], [23, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
103: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 13, 15, 22, 16, 17, 21, 24, 23, 30], [28, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
104: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 15, 6, 23, 13, 17, 29, 24, 30, 28, 10, 16, 21], [22, 31, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
105: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 13, 10, 29, 15, 17, 23, 24, 16, 28, 30, 21, 6], [22, 31, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
106: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 21, 13, 23, 15, 17, 16, 28, 29, 24], [22, 30, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
107: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 15, 10, 6, 25, 13, 21, 24, 17, 30, 16, 28, 29], [22, 23, 31, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
108: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 31, 10, 15, 6, 13, 17, 24, 16, 21, 28, 25, 22], [23, 29, 30, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
109: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 6, 10, 31, 29, 13, 21, 28, 16, 22, 23, 15, 17], [24, 30, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
110: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 22, 13, 31, 10, 17, 21, 28, 16, 29, 15, 23, 6], [24, 30, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
111: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 15, 10, 13, 16, 21, 17, 24, 23, 31, 22, 29, 6], [28, 30, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
112: [[35, 33, 7, 9, 2, 1, 5, 3, 20, 12, 4, 27, 14, 8, 19], [11, 26, 18, 31, 6, 15, 10, 28, 16, 13, 22, 24, 17, 23, 30], [21, 29, 25, 42, 36, 32, 34, 38, 37, 45, 39, 44, 40, 43, 41], [46, 47, 57, 48, 52, 50, 53, 51, 49, 54, 55, 58, 56, 59, 60]]
113: [[36, 13, 7, 41, 2, 9, 6, 3, 20, 15, 4, 31, 54, 1, 17], [11, 27, 26, 5, 8, 10, 43, 46, 49, 16, 18, 22, 28, 44, 30], [19, 60, 58, 33, 12, 23, 35, 24, 29, 45, 14, 25, 50, 32, 37], [38, 34, 40, 48, 52, 42, 21, 59, 47, 51, 39, 53, 55, 57, 56]]
114: [[21, 34, 55, 9, 19, 2, 33, 1, 53, 7, 20, 31, 15, 4, 10], [11, 25, 51, 6, 5, 8, 3, 13, 12, 14, 16, 30, 22, 28, 18], [23, 60, 59, 43, 36, 52, 24, 26, 27, 29, 35, 39, 32, 40, 37], [38, 46, 49, 41, 42, 58, 44, 45, 17, 54, 47, 48, 50, 56, 57]]
115: [[18, 42, 55, 41, 3, 24, 2, 4, 20, 5, 36, 31, 7, 9, 25], [11, 27, 59, 6, 1, 47, 8, 15, 52, 12, 16, 22, 14, 44, 54], [19, 56, 21, 43, 13, 51, 39, 23, 26, 28, 29, 30, 48, 10, 33], [46, 32, 35, 49, 53, 37, 38, 40, 17, 34, 45, 50, 58, 57, 60]]
116: [[18, 14, 55, 41, 19, 8, 32, 1, 52, 7, 2, 27, 38, 9, 10], [11, 26, 3, 6, 16, 15, 5, 46, 49, 12, 20, 29, 21, 60, 22], [24, 13, 25, 42, 4, 23, 34, 30, 31, 33, 36, 44, 40, 43, 37], [45, 35, 47, 17, 48, 50, 28, 51, 57, 53, 39, 54, 56, 59, 58]]
117: [[19, 6, 39, 9, 18, 2, 5, 1, 52, 11, 36, 31, 43, 3, 26], [7, 13, 14, 20, 21, 15, 24, 12, 25, 29, 16, 23, 28, 60, 30], [22, 57, 59, 42, 4, 32, 35, 33, 37, 41, 44, 46, 40, 47, 45], [38, 34, 49, 17, 48, 50, 51, 53, 27, 54, 55, 10, 8, 56, 58]]
118: [[37, 33, 7], [9, 2, 19, 1, 3, 21], [8, 4, 31, 27, 5, 17, 15], [25, 50, 6, 11], [18, 43, 20, 16, 10], [23, 22, 24, 12, 26, 28], [56, 58, 29, 45, 32, 30], [36, 34, 41, 14, 35, 38, 39], [40, 46, 44, 53, 48], [47, 51, 49, 52], [54, 55, 59, 42], [13, 57, 60]]
119: [[34, 13, 7, 41, 2, 27, 6], [3, 20, 8, 36, 1, 50], [5, 17, 15], [26, 11, 12, 31], [14, 47, 46, 49, 18], [16, 21, 28, 40, 19, 22], [9, 24, 32, 23, 25, 38], [29, 53, 30, 35, 44, 58, 10], [37, 39, 33, 45, 51], [48, 4, 56, 52], [59, 42, 43, 54], [55, 57, 60]]
120: [[19, 34, 55, 9, 2], [18, 33, 1, 53, 3, 52, 27], [11, 8, 10, 15, 24, 51], [6, 31, 4, 7, 13, 20], [16, 5, 29, 22, 12], [54, 14, 21, 25], [42, 37, 35], [23, 26, 28, 57, 30, 44], [40, 32, 41, 46, 36, 38, 17], [49, 50, 56, 39], [43, 45, 59, 58], [47, 48, 60]]
121: [[37, 5, 7, 9], [18, 3, 11, 1, 53], [12, 20, 27, 58, 8, 2, 15], [24, 14, 6, 30, 31, 39], [46, 17, 19, 22, 29, 23], [25, 26, 28, 13, 33], [32, 36, 4, 34], [35, 40, 49], [50, 44, 42, 43, 45, 38], [47, 41, 16, 48, 51, 21, 52], [59, 54, 55, 10], [56, 57, 60]]
