0: [[53, 7, 51, 35, 25, 2], [15, 58, 13, 33, 46, 1, 3, 6, 21], [38, 4, 12, 5], [9, 8, 11, 10, 18], [29, 16, 56], [14, 20, 22, 26, 27, 32, 17, 19, 28, 54], [30, 23], [31, 40, 45, 24, 43], [36, 47, 34, 37, 44, 50], [42, 39, 41, 48, 52], [49, 57, 55, 59, 60]]
74: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 10, 6, 12, 15, 31, 11, 9, 16, 18, 17, 21, 22, 26, 19, 24, 23, 25, 30], [29, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
75: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 6, 8, 11, 23, 9, 10, 30, 15, 25, 17, 18, 19, 24, 16, 21, 22, 26, 31], [29, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
76: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 11, 8, 26, 31, 15, 12, 24, 21, 18, 10, 16, 25, 19, 17, 22, 23, 30], [29, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
77: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 6, 12, 9, 8, 11, 15, 30, 17, 23, 31, 25, 16, 19, 18, 22, 21, 26, 24], [28, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
78: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 11, 10, 8, 30, 9, 15, 24, 12, 16, 17, 31, 23, 18, 6, 19, 21, 22, 25, 26], [29, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
79: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 10, 11, 8, 12, 15, 24, 19, 23, 17, 16, 18, 31, 21, 30, 22, 25, 26], [28, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
80: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 11, 8, 26, 31, 15, 12, 24, 21, 18, 10, 16, 25, 19, 17, 22, 23, 30], [29, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
81: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 15, 6, 11, 26, 31, 12, 30, 24, 19, 21, 17, 8, 9, 22, 18, 16, 25, 23], [28, 29, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
82: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 9, 6, 10, 11, 31, 12, 17, 25, 23, 22, 15, 18, 16, 19, 21, 24, 29, 28], [26, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
83: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 8, 6, 9, 15, 11, 12, 19, 28, 17, 18, 16, 21, 25, 22, 31, 24, 23, 29], [26, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
84: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 11, 8, 6, 9, 10, 12, 29, 15, 17, 25, 31, 24, 16, 18, 19, 22, 21, 28, 23], [26, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
85: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 8, 6, 15, 9, 28, 10, 17, 11, 22, 19, 23, 16, 29, 21, 31, 18, 24, 25], [30, 26, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
86: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 15, 10, 9, 29, 23, 8, 11, 17, 16, 6, 18, 19, 21, 22, 25, 24, 30, 28], [26, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
87: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 10, 9, 12, 15, 11, 30, 19, 28, 17, 8, 24, 16, 22, 18, 23, 21, 25, 29], [26, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
88: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 12, 11, 8, 10, 29, 28, 15, 19, 17, 16, 18, 21, 22, 23, 24, 25, 30], [26, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
89: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 6, 10, 9, 15, 11, 28, 12, 18, 17, 31, 19, 16, 21, 22, 26, 30, 24, 29], [23, 25, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
90: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 9, 6, 8, 10, 15, 11, 16, 18, 19, 30, 21, 22, 17, 23, 26, 24, 29, 31], [25, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
91: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 8, 10, 9, 30, 11, 12, 16, 18, 22, 31, 15, 24, 17, 19, 21, 23, 29, 26], [28, 25, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
92: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 8, 9, 11, 12, 10, 15, 22, 16, 29, 23, 19, 18, 24, 21, 17, 30, 31, 26], [25, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
93: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 11, 15, 6, 9, 25, 12, 8, 22, 16, 26, 17, 19, 23, 21, 24, 29, 18, 28], [31, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
94: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 11, 6, 15, 8, 19, 9, 29, 16, 17, 23, 12, 18, 21, 22, 24, 26, 28, 25], [31, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
95: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 6, 10, 11, 12, 28, 24, 25, 9, 19, 16, 15, 17, 21, 22, 26, 18, 23, 29], [30, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
96: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 6, 10, 9, 29, 12, 11, 28, 15, 19, 17, 16, 22, 23, 18, 24, 21, 26, 25], [30, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
97: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 8, 10, 15, 11, 12, 16, 19, 22, 23, 24, 28, 21, 17, 18, 29, 25, 26], [30, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
98: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 9, 6, 15, 19, 11, 24, 25, 26, 8, 10, 18, 23, 29, 16, 17, 22, 21, 28], [31, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
99: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 6, 8, 15, 11, 12, 26, 16, 23, 18, 17, 21, 19, 22, 25, 29, 24, 28], [30, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
100: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 8, 11, 6, 12, 28, 25, 15, 19, 17, 16, 18, 21, 23, 26, 24, 29, 22], [30, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
101: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 6, 11, 8, 12, 15, 21, 18, 19, 28, 17, 23, 24, 22, 25, 26, 16, 29], [30, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
102: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 12, 8, 9, 28, 15, 26, 10, 19, 23, 11, 21, 22, 16, 25, 17, 18, 29, 30], [24, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
103: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 12, 6, 9, 30, 11, 8, 15, 25, 19, 23, 16, 17, 18, 22, 21, 26, 29, 28], [24, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
104: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 10, 11, 12, 15, 8, 17, 19, 29, 21, 31, 22, 16, 24, 18, 25, 28, 26], [23, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
105: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 10, 8, 9, 31, 15, 11, 30, 12, 21, 23, 19, 25, 24, 16, 17, 18, 22, 29], [26, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
106: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 10, 9, 6, 8, 11, 30, 18, 15, 17, 19, 24, 16, 21, 22, 31, 29, 23, 25], [26, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
107: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 8, 6, 31, 12, 11, 21, 24, 15, 16, 17, 22, 19, 18, 23, 25, 29, 30], [28, 26, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
108: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 8, 6, 9, 12, 11, 22, 30, 24, 23, 31, 17, 15, 16, 18, 19, 21, 25, 29], [26, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
109: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 11, 9, 15, 6, 10, 12, 8, 21, 23, 17, 31, 16, 22, 24, 19, 18, 29, 25, 26], [30, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
110: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 6, 12, 9, 31, 29, 15, 24, 10, 11, 16, 18, 23, 17, 22, 19, 21, 25, 26], [28, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
111: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 8, 10, 15, 11, 24, 12, 18, 22, 21, 16, 17, 19, 23, 29, 25, 26, 31], [30, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
112: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 6, 8, 11, 31, 12, 15, 26, 29, 18, 17, 16, 22, 21, 24, 19, 23, 25], [28, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
113: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 9, 10, 8, 6, 31, 11, 17, 15, 19, 16, 21, 18, 22, 29, 23, 25, 24, 26], [28, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
114: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 6, 11, 8, 10, 9, 29, 19, 15, 26, 21, 16, 23, 18, 22, 17, 24, 25, 31], [28, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
115: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 12, 6, 9, 8, 11, 10, 31, 19, 15, 16, 17, 23, 22, 18, 24, 25, 29, 21, 26], [28, 30, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
116: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 8, 15, 26, 10, 12, 29, 18, 11, 23, 21, 16, 17, 19, 22, 24, 25, 30], [31, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
117: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 9, 12, 6, 26, 8, 11, 15, 18, 17, 23, 16, 21, 19, 25, 22, 24, 29, 30], [31, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
118: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 9, 8, 30, 18, 11, 10, 15, 19, 12, 16, 21, 17, 22, 23, 24, 29, 25, 26], [28, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [47, 46, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
119: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 6, 8, 11, 9, 29, 10, 12, 30, 18, 15, 19, 21, 17, 22, 16, 25, 23, 26, 24], [28, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
120: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 10, 6, 8, 9, 12, 11, 19, 15, 16, 17, 23, 21, 25, 18, 22, 26, 24, 29, 30], [31, 28, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
121: [[20, 7, 35, 3, 27, 2, 1, 14, 4], [13, 5, 39, 8, 6, 10, 9, 29, 18, 12, 11, 22, 21, 15, 16, 17, 19, 26, 23, 24, 25, 30], [28, 31, 32, 33, 36, 38, 37, 40, 34, 42, 41, 43, 44, 45], [46, 47, 50, 52, 49, 48, 55, 51, 53, 54, 58, 57, 56, 59, 60]]
