0: [[2, 35, 7], [1, 3, 4], [30, 13, 21, 5, 6], [9, 14], [11, 24, 10, 15, 12, 8, 16, 18, 23, 17, 31], [19, 20, 25], [22, 26, 28, 27], [29, 40, 32, 38, 37], [33, 39, 34, 42, 41, 36, 45, 43, 44, 47, 46], [51, 55, 48, 52, 53, 54, 58, 50, 56, 59], [57, 49, 60]]
74: [[2, 35, 7, 1], [3, 4, 30, 13, 21, 5, 6], [8, 12, 11, 27, 14, 9, 10, 31, 15], [19, 16, 22, 26, 20, 18, 23], [24, 17, 25], [29, 28, 40, 32, 33, 36, 44, 39, 34, 46, 41, 38, 37, 42, 43, 45, 47, 51, 54, 52, 49, 50, 55, 57, 53, 56, 60, 59, 48, 58]]
75: [[2, 35, 7, 1, 3, 4, 30], [13, 21, 6, 5, 9, 10, 15, 27, 14, 12, 26], [8, 28, 11, 23, 19, 17, 22, 20, 25, 16], [18, 24, 31], [29, 40, 42, 34, 33, 32, 39], [37, 47, 36, 46], [38, 43, 45, 41], [44, 50, 51, 53], [49, 48, 54, 56, 52, 55, 59, 58, 57, 60]]
76: [[2, 35, 7], [1, 3, 4], [30, 13, 5, 9, 6, 8, 12, 11, 10, 14, 17, 22, 15, 18, 19, 16, 21, 23, 20, 26, 29, 24, 25, 27, 31, 28, 40, 33, 36, 32, 34, 39, 37, 38, 45, 46, 42, 41, 44, 47, 43, 51, 55, 53, 49, 50], [54, 57, 48, 52, 60, 56, 59, 58]]
77: [[2, 35, 7, 1], [3, 4, 30, 13, 5, 8, 15, 9, 26, 12, 10, 21, 6], [14, 16, 11, 19, 22, 18, 17, 20, 23, 31, 25, 28, 24, 29, 27, 42, 33, 38, 34, 32], [36, 39, 41, 45, 37, 43, 40, 44, 47, 46, 50, 51, 52, 49, 48, 53, 58, 57, 55, 59, 54, 56, 60]]
78: [[2, 35, 1, 7, 3, 4, 30, 13], [21, 5, 6, 10], [8, 11, 26], [15, 23, 20, 9, 12, 25, 27], [19, 16, 14, 18], [28, 17, 24, 29, 31, 22, 42, 37, 36, 32, 33, 39, 38, 34, 46, 40, 41, 45, 44], [43, 47, 51], [56, 53, 48, 49, 52, 50, 54, 55, 58, 57, 60, 59]]
79: [[2, 35, 7, 1], [3, 4, 30], [13, 21, 5, 6], [10, 14, 11], [9, 15, 12, 17], [8, 19, 16, 24], [18, 22, 20, 26, 31, 23, 25, 29, 28, 27], [40, 32, 36, 33, 34, 39, 41], [42, 43, 37, 38, 46, 47, 44, 45, 50, 55, 52, 48, 49, 53, 54, 56, 51, 58, 57, 59, 60]]
80: [[2, 35, 7], [1, 3, 4, 30], [13, 21, 5, 6], [8, 12, 15, 27], [9, 10, 18, 11, 14, 23, 20], [17, 16, 22, 26], [25, 24, 29, 19, 28, 31, 40, 33, 34, 32, 37, 39, 36, 41, 42, 38, 43, 46, 45, 44, 47, 50, 48, 53, 56, 49, 52, 55, 57, 51, 54, 60, 58, 59]]
81: [[2, 35, 7, 1], [3, 4, 30, 13], [21, 6, 5, 9, 10, 15, 27, 12, 8, 11], [14, 28, 19, 23, 18, 17, 22, 20, 25, 16, 24, 26, 29, 31, 40, 34, 33, 37, 32, 39, 36, 43, 38, 45, 42, 44, 41, 47, 46, 54, 57, 53, 49, 50, 48, 51, 52, 55, 59, 58, 56, 60]]
82: [[2, 35, 7], [5, 3, 4, 30, 13, 21, 1, 6, 9, 11], [8, 27, 10, 19, 16, 23, 14, 12, 17, 15], [20, 25, 22, 29, 24, 18], [26, 28, 31, 40, 37], [32, 33, 34, 41, 36, 47, 46, 39, 44, 45, 38, 42, 43, 51], [56, 54, 48, 53, 55, 59, 50, 49, 57, 52, 60, 58]]
83: [[2, 35, 7, 1], [3, 4, 30], [13, 21, 5, 6, 9], [8, 10, 28], [11, 15, 12, 14, 24], [20, 18, 22, 19], [27, 17, 16, 26], [25, 31, 23], [29, 40, 39, 38, 32, 33, 37, 36, 45, 34, 41, 43], [42, 46, 44, 47, 51, 52, 49, 48, 53, 58, 55, 50, 57, 59, 54, 56, 60]]
84: [[2, 35, 7, 1], [3, 4], [30, 13, 21], [5, 6, 9, 10, 8, 11, 22, 12, 19, 15], [14, 20, 16, 18, 23, 17, 26, 31, 28, 24, 25, 27], [29, 40, 45, 34, 33, 32, 36, 37, 39, 43, 38, 42, 41, 44, 46, 47, 55, 48, 58, 52, 49, 50, 53, 59, 51, 56, 60, 57, 54]]
85: [[2, 35, 7, 1, 3, 4, 30], [13, 21, 5, 11], [9, 10, 6, 24, 15, 8, 20, 12, 16, 22, 14, 18], [19, 17, 23, 26, 25, 27, 31, 28, 29], [36, 37, 32, 33, 38, 44], [39, 34, 45, 42], [41, 47, 40, 43, 48, 51, 56, 54, 49, 46, 55, 50, 53, 52, 60, 58, 59, 57]]
86: [[2, 35, 7, 1], [3, 4, 30], [13, 5, 21, 6], [9, 8, 10, 11], [27, 22, 14, 31, 12, 15, 18], [16, 19, 20, 17, 23, 25, 24, 28, 29, 26, 40], [37, 32, 34, 38, 39], [33, 47, 43, 41, 45, 44, 46, 50], [55, 36, 49, 52, 57, 48, 42, 51, 56, 54], [59, 53, 58, 60]]
87: [[2, 35, 7, 1], [3, 4, 30], [13, 5, 9, 6], [10, 8, 12], [11, 28, 15, 21, 20, 16, 19, 17, 18, 26], [23, 14, 31, 25, 22, 24, 29, 27, 40, 32], [34, 33, 37, 41, 42, 36, 38, 39], [45, 43, 44], [47, 46, 51, 56, 55, 49, 50, 54, 48, 57, 52, 60, 53, 59, 58]]
88: [[2, 35, 7, 1], [3, 4, 30], [13, 21, 5], [6, 8, 14, 11], [24, 10, 9, 20], [25, 12, 15, 19, 16, 26, 18, 28, 31, 23, 17, 22, 29, 27, 40, 39, 37, 38, 36, 41, 32, 33, 46], [44, 42, 34, 45, 43, 47, 51], [56, 49, 54, 53, 48, 55, 52, 50], [57, 59, 58, 60]]
89: [[2, 35, 7, 1, 3, 4, 30, 13, 21, 6, 5, 8, 12, 11, 9], [24, 14, 18, 10, 16, 17, 20, 15, 22, 23, 27, 31, 25, 19, 29, 28, 26, 40, 37, 32, 34, 39, 38, 45, 42, 33, 36, 46, 44, 41, 43], [47, 50, 57, 55, 53, 49, 48, 51, 52, 58, 54, 59, 60, 56]]
90: [[2, 35, 7], [1, 3, 4, 30], [13, 21, 5, 6], [9, 14, 11], [26, 12, 15, 10], [8, 18, 17, 20], [23, 22, 19, 27, 25], [16, 24, 29], [28, 31, 46, 33], [38, 32, 36, 47, 39], [37, 44, 34, 40, 42, 41, 43, 45, 51], [50, 48, 52, 49], [54, 55, 53, 56, 57, 59, 60, 58]]
91: [[2, 35, 7, 1, 3, 4, 30, 13, 21, 5, 6, 11, 10, 9, 26], [8, 14, 23, 15, 31, 12, 16, 19, 18, 22, 20, 25, 24, 17, 28, 27, 29, 42, 34, 36, 32, 33, 39, 38, 37, 44, 45, 40, 43, 47, 41], [46, 49, 50, 54, 48, 52, 51, 53, 55, 59, 58, 56, 60, 57]]
92: [[2, 35, 7, 1], [3, 4, 30, 13, 21, 5], [6, 8, 10, 12, 9], [15, 19, 11], [14, 17, 26, 16, 22, 18, 20, 24], [23, 25, 27, 29, 28, 31], [42, 33, 38, 36, 32, 34, 40, 37, 47, 41, 39, 43, 44, 46, 45, 54], [52, 53, 51, 49, 48, 55, 56, 50, 58, 59, 57, 60]]
93: [[2, 35, 7, 1, 3, 4, 30], [13, 21, 5, 6], [9, 10, 11, 28, 14, 8, 19, 12, 31], [27, 23, 15, 17], [26, 20, 25, 18, 16, 29, 22, 24, 40, 32, 38, 33], [34, 37, 39, 36, 47, 45, 42, 41, 44], [43, 46, 51, 49, 50, 53, 52, 55], [60, 57, 54, 48], [59, 58, 56]]
94: [[2, 35, 7, 1], [3, 4, 30, 13, 21, 5, 12, 9, 6, 8], [10, 28, 11, 19, 14, 17, 15, 22, 18, 27], [16, 23, 29, 24, 26, 25, 31, 20, 42, 34, 38, 32, 33, 39, 43, 47, 45, 36, 40, 46], [37, 41, 44], [51, 52], [50, 49, 48, 54, 58, 53, 55, 56], [57, 59, 60]]
95: [[2, 35, 7, 1], [3, 4, 30, 13, 21, 5, 6], [9, 11, 8], [15, 10, 14], [28, 12, 29, 17, 20], [16, 22], [31, 18, 23, 25, 19], [24, 27, 42, 32, 37, 38, 26, 36, 41, 33, 43, 34], [45, 40, 47, 46, 44, 50, 51, 49, 54, 52, 39, 48, 58, 53, 55, 57, 59, 56, 60]]
96: [[2, 35, 7, 1], [3, 4, 30, 13, 21, 5, 6, 11, 15], [10, 24, 14, 12], [9, 8, 19, 17, 22, 16, 27, 20, 23], [25, 28, 26, 18, 29, 31, 40, 38, 34, 32, 33, 39, 45, 36, 37, 41, 42, 46], [44, 47], [43, 48, 54, 56, 49, 53, 51, 52], [50, 55, 59, 57, 58, 60]]
97: [[2, 35, 7, 1], [3, 4, 30, 13, 21, 5, 6, 9, 10, 8, 11, 12, 15, 31, 14, 22, 20, 16, 26, 17, 19, 18, 25], [23, 27, 28, 29, 24, 32, 45, 36, 37, 34, 33, 41], [39, 47, 38, 42, 40, 44, 43, 46, 50, 51, 49, 52, 48, 54, 59, 55, 60, 57, 58, 53, 56]]
98: [[2, 35, 7, 1, 3, 4, 30, 13], [21, 5, 6, 8, 9, 11, 28, 14, 12, 26], [15, 16, 10], [23, 19, 17, 22, 20, 24, 25, 18], [27, 31, 29, 44], [41, 32, 33, 34], [39, 36, 45, 37], [46, 42, 40, 47, 38], [43, 51, 50, 54], [49, 48, 52, 56, 53, 55, 58, 57, 59, 60]]
99: [[2, 35, 7], [1, 3, 4], [30, 13, 21, 5, 6, 10, 14, 9, 26, 11], [19, 12, 23, 15, 16], [17, 22], [20, 18], [8, 24, 25], [28, 27, 29, 31], [40, 36, 32, 33, 34], [43, 37, 38], [47, 46, 41, 42, 39, 44, 45], [51, 56, 50], [48, 53, 52, 59, 54, 57, 49, 60, 55, 58]]
100: [[2, 35, 7, 1], [3, 4, 30, 13, 5, 21, 6], [9, 11, 26, 8, 15, 28, 12, 14, 10], [17, 16, 23, 19, 20, 25], [22, 27, 24, 29, 31, 32, 33, 34], [42, 36], [39, 37, 43, 41, 40, 38, 45, 47, 44, 46, 51, 55, 49, 48, 52, 50, 58, 53, 56, 54, 57, 59, 60, 18]]
101: [[2, 35, 7, 1, 3], [4, 30, 13, 21], [5, 6, 9, 14], [11, 10, 8, 18, 23, 12, 15, 16], [17, 31, 19], [20, 22, 25, 27, 24, 29, 26, 28, 38], [33, 36, 46, 32, 37, 34, 39, 45, 40, 41, 42, 43, 44, 47, 50, 55, 54, 48, 49, 53], [52, 51, 57, 56, 60, 58, 59]]
102: [[2, 35, 7, 1], [3, 4, 30], [13, 5, 21, 6], [8, 12, 10], [9, 11, 31], [19, 22, 17, 14, 24], [16, 20, 18, 15], [25, 26, 23, 27], [29, 28, 40, 32], [37, 33, 34, 43, 39], [38, 46, 36, 42, 47, 52, 41], [44, 51, 48, 54, 49], [45, 53, 50, 58, 55, 56, 57, 59, 60]]
103: [[2, 35, 7, 1], [3, 4, 30, 13, 21, 5, 6, 9, 14, 10, 27, 11, 12, 8, 16, 19, 18, 23, 15], [17, 20, 25, 22, 26, 24, 29, 28], [31, 40, 33, 38, 34, 32, 36, 37, 47, 39, 42, 43, 45, 44, 51, 46, 41, 49, 53, 48, 50, 52, 56, 54, 58, 60, 55, 59, 57]]
104: [[2, 35, 7], [1, 3, 4, 30, 13], [21, 6, 5, 8, 11, 9, 24, 15, 19, 14, 10, 16, 12, 20, 17, 18], [22, 25, 23, 27, 26, 31, 29, 28, 42, 33, 36, 34, 32, 39, 45, 38], [44, 41, 37, 40, 43, 46, 47, 51, 55, 52, 54, 48, 49, 50, 57, 53], [58, 60, 59, 56]]
105: [[2, 35, 7], [1, 3, 4, 30], [13, 5, 9, 12, 10, 8, 11, 21, 6], [14, 15, 18, 31, 23, 22, 17], [16, 26, 20, 19, 27], [24, 25, 28], [37, 33], [29, 36, 34], [32, 39, 43, 46, 38], [44, 40, 42, 45], [41, 49, 47, 52], [48, 51, 50, 54, 59, 57, 53, 55, 58, 56, 60]]
106: [[2, 35, 7, 1, 3, 4, 30, 13, 21, 5, 6, 9, 12, 10, 28, 15, 8, 19, 16, 11, 20, 22, 14, 17, 23, 27, 29, 18, 24, 25, 26, 31, 40, 34, 38, 33], [32, 36, 37, 43, 39, 41, 42, 45], [44, 46, 47, 55, 49, 52, 48, 51, 50, 53, 54, 57], [56, 60, 59, 58]]
107: [[2, 35, 7, 1], [3, 4, 30, 13, 5, 21], [6, 8, 11, 9, 27, 15, 12, 10, 17, 16], [18, 22, 14, 20, 19, 31, 29, 24, 25, 23], [28, 26, 42], [36, 34, 32, 33, 37, 38, 41, 44, 39, 40, 43, 45, 47, 46, 49, 51, 53, 55], [50, 48, 58, 56, 52, 57, 60, 59], [54]]
108: [[2, 35, 7], [1, 3, 4, 30], [13, 21, 9, 6], [11, 5, 15], [10, 12, 14, 17, 8], [16, 19, 28], [18, 22, 23, 20], [25, 26, 24, 29, 27], [31, 40, 34, 38, 33, 32, 37, 39, 46], [45, 41, 36, 42], [44, 47, 43, 51, 54, 52, 49, 53, 48, 58, 55, 50, 59, 56, 57, 60]]
109: [[2, 35, 7, 1], [3, 4, 30, 13, 21, 5, 6], [9, 14, 10, 28, 12, 11, 26], [8, 15, 23], [18, 16, 19, 17, 22], [24, 20, 25], [29, 27, 31, 32], [34, 36, 42, 33, 39], [41, 46, 43, 40, 37, 38, 44, 47, 45, 51], [55, 52, 57, 53, 50, 58], [48, 54, 59, 56, 49, 60]]
110: [[2, 35, 7, 1, 3, 4, 30, 13, 5, 14], [6, 8, 15, 20, 26, 11, 12, 10, 9, 16], [18, 17, 22], [21, 19, 25, 28, 23, 24, 27, 31, 29, 41, 32, 38, 34, 33, 37, 36, 39, 44], [40, 46, 42, 43, 45, 47, 51, 53], [52, 55, 48, 50, 56, 58, 54, 57, 60, 49, 59]]
111: [[2, 35, 7], [1, 3, 4, 30, 13, 21, 6], [5, 9, 10, 26], [27, 11, 12, 15], [8, 14, 18, 23], [17, 25, 22, 16, 19, 20, 28, 24, 31, 29], [32, 40, 38, 33, 34, 39, 36, 47, 44, 46, 41, 43, 37, 42, 45, 51, 56, 53, 49, 48, 54, 59, 50, 55, 57, 52, 58, 60]]
112: [[2, 35, 7], [1, 3, 4, 30], [13, 21, 5], [6, 9], [11, 8, 10], [12, 16, 14, 15, 20, 18, 23, 17], [19, 27, 29, 25, 22], [26, 24, 28, 31], [40, 33, 38, 34, 37], [39, 45, 32, 43], [46, 36, 41, 42, 44, 47, 50, 55, 53, 51, 52, 49, 54, 57, 56, 48, 59, 58, 60]]
113: [[2, 35, 7, 1, 3, 4, 30], [13, 21, 5, 10, 9, 11, 15, 8, 14, 16, 26], [12, 22, 6, 23, 19, 27, 18, 31, 25, 20], [17, 24, 28], [29, 40, 42, 34], [37, 32, 39, 33, 46, 36, 41, 38, 43, 45], [47, 44, 50], [51, 49, 48, 53, 54], [56, 52, 55, 59, 57, 58, 60]]
114: [[2, 35, 7, 1, 3, 4], [30, 13, 21, 5, 6, 9], [11, 10, 26, 8], [15, 14, 12, 22, 17], [18, 16, 23, 19], [24, 29, 28, 20, 31, 25], [27, 40, 41, 36, 32, 34, 33, 38, 46], [39, 37, 42], [43, 45, 44, 47, 50, 52, 58, 53, 51, 49, 48, 55, 57, 56, 60, 59, 54]]
115: [[2, 35, 7], [1, 3, 4, 30], [13, 5, 9, 6, 10, 14, 11, 27, 12], [8, 15, 19, 18, 20, 22, 17], [21, 25, 23, 31, 28, 24, 26, 29, 47], [33, 38, 32, 34, 37, 41, 39, 36, 42, 45, 40, 46, 44, 43, 49], [48, 57, 16], [52, 53, 55, 56, 50, 51, 58, 54, 59, 60]]
116: [[2, 35, 7, 1, 3, 4, 30], [13, 21, 6, 5, 9, 10, 15, 27, 11, 12], [24, 8, 28, 14], [18, 22, 17, 23, 16, 25, 19], [20, 26, 29, 31], [40, 42, 32, 34, 33], [39, 37, 47, 44], [45, 36, 43, 38, 41, 46, 50, 55, 54, 49], [51, 53, 60, 58, 48], [59, 52], [57, 56]]
117: [[2, 35, 7, 1], [3, 4, 30, 13, 21, 5, 6, 9, 11, 10, 26], [8, 15, 22], [12, 18, 20, 16], [19, 17, 24, 23, 29], [14, 25, 27], [31, 28, 42, 34, 37, 33, 32, 39, 38, 46, 41, 45, 36, 43, 44], [40, 47, 50, 53, 54, 48, 51, 55, 56, 59, 52, 58, 57, 49, 60]]
118: [[2, 35, 7, 1], [3, 4, 30, 13, 5, 21, 6, 9, 14, 11], [8, 27, 15], [16, 28, 10], [12, 19, 17, 18], [23, 20, 26, 25, 24], [22, 29, 31, 40, 37, 36, 34], [33, 32, 38, 46, 42, 43, 39, 44, 41, 47, 55, 51, 45, 50, 57, 52, 53, 49, 54, 56, 58], [59, 48, 60]]
119: [[2, 35, 7, 1], [3, 4, 30, 13, 21, 5, 6, 9, 14, 8, 10], [11, 12, 18], [19, 15, 20, 16, 17, 23], [24, 25, 31], [22, 26, 28, 29], [27, 40, 32, 37, 34, 33], [36, 44, 42, 41, 46, 47, 45], [38, 39, 43, 50, 55, 48, 54, 53, 49, 58, 56, 52], [51, 57, 59, 60]]
120: [[2, 35, 1, 6], [3, 4, 30], [13, 5, 21, 7], [9, 14, 26, 10], [15, 8], [12, 11, 17, 19], [16, 18, 20], [22, 25, 28, 27, 24], [29, 23, 31, 42, 33, 36, 38, 39], [40, 34, 45, 41, 32], [44, 37, 43, 59], [47, 51, 56, 52, 46, 53, 48], [58, 50, 49, 54], [57, 55, 60]]
121: [[2, 35, 7, 1, 3], [4, 30, 13, 21], [5, 6, 8, 14], [9, 12, 11], [10, 17, 20, 16], [23, 22, 15, 25], [18, 19, 24, 26], [27, 31], [28, 29, 40], [33, 36, 37, 32], [39, 42, 41], [34, 38, 43, 44, 45], [46, 47, 51, 55], [52, 49, 48, 54], [58, 56, 53], [60, 57, 50, 59]]
