0: [[19, 20, 51], [58, 22], [13, 6, 21], [25, 32], [14, 41, 35, 2], [34, 3, 33], [24, 15, 10, 12], [4, 37, 16, 29], [9, 5, 38, 18], [1, 54], [17, 55, 47], [26, 8, 7, 39, 40, 23, 30, 28], [43, 27, 11], [46, 31, 42], [45, 56, 44], [36, 50, 52], [53, 49, 57], [48, 59, 60]]
74: [[19, 20, 51], [58, 22], [13, 6, 21], [25, 38, 41], [35, 34, 3], [2, 33, 24], [15, 4, 37], [14, 10, 12], [16, 29, 9], [5, 32, 1], [54, 17, 55], [47, 26, 8], [7, 39, 40], [23, 18, 30], [28, 46, 11, 43], [27, 31, 42], [45, 56, 44], [36, 50, 52], [53, 49, 57], [48, 59, 60]]
75: [[19, 20, 51], [58, 22, 13], [6, 21, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24, 15], [10, 12, 4], [37, 16, 29], [9, 5, 38, 18], [1, 54, 17], [55, 47, 26], [8, 7, 39], [40, 23, 30], [28, 43, 27], [11, 46, 31], [42, 45, 56], [44, 36, 50], [52, 53, 49], [57, 48, 59, 60]]
76: [[19, 20, 51, 58], [22, 13], [6, 21, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24], [15, 10, 12], [4, 37, 16], [29, 9, 5], [18, 38, 1], [54, 17, 55, 47], [26, 8], [7, 39, 40], [23, 30, 28], [43, 27, 11], [46, 31], [42, 45, 56], [44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
77: [[19, 20, 51], [58, 22], [13, 6, 21], [25, 32], [14, 41, 35], [2, 34, 3], [33, 24, 15], [10, 12, 4], [37, 16, 29], [9, 5, 18], [38, 1, 54], [17, 55, 47], [26, 8, 7, 39, 23, 30, 28, 46, 11, 43, 27, 40], [31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
78: [[19, 20], [51, 58], [22, 13, 6], [21, 25, 32], [14, 41, 35], [2, 34], [3, 33, 24], [15, 10], [12, 4], [37, 16, 29], [9, 5, 18], [38, 1, 54], [17, 55, 47], [26, 8, 7], [39, 40, 23], [30, 28, 43], [27, 11], [46, 31, 42], [45, 56, 44], [36, 50, 52], [53, 49, 57], [48, 60, 59]]
79: [[19, 20, 51], [58, 22, 13], [6, 21, 25, 32, 14, 41, 35, 2, 34, 3, 33, 24, 15, 10, 12, 4, 37, 16, 29, 9, 5, 18, 38, 1, 54, 17, 55, 47, 26, 8, 7, 40, 23, 30, 28, 46, 11, 43, 27, 39, 31, 42, 45, 56, 44, 36], [50, 52, 53, 49, 57, 48, 59, 60]]
80: [[19, 20, 51], [58, 22], [13, 6, 21], [25, 32, 14, 41, 35, 2], [34, 3, 33, 24, 15], [10, 4, 37, 12, 16, 29, 9, 5, 18, 38, 1, 54, 17, 55, 47, 26, 8, 7, 39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 60], [59]]
81: [[19, 20, 51, 58, 22, 13, 6, 21], [25, 32, 14, 41, 35, 2, 34, 3, 33, 24, 15, 10, 12, 4, 37, 29, 16, 9, 5, 38, 18, 1, 54, 17, 55, 47, 26, 8, 7, 39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36], [50, 52, 53, 49, 57, 48, 60, 59]]
82: [[19, 20, 51], [58, 22, 13], [21, 6, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24, 15], [10, 12, 4], [37, 16, 29], [9, 5, 18], [38, 1, 54], [17, 55, 47], [26, 8, 7], [39, 23, 30, 28, 46, 11, 43, 27, 40, 31], [42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
83: [[19, 20, 51], [58, 22, 13, 21], [25], [32, 14, 41], [35, 2], [34, 3, 33], [24, 15, 6, 10], [4, 37, 29], [9, 5, 12], [16, 38, 1, 18], [54, 17, 55], [47, 26, 8], [7, 39, 40], [23, 30, 28], [43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
84: [[19, 20], [51, 58], [22, 13, 21], [25, 32], [14, 41, 35], [34, 2, 6], [3, 33, 24], [15, 10, 12, 4, 37, 16, 29, 9, 5, 18, 38, 1, 54, 17, 55, 47, 26, 8, 7, 40, 23, 31, 30, 28, 43, 27, 11, 46, 39, 42], [45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
85: [[19, 20], [51, 58, 22], [13, 6], [21, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24], [15], [10, 12, 4], [37, 16], [29, 9, 5], [18, 38, 1], [54, 17], [55, 47, 26], [8, 7, 40], [23, 30], [28, 46, 11], [43, 27, 39], [31, 42, 45], [56, 44, 36], [50, 52, 53], [49, 57], [48, 59, 60]]
86: [[19, 20], [51, 58, 22], [13, 6, 21], [25, 32, 14], [41, 35, 2], [34, 3, 33], [24, 15, 10], [12, 4, 37], [16, 29, 9], [5, 18, 38], [1, 54, 17], [55, 47, 26, 8, 7, 39, 23, 30, 28, 46, 11, 43], [27, 40, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48], [59, 60]]
87: [[19, 20, 51], [58, 22, 13], [21, 6, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24, 15, 10, 12], [4, 37, 16, 29, 9, 5, 38, 18], [1, 54, 17, 55, 47, 26, 8, 7], [39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
88: [[19, 20, 51], [58, 22, 13], [21, 6, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24, 15, 10, 12], [4, 37, 16, 29, 9, 5, 38, 18], [1, 54, 17, 55, 47, 26, 8, 7], [39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
89: [[19, 20, 51], [58, 22, 13], [6, 21], [25, 32, 14], [41, 35, 2, 3, 33, 24, 15, 9], [10, 12, 4, 37, 16, 29, 34, 5, 18, 38, 1, 54, 17, 55, 47, 26, 8, 7, 39, 40, 23, 30, 28, 42], [11, 43, 27, 31, 46, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
90: [[19, 20, 51], [58, 22, 13], [6, 21, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24], [15, 10, 12], [4, 37], [16, 29, 9], [5, 38, 18], [1, 54], [17, 55, 47, 26], [8, 7, 39], [40, 23, 30], [28, 43], [27, 11, 46], [31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
91: [[19, 20, 51], [58, 22, 13], [6, 21, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24, 15, 10, 12, 4, 37, 16, 29, 9, 5, 38, 1, 55, 54, 17, 18, 47, 26, 8, 7, 39, 40, 23, 30, 28, 42, 11, 43, 27, 31, 46, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48], [59, 60]]
92: [[19, 20, 51], [58, 22], [13, 21], [25, 32, 6], [14, 41, 35], [2, 34, 3], [33, 24, 15], [10, 12, 4], [37], [16, 29], [9, 5, 38], [1, 54, 17], [55, 47, 18], [26, 8, 7], [39, 40, 23], [30, 28, 43], [27, 11, 46], [31, 42, 45], [56, 44, 36], [50, 52, 53], [49, 57, 48, 59, 60]]
93: [[19, 20, 51], [58, 22, 13], [6, 21, 25], [32, 14, 41, 35, 2, 34, 3], [33, 24, 15, 10, 4, 12, 37, 16, 29, 9, 5, 38, 18, 1, 54, 17, 55, 47, 26, 8, 7, 39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
94: [[19, 20, 51], [58, 22], [13, 21, 6], [25, 32, 14, 41], [35, 2, 34], [3, 33, 24], [15, 10, 12], [4, 37], [16, 29, 9, 5, 18, 38, 1, 54, 17, 55, 47, 26, 8, 7, 39, 23, 30, 28, 46, 11, 43, 27, 40, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
95: [[19, 20, 51], [58, 22, 13], [6, 21, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24], [15, 10, 12, 4, 37, 16, 29, 9, 5, 18, 38, 1, 54, 17, 55, 47, 26, 8, 7, 39, 40, 23, 30, 28, 42, 11, 43, 27, 31, 46, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
96: [[19, 20, 51, 58], [22, 13, 25, 21], [32, 14, 41], [35, 34, 3, 2], [33, 24, 15, 4, 37, 6, 10, 12], [16, 29, 9], [5, 38, 1], [54, 17, 55, 47], [26, 8, 7], [39, 40, 23], [18, 30, 28], [46, 11, 43, 27, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
97: [[19, 20], [51, 58, 22], [13, 6, 21], [25, 32], [14, 41, 35], [2, 34, 3], [33, 24, 15], [10, 12, 4, 37], [16, 29, 9], [5, 18, 38], [1, 54, 17], [55, 47, 26], [8, 7, 39], [40, 23, 30], [28, 43, 27, 11], [46, 31, 42, 45], [56, 44, 36, 50], [52, 53, 49], [57, 48, 59, 60]]
98: [[19, 20], [51, 58, 22], [13, 6, 21], [25, 32, 14], [41, 35, 2], [34, 3, 33], [24, 15, 10], [12, 4, 37], [16, 29, 9, 5], [18, 38, 1, 54], [17, 55, 47], [26, 8, 7], [39, 40, 23, 30, 28, 43], [27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
99: [[19, 20], [51, 58, 22], [13, 6, 21], [25, 32, 14], [41, 35, 2], [34, 1, 24], [15, 9, 10], [12, 4, 37], [16, 29, 3], [5, 18, 38], [33, 54, 17], [55, 47, 26], [8, 7, 40], [23, 30, 28, 46, 11, 43, 27, 39, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
100: [[19, 20, 51], [58, 22, 13], [6, 21, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24], [15, 10, 12], [4, 37, 16], [29, 9], [5, 38, 1], [54, 17, 55], [47, 31, 26], [8, 7, 39, 40, 23, 30, 28, 43, 27, 11, 46, 18, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 60, 59]]
101: [[19, 20, 51], [58, 22], [13, 6, 21, 25, 32, 14, 41, 35], [2, 34, 3, 33, 24, 15, 10, 4, 37, 12, 16, 29, 9, 5, 18, 38, 1, 54, 17, 55, 47, 26, 8], [7, 39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
102: [[19, 20], [51, 58, 22], [13, 6, 21], [25, 32, 14, 41, 35, 2, 34, 3], [33, 24, 15], [10, 12, 4], [37, 16, 29], [9, 5, 38], [18, 1, 54], [17, 55, 47], [26, 8, 7, 39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
103: [[19, 20, 51], [58, 22], [13, 6, 21], [25, 32, 14], [41, 35, 2], [34, 3, 33], [24, 15, 18], [10, 4, 37], [12, 29, 9], [5, 16], [38, 1], [54, 17, 55], [47, 26, 8], [7, 39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 60, 59]]
104: [[19, 20], [51, 58], [22, 13, 6], [21, 25, 32], [14, 41, 35], [2, 34, 3], [33, 24, 15], [10, 12], [4, 37, 17], [16, 9, 5], [38, 18, 1], [54, 29], [55, 47, 26], [8, 7], [40, 23, 30], [28, 46], [11, 43, 27], [39, 31, 42], [45, 56, 44], [36, 50, 52], [53, 49, 57], [48, 59, 60]]
105: [[19, 20], [51, 58, 22], [13, 6, 21], [25, 32], [14, 41, 35], [2, 34, 3], [33, 24, 15], [10, 12, 4], [37, 16, 29], [9, 5, 18], [38, 1, 54], [17, 55, 47], [26, 8, 7], [39, 40, 23], [30, 28, 43], [27, 11, 46], [31, 42, 45], [56, 44, 36], [50, 52, 53, 49], [57, 48, 59, 60]]
106: [[19, 20], [51, 58], [22, 13], [6, 21, 25], [32], [14, 41, 35], [2, 34, 3], [33, 24, 15], [10, 12], [4, 37, 29], [16, 9, 5], [38, 18, 1], [54, 17, 55], [47, 26], [8, 7, 39], [40, 23, 30], [28, 43, 11], [27, 46, 31], [42, 45], [56, 44, 36], [50, 52], [53, 49, 57, 48, 59, 60]]
107: [[19, 20], [51, 58], [22, 13, 21], [25, 32, 14], [41, 35, 34], [2, 6], [3, 33, 24], [15, 10, 12], [4, 37, 16], [29, 9], [5, 18, 38], [1, 54, 17], [55, 47, 26], [8, 7, 39], [40, 23, 30], [28, 42, 11], [43, 27, 31], [46, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 60, 59]]
108: [[19, 20], [51, 58, 22], [13, 21, 25, 32], [14, 41], [35, 2, 34], [3, 33, 24], [15, 6, 10, 12], [4, 37], [16, 9, 5], [18, 29], [38, 1], [54, 17, 55], [47, 26, 8], [7, 40, 23], [30, 28, 46], [11, 43, 27], [39, 31], [42, 45, 56], [44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
109: [[19, 20], [51, 58, 22], [13, 21, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24], [15, 6, 10, 12, 4, 37, 16, 9, 5, 18, 30, 17, 1, 54, 29, 55, 47, 26, 8, 7, 40, 23, 38, 28, 46, 11, 43, 27, 39, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
110: [[19, 20], [51, 58, 22], [13, 6, 21], [25, 32, 14], [41, 35, 2], [34, 3, 33], [24, 15, 10], [12, 5], [4, 16, 29], [9, 37, 38], [18, 1, 54], [17], [55], [47, 26, 8], [7, 39, 40], [23, 30, 28], [43, 27, 11], [46], [31, 42, 45], [56, 44, 36], [50, 52, 53, 49], [57, 48, 59, 60]]
111: [[19, 20, 51], [58, 22, 13], [6, 21, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24], [15, 10, 12], [4, 37], [16, 29, 9], [5, 18, 38], [1, 54, 17], [55, 47, 26], [7, 39, 40], [23, 30, 8, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 59, 60]]
112: [[19, 20, 51], [58, 22, 13], [6, 21, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24], [15, 10, 12], [4, 37, 16], [29, 9], [5, 38], [18, 1, 54], [17, 55, 47], [26, 8, 7], [39, 40, 23], [30, 28, 43], [27, 11, 46], [31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 60, 59]]
113: [[19, 20], [51, 58, 22], [13, 6, 21, 25, 32, 14, 41, 35, 2, 34, 3], [33, 24, 15, 10, 12, 4, 37, 16, 29, 9, 5, 18, 38, 1, 54, 17, 55, 47, 26, 8, 7, 39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 60, 59]]
114: [[19, 20, 51], [58, 22, 13], [6, 21, 25], [32, 14, 41], [35, 2, 34], [3, 33, 24], [15, 10], [12, 4], [37, 16, 29], [9, 5, 38], [18, 1, 54], [17, 55, 47], [26, 8, 7], [39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45], [56, 44, 36, 50, 52, 53, 49, 57, 48, 60, 59]]
115: [[19, 20, 51], [58, 22, 13], [6, 21, 25], [32, 14, 41], [35, 2, 34], [3, 33], [24, 15, 10], [12, 4, 37], [16, 29, 9], [5, 18], [38, 1], [54, 17, 55], [47, 26, 8], [7, 39, 40, 23, 30, 28, 42, 11, 43, 27, 31, 46, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 60, 59]]
116: [[19, 20], [51, 58, 22], [13], [21, 25], [6, 32], [14, 41, 35], [2, 34], [3, 33], [24, 15, 10], [12, 4, 37], [16, 29, 9], [5, 38], [18, 1, 54], [17, 55, 47], [26, 8, 7], [39, 40, 23], [30, 28, 43], [27, 11, 46], [31, 42, 45], [56, 44], [36, 50, 52], [53, 49, 57], [48, 59, 60]]
117: [[19, 20, 51], [58, 22, 13], [6, 21], [25, 32, 14], [41, 35, 2], [3, 34, 33], [24, 15], [10, 12], [4, 37, 16], [29, 9, 5], [38, 18, 1], [54, 17, 55], [47, 26, 8], [7, 39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 60, 59]]
118: [[19, 20, 51, 58, 22, 13, 6, 21, 25, 32, 14], [41, 35, 2], [34, 3, 33], [24, 15, 10], [12, 4, 37, 16], [29, 9, 5], [18, 38, 1], [54, 17, 55], [47, 26, 8, 7, 39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 60, 59]]
119: [[19, 20, 51], [58, 22, 13, 21], [25, 32, 14], [41, 35], [34, 2, 6], [3, 33], [24, 15, 10], [12, 4], [37, 29, 16, 9, 5, 38, 18, 1, 54, 17, 55, 47, 26, 8, 7, 39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 60, 59]]
120: [[19, 20], [51, 58], [22, 13], [6, 21], [25, 32, 14], [41, 35, 2], [34, 3, 56], [15, 24, 10], [12, 4, 37], [16, 9, 5], [18, 30], [17, 1, 54], [29, 55, 47], [26, 8, 7], [39, 40, 23], [38, 28], [43, 27, 11], [46, 31, 42], [45, 33, 44], [36, 50, 52], [53, 49], [57, 48, 59, 60]]
121: [[19, 20], [51, 58, 22], [13, 6, 21], [25, 32, 14], [41, 35], [2, 34], [3, 33, 24], [15, 18, 10], [4, 37, 12], [29, 9, 5], [16, 38, 1], [54, 17, 55, 47, 26, 8, 7, 39, 40, 23, 30, 28, 43, 27, 11, 46, 31, 42, 45, 56, 44, 36, 50, 52, 53, 49, 57, 48, 60, 59]]
