0: [[1, 2, 36, 6, 12, 13, 22], [3, 31, 4], [5, 11, 7], [29, 8, 9, 39, 10], [14, 15, 16, 18], [17, 21, 20, 25], [26, 24, 60, 23], [59, 54, 55], [32, 42, 48, 41, 34, 51], [37, 19, 49, 50], [27, 38, 45, 40, 28], [46, 43, 44, 30], [33, 35, 53, 57], [56, 47, 52, 62], [61, 63, 58, 74], [65, 64, 69, 78, 66], [77, 68, 67, 71, 70], [73, 76, 75, 72], [79, 82, 83, 80, 85], [81, 86, 84, 87, 88]]
51: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
52: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
53: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
54: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
55: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
56: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
57: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
58: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
59: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
60: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
61: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
62: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
63: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
64: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
65: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
66: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
67: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
68: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
69: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
70: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
71: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
72: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
73: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
74: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
75: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
76: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
77: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
78: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
79: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
80: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
81: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
82: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
83: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
84: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
85: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
86: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
87: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
88: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
89: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
90: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
91: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
92: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
93: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
94: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
95: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
96: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
97: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
98: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
99: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
100: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
101: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
