0: [[56, 45, 63], [47, 27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81], [21, 52, 25, 8, 34], [23, 39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22], [70, 71], [28, 50], [13, 1, 24, 12], [43, 2], [3, 4], [64, 5], [30, 32, 33], [6, 9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7], [54, 38, 42], [61, 49, 53], [76, 85], [66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
51: [[56, 45], [63, 47, 27], [55, 86], [41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25], [8, 34], [23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50], [13, 1], [24, 12, 43], [2, 3], [4, 64, 5], [30, 32, 33], [6, 9], [10, 11, 44], [14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66], [69, 74, 83, 77, 58, 72, 87, 80, 88], [79, 82]]
52: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5, 30], [32, 33], [6, 9, 10], [11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
53: [[56, 45, 63], [47, 27, 55], [86, 41, 67], [15, 20, 51], [17, 65, 84], [81, 21], [52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54, 38], [42, 61, 49], [53, 76], [85, 66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
54: [[56, 45, 63], [47, 27, 55], [86, 41, 67], [15, 20, 51], [17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36], [35, 40], [73, 60], [46, 48], [16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5], [30, 32], [33, 6, 9], [10, 11, 44], [14, 78], [57, 31, 59, 62], [19, 26], [18, 29], [75, 37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66], [69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
55: [[56, 45, 63], [47, 27, 55], [86, 41, 67], [15, 20], [51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
56: [[56, 45, 63], [47, 27], [55, 86, 41], [67, 15, 20], [51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46], [48, 16, 22], [70, 71], [28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30], [32, 33, 6], [9, 10], [11, 44], [14, 78, 57], [31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42], [61, 49, 53], [76, 85], [66, 69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
57: [[56, 45], [63, 47, 27], [55, 86], [41, 67], [15, 20], [51, 17, 65], [84, 81], [21, 52], [25, 8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46], [48, 16], [22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11], [44, 14, 78], [57, 31, 59], [62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49], [53, 76], [85, 66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
58: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23], [39, 68, 36], [35, 40, 73], [60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57], [31, 59, 62], [19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83], [77, 58, 72], [87, 80], [88, 79, 82]]
59: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68], [36, 35, 40], [73, 60], [46, 48, 16], [22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5, 30], [32, 33, 6], [9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38], [42, 61, 49], [53, 76, 85], [66, 69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
60: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52], [25, 8, 34], [23, 39], [68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29, 75], [37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
61: [[56, 45], [63, 47], [27, 55, 86], [41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83, 77], [58, 72], [87, 80], [88, 79, 82]]
62: [[56, 45], [63, 47], [27, 55, 86], [41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43], [2, 3], [4, 64, 5], [30, 32], [33, 6], [9, 10, 11], [44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
63: [[56, 45, 63], [47, 27], [55, 86, 41], [67, 15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22], [70, 71, 28], [50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32], [33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83], [77, 58], [72, 87, 80], [88, 79, 82]]
64: [[56, 45, 63], [47, 27], [55, 86, 41, 67, 15], [20, 51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23], [39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29, 75, 37, 7], [54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87], [80, 88, 79, 82]]
65: [[56, 45, 63], [47, 27], [55, 86], [41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43, 2], [3, 4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62], [19, 26, 18, 29], [75, 37], [7, 54], [38, 42, 61, 49], [53, 76, 85], [66, 69, 74], [83, 77, 58], [72, 87], [80, 88], [79, 82]]
66: [[56, 45, 63, 47], [27, 55], [86, 41, 67], [15, 20, 51], [17, 65, 84], [81, 21], [52, 25], [8, 34], [23, 39], [68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28], [50, 13], [1, 24, 12], [43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58], [72, 87, 80], [88, 79, 82]]
67: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23, 39], [68, 36], [35, 40, 73], [60, 46], [48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2], [3, 4, 64], [5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59, 62, 19, 26], [18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85], [66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
68: [[56, 45], [63, 47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3], [4, 64, 5], [30, 32], [33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19], [26, 18, 29], [75, 37, 7], [54, 38], [42, 61, 49], [53, 76, 85], [66, 69, 74], [83, 77, 58], [72, 87], [80, 88, 79], [82]]
69: [[56, 45, 63], [47, 27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81], [21, 52, 25, 8, 34], [23, 39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
70: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15], [20, 51], [17, 65, 84], [81, 21, 52], [25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54, 38], [42, 61, 49], [53, 76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
71: [[56, 45], [63, 47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22], [70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32], [33, 6, 9], [10, 11], [44, 14, 78], [57, 31, 59], [62, 19], [26, 18, 29, 75, 37, 7, 54, 38, 42], [61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
72: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20, 51], [17, 65, 84], [81, 21, 52], [25, 8], [34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59, 62], [19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66], [69, 74, 83], [77, 58, 72], [87, 80], [88, 79, 82]]
73: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31], [59, 62], [19, 26, 18], [29, 75, 37], [7, 54], [38, 42, 61], [49, 53, 76], [85, 66], [69, 74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
74: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25, 8], [34, 23], [39, 68], [36, 35, 40], [73, 60], [46, 48, 16], [22, 70, 71], [28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58], [72, 87, 80, 88, 79, 82]]
75: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15, 20], [51, 17], [65, 84], [81, 21], [52, 25, 8], [34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83, 77], [58, 72, 87], [80, 88, 79], [82]]
76: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14], [78, 57], [31, 59, 62], [19, 26, 18], [29, 75], [37, 7, 54], [38, 42], [61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
77: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33], [6, 9], [10, 11, 44], [14, 78, 57], [31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58], [72, 87, 80, 88, 79, 82]]
78: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23], [39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71, 28], [50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9], [10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29], [75, 37, 7], [54, 38, 42], [61, 49], [53, 76, 85], [66, 69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
79: [[56, 45, 63], [47, 27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81], [21, 52], [25, 8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46], [48, 16], [22, 70, 71], [28, 50, 13], [1, 24], [12, 43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87], [80, 88, 79, 82]]
80: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15], [20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73], [60, 46, 48], [16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5], [30, 32], [33, 6], [9, 10, 11], [44, 14], [78, 57], [31, 59, 62], [19, 26], [18, 29], [75, 37, 7], [54, 38], [42, 61, 49], [53, 76], [85, 66], [69, 74, 83], [77, 58], [72, 87, 80], [88, 79, 82]]
81: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25], [8, 34, 23], [39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71], [28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62, 19, 26], [18, 29, 75, 37, 7, 54, 38, 42], [61, 49, 53], [76, 85, 66, 69, 74, 83], [77, 58, 72, 87, 80, 88, 79, 82]]
82: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24, 12], [43, 2, 3], [4, 64], [5, 30, 32], [33, 6], [9, 10, 11], [44, 14], [78, 57, 31], [59, 62, 19], [26, 18], [29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66], [69, 74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
83: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5], [30, 32, 33], [6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54, 38], [42, 61], [49, 53, 76], [85, 66, 69], [74, 83, 77], [58, 72, 87], [80, 88, 79, 82]]
84: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73, 60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44], [14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
85: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52], [25, 8, 34], [23, 39, 68], [36, 35, 40], [73, 60], [46, 48, 16], [22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5], [30, 32, 33], [6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54], [38, 42, 61], [49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
86: [[56, 45], [63, 47], [27, 55, 86], [41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83], [77, 58], [72, 87, 80], [88, 79, 82]]
87: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15, 20], [51, 17, 65], [84, 81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73], [60, 46, 48, 16, 22], [70, 71, 28, 50], [13, 1], [24, 12, 43, 2], [3, 4], [64, 5], [30, 32], [33, 6, 9], [10, 11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18], [29, 75], [37, 7, 54], [38, 42, 61], [49, 53], [76, 85], [66, 69, 74], [83, 77], [58, 72, 87, 80, 88, 79, 82]]
88: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15, 20], [51, 17], [65, 84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59], [62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
89: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81], [21, 52, 25], [8, 34], [23, 39], [68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5, 30], [32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18], [29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
90: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25], [8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46, 48], [16, 22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3], [4, 64, 5], [30, 32], [33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80], [88, 79, 82]]
91: [[56, 45, 63], [47, 27, 55], [86, 41, 67], [15, 20], [51, 17], [65, 84, 81], [21, 52, 25], [8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46], [48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85], [66, 69, 74], [83, 77], [58, 72, 87], [80, 88, 79, 82]]
92: [[56, 45, 63], [47, 27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40], [73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2], [3, 4, 64], [5, 30], [32, 33, 6], [9, 10, 11], [44, 14], [78, 57, 31, 59, 62, 19, 26, 18, 29], [75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58], [72, 87, 80, 88, 79, 82]]
93: [[56, 45], [63, 47], [27, 55], [86, 41], [67, 15], [20, 51, 17], [65, 84, 81], [21, 52], [25, 8, 34], [23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49], [53, 76], [85, 66, 69], [74, 83, 77], [58, 72], [87, 80, 88], [79, 82]]
94: [[56, 45, 63], [47, 27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68], [36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57], [31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54, 38], [42, 61], [49, 53, 76], [85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
95: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22], [70, 71, 28], [50, 13], [1, 24, 12], [43, 2], [3, 4], [64, 5, 30], [32, 33], [6, 9, 10], [11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42], [61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
96: [[56, 45, 63], [47, 27, 55], [86, 41, 67], [15, 20, 51], [17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39, 68], [36, 35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43], [2, 3, 4], [64, 5], [30, 32], [33, 6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18], [29, 75], [37, 7, 54, 38, 42, 61], [49, 53], [76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
97: [[56, 45, 63], [47, 27], [55, 86], [41, 67], [15, 20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35, 40], [73, 60], [46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2, 3], [4, 64, 5], [30, 32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26, 18], [29, 75, 37], [7, 54, 38, 42], [61, 49, 53], [76, 85], [66, 69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
98: [[56, 45], [63, 47], [27, 55], [86, 41], [67, 15, 20], [51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46], [48, 16], [22, 70], [71, 28, 50], [13, 1], [24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44], [14, 78, 57], [31, 59], [62, 19, 26], [18, 29, 75], [37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
99: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54, 38], [42, 61, 49], [53, 76], [85, 66], [69, 74, 83], [77, 58, 72], [87, 80], [88, 79, 82]]
100: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70], [71, 28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9], [10, 11, 44], [14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42], [61, 49, 53], [76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
101: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25], [8, 34, 23], [39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71], [28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5], [30, 32], [33, 6], [9, 10], [11, 44, 14, 78, 57, 31], [59, 62], [19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
