0: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44, 39], [32, 35, 36], [46, 38, 42], [57, 40, 45], [41, 60], [47, 48, 49, 55, 51, 54, 52, 56], [58, 62], [61, 63, 64, 69], [67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77], [79, 78, 82], [81, 83, 80], [87, 84, 85, 86, 88]]
51: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11], [43, 9, 10], [15, 28, 12, 13, 25, 20], [16, 17, 18, 21], [23, 24], [26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46], [38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61], [63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
52: [[50, 7], [5, 2, 22], [1, 37, 19], [3, 4, 8], [14, 6], [11, 43], [9, 10], [15, 28, 12, 13], [25, 20], [16, 17, 18, 21, 23, 24], [26, 27], [59, 29, 31, 30], [33, 53], [34, 44, 39, 32], [35, 36, 46], [38, 42], [57, 40], [45, 41, 60], [47, 48, 49], [55, 51, 54], [52, 56, 58], [62, 61, 63], [64, 69, 67, 65], [70, 66, 71], [68, 73, 76, 74], [72, 75, 77], [79, 78, 82], [81, 83, 80, 87, 84], [85, 86, 88]]
53: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34], [44, 39, 32, 35], [36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
54: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13], [25, 20, 16, 17], [18, 21, 23], [24, 26, 27, 59, 29], [31, 30], [33, 53, 34, 44, 39, 32, 35, 36], [46, 38, 42, 57], [40, 45, 41, 60, 47, 48, 49, 55], [51, 54], [52, 56, 58, 62], [61, 63], [64, 69, 67, 65], [70, 66, 71], [68, 73, 76, 74], [72, 75, 77, 79, 78], [82, 81, 83, 80, 87, 84, 85, 86, 88]]
55: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13], [25, 20, 16, 17], [18, 21, 23], [24, 26, 27, 59, 29], [31, 30], [33, 53, 34, 44, 39, 32, 35, 36], [46, 38, 42, 57], [40, 45, 41, 60, 47, 48, 49, 55], [51, 54], [52, 56, 58, 62], [61, 63], [64, 69, 67, 65], [70, 66, 71], [68, 73, 76, 74], [72, 75, 77, 79, 78], [82, 81, 83, 80, 87, 84, 85, 86, 88]]
56: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18], [21, 23, 24, 26, 27], [59, 29, 31], [30, 33, 53], [34, 44, 39, 32, 35, 36, 46, 38, 42, 57], [40, 45], [41, 60, 47], [48, 49, 55, 51, 54, 52, 56, 58], [62, 61, 63, 64], [69, 67, 65], [70, 66, 71, 68, 73], [76, 74, 72, 75, 77], [79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
57: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8, 14], [6, 11], [43, 9, 10], [15, 28], [12, 13, 25, 20], [16, 17], [18, 21, 23, 24], [26, 27, 59, 29, 31, 30, 33, 53], [34, 44, 39, 32], [35, 36, 46, 38, 42, 57, 40, 45], [41, 60, 47, 48], [49, 55, 51], [54, 52, 56], [58, 62, 61], [63, 64, 69, 67], [65, 70, 66], [71, 68, 73, 76], [74, 72], [75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
58: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8, 14], [6, 11, 43, 9, 10, 15, 28, 12], [13, 25, 20, 16], [17, 18, 21, 23, 24, 26, 27, 59], [29, 31, 30], [33, 53], [34, 44, 39, 32], [35, 36], [46, 38, 42], [57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69], [67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
59: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11], [43, 9, 10], [15, 28, 12, 13, 25, 20], [16, 17, 18, 21, 23, 24, 26, 27], [59, 29, 31, 30, 33, 53, 34], [44, 39], [32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
60: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16, 17, 18, 21, 23, 24, 26], [27, 59], [29, 31, 30, 33, 53, 34, 44, 39], [32, 35, 36, 46], [38, 42, 57, 40], [45, 41], [60, 47], [48, 49, 55, 51], [54, 52], [56, 58, 62, 61], [63, 64], [69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78], [82, 81, 83, 80, 87, 84, 85], [86, 88]]
61: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16, 17, 18, 21, 23, 24, 26, 27], [59, 29], [31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46], [38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
62: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21, 23], [24, 26, 27, 59], [29, 31], [30, 33, 53, 34], [44, 39, 32, 35], [36, 46, 38], [42, 57, 40, 45, 41, 60], [47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72], [75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
63: [[50, 7, 5, 2, 22], [1, 37], [19, 3, 4, 8, 14, 6, 11, 43], [9, 10, 15], [28, 12, 13, 25], [20, 16, 17], [18, 21, 23, 24], [26, 27, 59], [29, 31, 30], [33, 53, 34], [44, 39], [32, 35, 36], [46, 38, 42, 57], [40, 45, 41, 60], [47, 48], [49, 55, 51, 54], [52, 56, 58, 62], [61, 63, 64, 69, 67], [65, 70, 66, 71], [68, 73], [76, 74, 72], [75, 77], [79, 78, 82, 81, 83, 80], [87, 84, 85, 86, 88]]
64: [[50, 7, 5], [2, 22], [1, 37, 19, 3], [4, 8], [14, 6, 11, 43], [9, 10, 15, 28], [12, 13, 25, 20], [16, 17, 18, 21], [23, 24, 26], [27, 59, 29, 31], [30, 33], [53, 34], [44, 39, 32], [35, 36, 46], [38, 42, 57, 40], [45, 41], [60, 47, 48], [49, 55, 51], [54, 52], [56, 58, 62, 61], [63, 64, 69], [67, 65, 70, 66], [71, 68, 73, 76], [74, 72, 75, 77], [79, 78, 82, 81], [83, 80, 87, 84], [85, 86, 88]]
65: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13], [25, 20, 16, 17], [18, 21, 23], [24, 26, 27, 59, 29], [31, 30], [33, 53, 34, 44, 39, 32, 35, 36], [46, 38, 42, 57], [40, 45, 41, 60, 47, 48, 49, 55], [51, 54], [52, 56, 58], [62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
66: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11], [43, 9, 10, 15], [28, 12, 13, 25, 20, 16, 17, 18], [21, 23, 24], [26, 27, 59, 29, 31, 30, 33, 53, 34], [44, 39], [32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
67: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43], [9, 10, 15, 28], [12, 13, 25], [20, 16, 17, 18, 21, 23], [24, 26, 27, 59, 29, 31, 30, 33], [53, 34, 44, 39], [32, 35, 36, 46, 38, 42, 57, 40], [45, 41, 60, 47], [48, 49, 55, 51, 54, 52, 56, 58], [62, 61, 63], [64, 69], [67, 65, 70, 66], [71, 68], [73, 76, 74], [72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
68: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11], [43, 9, 10, 15], [28, 12, 13, 25, 20, 16, 17, 18], [21, 23, 24], [26, 27, 59, 29, 31, 30, 33, 53, 34], [44, 39], [32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
69: [[50, 7], [5, 2, 22, 1], [37, 19, 3], [4, 8, 14, 6], [11, 43, 9], [10, 15, 28], [12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33, 53], [34, 44, 39], [32, 35, 36, 46], [38, 42, 57, 40], [45, 41, 60], [47, 48, 49], [55, 51, 54, 52], [56, 58], [62, 61], [63, 64, 69, 67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75], [77, 79, 78, 82, 81, 83], [80, 87, 84, 85, 86, 88]]
70: [[50, 7, 5], [2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16, 17, 18, 21, 23, 24, 26], [27, 59], [29, 31, 30, 33], [53, 34, 44, 39, 32, 35], [36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
71: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8, 14], [6, 11], [43, 9], [10, 15, 28], [12, 13, 25, 20, 16], [17, 18, 21, 23, 24], [26, 27, 59, 29], [31, 30, 33], [53, 34, 44, 39, 32, 35], [36, 46, 38, 42, 57, 40, 45, 41], [60, 47, 48, 49], [55, 51, 54, 52, 56, 58, 62, 61], [63, 64, 69, 67], [65, 70, 66, 71, 68, 73, 76, 74, 72], [75, 77], [79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
72: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8, 14], [6, 11], [43, 9, 10], [15, 28], [12, 13, 25, 20], [16, 17], [18, 21, 23, 24], [26, 27, 59], [29, 31, 30, 33], [53, 34, 44, 39, 32], [35, 36, 46, 38, 42, 57, 40, 45, 41], [60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
73: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8, 14], [6, 11], [43, 9], [10, 15, 28], [12, 13, 25, 20, 16], [17, 18, 21, 23, 24], [26, 27, 59, 29], [31, 30, 33], [53, 34, 44, 39, 32, 35], [36, 46, 38, 42, 57, 40, 45, 41], [60, 47, 48, 49], [55, 51, 54, 52, 56, 58, 62], [61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
74: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15, 28], [12, 13, 25, 20], [16, 17], [18, 21, 23], [24, 26, 27], [59, 29, 31], [30, 33, 53], [34, 44, 39, 32], [35, 36, 46], [38, 42, 57], [40, 45, 41], [60, 47], [48, 49, 55, 51, 54, 52, 56, 58], [62, 61], [63, 64, 69, 67], [65, 70], [66, 71, 68, 73], [76, 74], [72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
75: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25, 20], [16, 17], [18, 21, 23], [24, 26, 27, 59, 29], [31, 30], [33, 53, 34], [44, 39], [32, 35, 36, 46, 38, 42, 57, 40], [45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
76: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43], [9, 10], [15, 28, 12, 13], [25, 20, 16], [17, 18, 21, 23], [24, 26, 27], [59, 29, 31, 30], [33, 53, 34], [44, 39, 32, 35], [36, 46, 38, 42], [57, 40, 45, 41, 60, 47, 48, 49], [55, 51, 54], [52, 56, 58, 62, 61, 63, 64], [69, 67], [65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
77: [[50, 7, 5], [2, 22, 1], [37, 19, 3], [4, 8, 14], [6, 11, 43], [9, 10, 15], [28, 12, 13, 25], [20, 16, 17], [18, 21, 23], [24, 26, 27], [59, 29], [31, 30, 33, 53, 34, 44, 39, 32], [35, 36], [46, 38, 42, 57], [40, 45, 41, 60], [47, 48, 49, 55, 51, 54, 52, 56], [58, 62], [61, 63, 64, 69], [67, 65, 70, 66], [71, 68], [73, 76, 74], [72, 75], [77, 79, 78, 82, 81, 83], [80, 87, 84, 85, 86, 88]]
78: [[50, 7], [5, 2, 22, 1], [37, 19, 3, 4], [8, 14], [6, 11, 43], [9, 10], [15, 28, 12, 13], [25, 20, 16, 17], [18, 21, 23, 24, 26], [27, 59], [29, 31, 30, 33, 53], [34, 44, 39, 32], [35, 36, 46], [38, 42, 57], [40, 45, 41, 60, 47], [48, 49, 55], [51, 54, 52], [56, 58, 62], [61, 63], [64, 69, 67, 65, 70, 66, 71], [68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
79: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8, 14], [6, 11, 43, 9, 10, 15], [28, 12, 13, 25, 20], [16, 17, 18], [21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53], [34, 44, 39, 32], [35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
80: [[50, 7], [5, 2], [22, 1, 37, 19, 3, 4, 8, 14], [6, 11, 43], [9, 10, 15], [28, 12, 13], [25, 20, 16, 17], [18, 21, 23, 24], [26, 27, 59, 29, 31], [30, 33], [53, 34, 44, 39], [32, 35, 36, 46, 38], [42, 57, 40], [45, 41, 60, 47, 48, 49], [55, 51, 54, 52], [56, 58, 62], [61, 63, 64], [69, 67, 65], [70, 66, 71, 68, 73, 76, 74], [72, 75, 77], [79, 78, 82], [81, 83, 80, 87, 84, 85, 86, 88]]
81: [[50, 7], [5, 2], [22, 1, 37, 19, 3, 4, 8, 14], [6, 11, 43], [9, 10, 15], [28, 12, 13], [25, 20, 16, 17], [18, 21, 23, 24], [26, 27, 59, 29, 31], [30, 33], [53, 34, 44, 39], [32, 35, 36, 46, 38], [42, 57, 40], [45, 41, 60, 47, 48, 49], [55, 51, 54, 52], [56, 58, 62], [61, 63, 64], [69, 67, 65], [70, 66, 71, 68, 73, 76, 74], [72, 75, 77], [79, 78, 82], [81, 83, 80, 87, 84, 85, 86, 88]]
82: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43], [9, 10, 15, 28], [12, 13, 25, 20], [16, 17, 18, 21], [23, 24, 26], [27, 59, 29, 31, 30, 33], [53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
83: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8, 14, 6, 11, 43, 9, 10, 15, 28, 12, 13, 25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36], [46, 38, 42, 57, 40, 45, 41, 60], [47, 48, 49, 55], [51, 54], [52, 56, 58, 62, 61, 63, 64, 69], [67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77], [79, 78, 82, 81], [83, 80, 87, 84, 85], [86, 88]]
84: [[50, 7, 5, 2, 22], [1, 37], [19, 3, 4, 8, 14, 6, 11, 43], [9, 10, 15], [28, 12, 13, 25], [20, 16, 17, 18], [21, 23, 24, 26, 27, 59, 29, 31], [30, 33], [53, 34, 44, 39], [32, 35, 36, 46, 38, 42, 57], [40, 45, 41], [60, 47, 48], [49, 55, 51], [54, 52], [56, 58, 62, 61], [63, 64, 69], [67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83], [80], [87, 84, 85, 86, 88]]
85: [[50, 7], [5, 2, 22, 1], [37, 19, 3], [4, 8], [14, 6], [11, 43, 9, 10], [15, 28, 12, 13], [25, 20], [16, 17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44, 39, 32, 35, 36, 46], [38, 42, 57, 40], [45, 41, 60, 47], [48, 49, 55, 51, 54, 52, 56, 58], [62, 61, 63], [64, 69, 67, 65], [70, 66, 71, 68, 73, 76], [74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84], [85, 86, 88]]
86: [[50, 7, 5, 2, 22, 1, 37], [19, 3], [4, 8, 14, 6], [11, 43], [9, 10, 15, 28, 12, 13, 25, 20], [16, 17], [18, 21, 23, 24], [26, 27, 59, 29], [31, 30, 33], [53, 34, 44, 39], [32, 35], [36, 46, 38], [42, 57, 40], [45, 41], [60, 47, 48, 49], [55, 51, 54, 52, 56], [58, 62, 61, 63], [64, 69, 67], [65, 70, 66, 71], [68, 73, 76], [74, 72, 75, 77], [79, 78, 82, 81], [83, 80], [87, 84, 85, 86, 88]]
87: [[50, 7], [5, 2, 22], [1, 37], [19, 3, 4], [8, 14], [6, 11], [43, 9, 10, 15], [28, 12, 13], [25, 20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29, 31], [30, 33, 53, 34], [44, 39], [32, 35, 36, 46], [38, 42, 57, 40, 45], [41, 60, 47], [48, 49, 55, 51], [54, 52, 56, 58, 62], [61, 63, 64, 69, 67, 65, 70, 66, 71], [68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
88: [[50, 7], [5, 2, 22], [1, 37, 19, 3], [4, 8, 14], [6, 11], [43, 9, 10], [15, 28, 12, 13], [25, 20], [16, 17, 18, 21], [23, 24, 26, 27], [59, 29, 31, 30], [33, 53, 34], [44, 39, 32, 35, 36], [46, 38, 42], [57, 40, 45], [41, 60, 47, 48], [49, 55, 51, 54], [52, 56, 58, 62], [61, 63], [64, 69], [67, 65, 70, 66], [71, 68, 73, 76, 74], [72, 75, 77, 79], [78, 82, 81, 83, 80], [87, 84, 85, 86, 88]]
89: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13], [25, 20, 16], [17, 18, 21, 23], [24, 26, 27], [59, 29, 31, 30, 33, 53], [34, 44], [39, 32, 35, 36, 46, 38, 42], [57, 40, 45], [41, 60, 47], [48, 49, 55, 51, 54, 52, 56, 58], [62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
90: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8], [14, 6, 11, 43, 9], [10, 15], [28, 12, 13, 25], [20, 16, 17, 18, 21, 23, 24, 26, 27, 59], [29, 31], [30, 33, 53, 34, 44, 39], [32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
91: [[50, 7], [5, 2], [22, 1, 37, 19, 3], [4, 8, 14, 6], [11, 43, 9, 10, 15], [28, 12, 13, 25, 20], [16, 17, 18, 21], [23, 24, 26, 27], [59, 29, 31], [30, 33, 53, 34], [44, 39, 32, 35], [36, 46], [38, 42, 57, 40, 45], [41, 60, 47, 48], [49, 55, 51], [54, 52, 56], [58, 62, 61], [63, 64, 69, 67], [65, 70, 66], [71, 68, 73], [76, 74, 72], [75, 77], [79, 78], [82, 81, 83], [80, 87, 84, 85, 86, 88]]
92: [[50, 7], [5, 2, 22, 1, 37, 19, 3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21, 23, 24, 26, 27, 59], [29, 31, 30, 33], [53, 34, 44, 39, 32, 35, 36, 46], [38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54], [52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82], [81, 83, 80, 87, 84, 85, 86, 88]]
93: [[50, 7, 5, 2, 22, 1], [37, 19], [3, 4, 8, 14, 6], [11, 43, 9], [10, 15, 28, 12, 13, 25, 20, 16], [17, 18], [21, 23, 24, 26, 27, 59, 29, 31], [30, 33, 53, 34], [44, 39, 32, 35], [36, 46, 38, 42], [57, 40], [45, 41, 60], [47, 48, 49], [55, 51, 54, 52], [56, 58, 62, 61, 63, 64, 69, 67], [65, 70, 66], [71, 68, 73, 76], [74, 72, 75], [77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
94: [[50, 7, 5], [2, 22, 1], [37, 19, 3], [4, 8, 14], [6, 11, 43, 9], [10, 15, 28], [12, 13, 25, 20], [16, 17, 18], [21, 23, 24], [26, 27, 59], [29, 31], [30, 33], [53, 34, 44, 39], [32, 35, 36, 46], [38, 42], [57, 40, 45, 41], [60, 47, 48, 49], [55, 51, 54], [52, 56, 58, 62], [61, 63, 64, 69], [67, 65, 70, 66], [71, 68, 73], [76, 74, 72], [75, 77, 79, 78, 82], [81, 83], [80, 87, 84, 85], [86, 88]]
95: [[50, 7], [5, 2, 22, 1, 37, 19, 3, 4], [8, 14, 6], [11, 43], [9, 10, 15, 28], [12, 13, 25, 20], [16, 17, 18], [21, 23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44, 39], [32, 35], [36, 46, 38, 42, 57], [40, 45], [41, 60, 47, 48], [49, 55, 51, 54, 52, 56, 58, 62], [61, 63, 64], [69, 67, 65, 70, 66, 71, 68, 73], [76, 74, 72, 75, 77, 79, 78], [82, 81, 83], [80, 87, 84], [85], [86, 88]]
96: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11], [43, 9, 10, 15], [28, 12, 13, 25, 20, 16, 17, 18], [21, 23, 24], [26, 27, 59, 29, 31, 30, 33, 53, 34], [44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41], [60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
97: [[50, 7], [5, 2, 22], [1, 37], [19, 3, 4, 8], [14, 6, 11, 43], [9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21, 23], [24, 26, 27, 59], [29, 31, 30], [33, 53, 34, 44], [39, 32], [35, 36, 46], [38, 42, 57], [40, 45], [41, 60, 47, 48], [49, 55, 51, 54, 52], [56, 58, 62, 61], [63, 64, 69], [67, 65, 70, 66, 71], [68, 73, 76], [74, 72, 75, 77], [79, 78, 82, 81], [83, 80], [87, 84, 85, 86, 88]]
98: [[50, 7], [5, 2, 22], [1, 37, 19, 3], [4, 8, 14], [6, 11, 43, 9, 10], [15, 28], [12, 13, 25, 20], [16, 17, 18, 21], [23, 24, 26, 27, 59, 29, 31, 30], [33, 53], [34, 44, 39, 32, 35], [36, 46], [38, 42, 57, 40], [45, 41, 60], [47, 48], [49, 55, 51, 54], [52, 56, 58, 62], [61, 63, 64, 69], [67, 65, 70, 66], [71, 68, 73], [76, 74, 72, 75, 77, 79, 78, 82], [81, 83, 80, 87, 84, 85, 86, 88]]
99: [[50, 7], [5, 2, 22], [1, 37, 19], [3, 4, 8], [14, 6, 11, 43], [9, 10, 15, 28], [12, 13, 25, 20], [16, 17, 18, 21], [23, 24, 26], [27, 59, 29, 31], [30, 33, 53, 34], [44, 39, 32, 35, 36, 46], [38, 42, 57, 40, 45], [41, 60, 47], [48, 49, 55, 51], [54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
100: [[50, 7, 5], [2, 22, 1], [37, 19, 3, 4, 8], [14, 6, 11], [43, 9, 10, 15, 28], [12, 13], [25, 20, 16, 17], [18, 21], [23, 24, 26, 27], [59, 29], [31, 30, 33, 53], [34, 44, 39], [32, 35, 36, 46], [38, 42, 57], [40, 45, 41], [60, 47, 48, 49, 55, 51], [54, 52], [56, 58, 62, 61], [63, 64], [69, 67, 65, 70], [66, 71], [68, 73, 76, 74], [72, 75, 77, 79], [78, 82, 81, 83, 80], [87, 84, 85, 86, 88]]
101: [[50, 7], [5, 2], [22, 1, 37], [19, 3, 4], [8, 14, 6, 11], [43, 9, 10, 15], [28, 12, 13, 25], [20, 16, 17], [18, 21, 23, 24], [26, 27, 59, 29], [31, 30, 33, 53], [34, 44, 39, 32], [35, 36, 46, 38], [42, 57, 40, 45], [41, 60, 47, 48], [49, 55, 51, 54], [52, 56], [58, 62, 61, 63], [64, 69, 67], [65, 70, 66], [71, 68], [73, 76, 74, 72], [75, 77, 79, 78], [82, 81, 83, 80], [87, 84], [85, 86, 88]]
