0: [[35, 2, 7], [1, 3, 4], [13, 5, 21, 6], [8, 12, 11, 15, 9, 14, 23, 29, 10], [27, 31, 16, 17, 28, 22], [19, 20, 24, 25, 26, 30, 36, 32, 34, 33, 39], [37, 45, 42, 38, 43, 40, 41, 46, 47, 18], [44, 48, 55, 50], [49, 57, 53], [56, 51, 52, 58, 59, 54, 60]]
74: [[35, 2, 7], [1, 3, 4, 13, 21, 11, 6, 8, 14], [5, 12, 9, 26, 23, 31, 10, 19, 15], [17, 20, 22], [16, 18, 24, 25, 27, 29, 30, 28], [32, 34, 37], [42, 36, 38], [40, 43, 39], [45], [44, 46, 41, 49, 47, 48, 50, 33, 53, 51, 54, 57, 52, 55, 56, 59, 58, 60]]
75: [[35, 2, 7, 1], [3, 4, 13, 5, 6, 10, 8, 27, 14, 9, 11, 15], [12, 16, 19, 18, 17, 23, 20, 22, 26, 25, 24], [31, 28, 44, 29, 30, 32, 33], [21, 59, 45, 36, 42, 38, 37, 34, 40, 39, 47, 41, 43, 46, 53, 52, 55], [49, 48, 50, 51, 54, 56, 60, 57, 58]]
76: [[35, 2, 7], [1, 3, 4], [13, 21, 6], [5, 8, 14, 11, 12, 9], [15, 23, 25, 19], [10, 16, 20, 18], [17, 22, 26], [24, 27, 30, 28, 29, 31, 32], [34, 33, 39, 36, 37, 40, 38, 41, 45, 57, 43, 42, 44, 46, 56, 53, 48, 47, 49, 55, 51, 54, 52, 50, 59, 58, 60]]
77: [[35, 2, 7, 1, 3, 4, 13], [21, 5, 6, 8, 9, 10, 15], [14, 12, 28, 11, 16, 18, 17, 19], [24, 29, 22, 20, 31, 23, 27, 25, 26, 30, 32, 36, 38, 39, 37, 47, 40, 34, 46, 33, 41, 42, 45, 44, 51, 43, 52, 48, 56, 49, 54, 50, 59, 53, 55, 58, 57, 60]]
78: [[35, 2, 7], [1, 3, 4], [13, 5, 21], [14, 12, 9], [15, 6, 8, 31], [25, 29, 26, 11, 20, 24, 17, 18, 19], [10, 16, 27, 22, 23, 28, 30, 32, 34, 45, 36, 47, 33, 37, 42], [46, 39, 41, 43, 48, 40, 56, 44, 57, 38, 53, 51, 49, 50, 52, 58, 54, 59, 55, 60]]
79: [[35, 2, 7, 1, 3, 4, 13, 21, 6, 5, 26], [12, 8, 15, 9, 11, 23, 18, 28, 27, 29, 10], [20, 14, 16, 17, 25, 30, 19, 31, 24, 22], [32, 42, 37, 47], [46, 33, 34], [38, 43, 58], [40, 41, 39, 44, 45, 48, 51, 49, 36, 50, 52], [53, 55, 54, 59, 57, 56, 60]]
80: [[35, 2, 7, 1, 3, 4, 13], [21, 5, 6, 8, 11, 10, 14], [9, 30, 28, 12, 15, 17, 23, 19], [18, 29, 22, 31, 16, 24, 20, 25, 26, 56, 32, 42, 39, 27, 40, 45, 33, 44, 47, 34, 37, 38, 36, 59, 41, 48, 51, 54, 43, 49, 50, 53, 55, 52, 58, 57, 46, 60]]
81: [[35, 2, 7], [1, 3, 4, 13, 5, 21, 6], [9, 12, 11], [14, 8, 10], [19, 28, 15, 17], [29, 16, 18, 26], [20, 23, 22, 30, 25, 27, 24, 54, 32], [39, 41, 31, 37, 45, 42], [38, 33, 36, 34, 44, 47, 46], [40, 50, 52, 43], [51, 57, 53], [56, 48, 49, 55, 59, 58, 60]]
82: [[35, 2, 7], [1, 3, 4, 13, 5, 21, 6, 8, 30, 15], [9, 10, 14, 23, 11, 12, 27, 29, 16, 19, 20], [18, 17, 22, 26, 25, 24], [28, 31, 32, 34, 33, 38], [37, 44], [42, 36, 46, 39, 41, 40, 43, 45, 47, 49, 55, 54, 53, 57, 48, 50, 51, 52, 56, 59, 58, 60]]
83: [[35, 2, 7, 1, 3, 4, 13], [5, 6, 10, 9, 12, 8, 16, 27, 14, 31, 15, 20, 11, 17, 19, 22, 18, 23, 21, 25, 26, 28, 24, 30, 29, 32, 50, 37, 33, 39, 43, 47, 34, 36, 38, 40, 44, 46, 42, 41, 58, 48, 52, 49, 45, 51, 56], [54, 53, 55, 57, 59, 60]]
84: [[35, 2, 7, 1, 3, 4, 13, 5, 9], [6, 24, 10, 11, 15, 12], [28, 14, 26, 16, 18, 8, 19], [21, 22, 17, 31, 20, 27, 23, 25, 29, 30, 32, 40, 37, 39, 45, 55], [33, 34, 36, 38, 41, 43, 44, 47, 46, 49, 50, 54], [53, 52, 42, 48, 51, 57, 60, 58, 56, 59]]
85: [[35, 2, 7], [1, 3, 4, 13, 5, 9, 6, 8, 14, 11, 15, 10, 12, 23, 31, 18, 17, 16, 21, 30, 22, 20], [26, 25, 19, 28, 24, 29, 27], [48, 33, 37], [38, 47, 41], [32, 42, 44, 43, 34, 36], [46, 45, 40, 49, 54, 39, 50, 51, 52, 53, 55, 60, 58, 57, 59, 56]]
86: [[35, 2, 7], [1, 3, 4, 13, 5, 11, 20, 8, 9, 6], [15, 31, 29, 10], [17, 14, 19, 18, 16, 22, 28, 25, 23, 24, 26, 27, 58, 12, 36, 38, 30, 37, 47, 34, 39, 41, 45, 32, 40, 49, 43, 42, 33, 57, 46, 44, 53, 48, 50, 51, 55, 60, 52, 54, 56, 59, 21]]
87: [[35, 2, 7, 1, 3, 4, 13], [5, 6, 26, 8, 9, 11, 10, 14, 30, 19, 17, 23, 15, 18, 20, 12, 22, 24, 25, 31, 27, 28, 32, 53, 37, 39, 33, 36, 46, 34, 38, 40, 41, 43, 45, 42, 44, 16, 21, 29], [47, 49, 48, 50, 52, 51, 56], [54, 58, 55, 57, 59, 60]]
88: [[35, 2, 7], [1, 3, 4, 13, 21], [10, 6, 30, 9], [11, 5, 12, 16, 15, 14, 25], [8, 24, 17], [22, 28, 19, 20], [31, 18, 23, 26], [27, 29, 32], [41, 55, 38, 36, 33], [34, 37, 45, 43, 40], [44, 42, 46], [47, 58, 51, 39, 53, 52, 49], [48, 54, 50, 56], [57, 59, 60]]
89: [[35, 2, 7, 1, 3, 4, 13], [21, 12, 5, 10, 24, 11, 9, 6, 28, 26, 8], [19, 25, 15], [17, 16, 14, 22, 20, 18, 23, 29, 31, 30, 27, 32, 53, 33, 39, 40, 41, 45, 38, 42, 34, 37, 46, 47, 43, 44, 36, 51, 49, 50, 52, 55, 48, 54, 59, 57, 56, 58, 60]]
90: [[35, 2, 7, 1], [3, 4, 13, 21, 15, 6, 25, 27, 9], [5, 14, 8, 10, 24, 11, 16], [19, 18, 20, 17, 22, 29], [23, 26, 30, 31], [28, 12, 33, 53, 37, 32, 36], [38, 47, 41, 42, 40, 34, 39], [45, 43], [44, 56, 54, 46, 52, 51], [49], [48, 50, 55, 57, 58, 59], [60]]
91: [[35, 2, 7, 1], [3, 4, 13, 21, 9, 5, 8, 6, 11, 15], [12, 30, 26, 10, 25, 27, 19], [17, 16, 14, 20, 23, 18, 22], [28, 24, 29, 31, 33, 32], [39], [42, 36, 34, 37, 41, 38], [40, 46, 47, 44, 43], [45, 56, 52, 49], [53, 51, 48, 50, 55, 54, 57], [59, 58, 60]]
92: [[35, 2, 7], [1, 3, 4, 13, 5, 10, 6], [8, 14, 9, 11], [17, 12, 23, 15, 22, 25, 31, 16, 18], [20, 30, 19, 21, 26, 28], [24, 54, 29, 32, 27, 37, 33, 34], [38, 42, 36, 43, 40, 39, 46, 47, 44, 41], [48, 49, 45, 51, 55, 52, 56, 50, 53, 58, 57, 59, 60]]
93: [[35, 2, 7], [1, 3, 4, 13, 5, 14], [6, 8, 12, 11], [15, 9, 18, 23, 28, 10, 27, 31, 16], [17, 29, 30, 19, 21, 20, 25, 26, 22, 36, 32], [24, 37, 39, 33, 45, 42, 38, 43, 40, 59], [46, 34, 41, 44], [48, 47, 50], [51, 58, 49, 56, 53, 52, 54], [55, 57, 60]]
94: [[35, 2, 7], [1, 3, 4], [13, 5, 10, 6], [8, 14, 15, 12, 9, 11, 23, 29, 18], [16, 31, 17, 19, 20, 21], [26, 22, 25, 27, 24, 28, 30, 32, 50, 33, 47], [39, 37, 40, 36, 38, 41, 43], [44, 45, 42], [46, 48, 49], [51, 34, 55, 57, 53, 54], [52, 56, 59, 58, 60]]
95: [[35, 2, 7], [1, 3, 4, 13, 21, 5, 6, 24], [14, 11, 8, 9], [12, 10, 27, 15, 17, 19, 16, 23], [18, 26, 20, 22, 30, 29, 25], [28, 31, 32], [33, 49, 38, 39, 44, 34, 36], [37, 40, 41, 42], [47, 43], [48, 56, 53, 50, 45], [46, 51, 57, 55, 52, 54, 59, 58, 60]]
96: [[35, 2], [7, 1, 3, 4, 13, 5, 8, 6], [14, 12, 11], [15, 9, 16, 27, 21, 10, 25], [31, 19, 17, 23, 22, 24, 20, 26, 30, 18, 28, 29, 33, 32, 34, 47, 36, 46, 42, 38, 43, 40, 41, 45, 37, 58, 39, 48, 59, 51, 44, 49, 50, 53, 56, 52, 55, 57, 54, 60]]
97: [[35, 2, 7], [1, 3, 4, 13, 21, 5, 6, 8, 12], [14, 31, 10, 9, 20, 25, 26], [18, 11, 22, 15, 28, 19], [23, 16, 17, 24, 29, 30, 41, 32, 48, 36], [47, 27, 33, 34], [38, 39, 37, 40, 42, 43, 44], [46, 49, 58, 54, 53, 45, 51], [60, 55, 50, 52, 56, 57, 59]]
98: [[35, 2, 7], [1, 3, 4], [13, 5, 9, 6], [8, 10, 15, 11, 14, 19, 25, 29, 24], [12, 22, 16, 17, 20, 18], [23, 21, 26, 28, 27, 30, 31, 33, 34, 38, 45], [37, 41, 42, 32, 44, 36, 39], [40, 43, 48], [47, 49, 50, 46, 52, 51, 55, 53, 54, 56, 57], [58, 59, 60]]
99: [[35, 2, 7], [1, 3, 4, 13, 5, 25, 6, 8, 12], [11, 15, 9, 14, 22, 30, 10, 16, 31, 18, 17, 26, 19, 20, 24, 21, 23], [27, 28, 29], [32, 34, 38, 47, 37, 45, 42, 39, 41, 33, 36, 40, 43, 44, 56, 48, 50, 46, 49, 57, 52, 51, 53, 55, 58, 59, 54, 60]]
100: [[35, 2, 7], [1, 3, 4, 13, 21, 5, 9, 26, 8, 11, 14], [10, 6, 15, 17, 19, 25, 12, 16], [22, 18, 30, 24, 29, 20, 28], [23, 27, 31], [32, 33, 37, 47, 40, 34, 36], [38, 43, 58, 44, 39, 41, 56, 42, 54, 45, 49], [46, 48, 51, 55, 50, 52, 53, 57, 59, 60]]
101: [[35, 2, 7], [1, 3, 4, 13], [21, 8, 5, 9, 6, 11, 15], [12, 10, 26, 14, 28, 27, 19, 17, 16, 23, 20], [22, 25, 18, 31, 24, 30, 29], [32, 39, 34, 47, 36, 33, 46, 40, 37, 41, 42, 45, 38, 43, 44, 56, 52, 50, 48, 51, 55, 49, 59, 53, 54, 58, 57, 60]]
102: [[35, 2, 7, 1, 3, 4, 13, 5, 21, 14, 8, 6, 11, 9, 12, 10, 30, 25, 15, 26, 27, 29, 17, 20, 22], [19, 18, 23, 24, 28, 31, 39, 33, 50, 42, 45, 47, 40, 36, 34, 43, 41, 32, 58, 38, 16, 44], [46, 55, 54, 37, 57, 49, 48, 51, 52, 59, 53, 56, 60]]
103: [[35, 2, 7, 1, 3, 4, 13, 5, 20, 6, 9, 11, 8, 15, 12, 10, 21, 14, 16], [18, 23, 22, 17, 24, 26, 30, 27, 19, 28, 29, 31, 25, 32, 48, 37, 33, 34, 44, 38, 47, 46], [36, 40, 41, 39, 45, 52, 43, 42, 53, 54, 51, 50, 57, 55, 49, 60, 56, 58, 59]]
104: [[35, 2, 7, 1, 3, 4, 13], [5, 8, 6, 28, 14, 11, 15, 9, 10, 24, 18, 27], [12, 17, 21, 16, 20], [19, 26, 23, 22, 29, 25, 30, 31, 32, 40, 53, 46, 37, 45, 42, 33, 44, 36, 41, 38, 43, 34, 39, 56, 47, 48, 52, 49, 50, 51, 54, 57, 59, 55, 58, 60]]
105: [[35, 2, 7], [1, 3, 4], [13, 5, 9], [6, 24, 12], [11, 14, 8, 10], [31, 15, 19, 18, 16, 21, 20, 17, 30], [22, 23, 27, 25, 26, 29, 28], [33, 49, 45, 51, 47, 32, 38, 40, 46, 43, 37, 39, 34, 41, 42, 44, 36, 54, 50, 53, 52, 57, 48, 58, 56, 59, 60, 55]]
106: [[35, 2, 7, 1, 3, 4, 13, 5, 11, 6, 8, 10, 14, 9, 12, 16, 23, 15, 20, 26, 19, 24, 22, 28, 17, 18, 29, 25, 27, 31, 30, 21, 32, 34, 33, 37, 39, 47, 42, 36], [43, 41, 44, 46, 38, 40, 45, 50, 49, 48, 51, 59, 53], [56, 54, 52, 58, 57, 55, 60]]
107: [[35], [2, 7, 1, 3, 4, 13, 21, 5, 6, 8, 10, 9, 15, 14, 11, 31, 12, 16, 18, 19, 17, 20, 22, 23, 24, 25, 26, 27, 28, 30, 29, 32, 39, 33, 34, 36, 46, 42, 43, 41, 40, 44, 37, 38, 45, 47, 57, 55, 49, 53, 51, 48, 50, 52, 54, 59, 58, 56, 60]]
108: [[35, 2, 7, 1, 3, 4, 13, 5, 21, 6, 8, 14, 11, 15, 9, 10, 30, 31, 25, 28, 22, 16, 12, 17, 18, 26, 19, 23, 27, 24, 29, 59, 20, 48], [33, 34, 38, 40, 42, 32, 36, 41, 43, 46, 39, 51, 44], [45, 37, 47, 50, 49, 52, 56, 53, 55, 54, 58, 60, 57]]
109: [[35, 2, 7], [1, 3], [4, 13, 5, 6, 14, 30, 9, 15], [8, 11, 12, 17, 28, 23, 16, 19, 22, 20, 18], [24, 21, 26, 25], [27, 10, 29, 58, 32], [36, 37, 46, 45, 31, 41, 39, 33, 42, 34, 44], [38, 40, 59, 43, 52, 47, 49], [50, 51, 53, 48, 54, 56, 55, 57, 60]]
110: [[35, 2, 7, 1, 3, 4, 13, 5, 12, 6], [8, 14, 11, 15], [9, 16, 17], [26, 10, 18, 30, 19, 21, 20, 23, 22, 28, 24], [25, 29, 37, 36, 32, 38, 33], [39, 47, 31, 43, 34, 40, 42, 41, 46, 45, 27, 44, 56, 59, 50, 49, 48, 53, 54, 51, 52, 55, 57, 60, 58]]
111: [[35, 2, 7], [1, 3, 4, 13, 5, 11, 6], [8, 14, 10], [15, 9, 30], [23, 12, 18], [27, 31, 16, 19, 28, 22, 29], [17, 25, 24, 20, 21, 36, 32, 34, 37, 39], [26, 45, 38, 33, 43, 41, 40, 46, 44, 42, 47, 56, 55, 50, 49, 48, 54, 60, 51, 52, 58, 57, 53, 59]]
112: [[35, 2, 7], [1, 3, 4], [13, 5, 21], [6, 24, 10], [15, 11], [9, 12, 30, 29], [27, 8, 22, 16, 19], [31, 14, 18, 17], [20, 23, 25, 26], [28, 32, 33, 48], [39, 46, 44, 42], [36, 45, 40, 34], [37, 38, 41, 43], [50, 51, 47, 52, 53, 49, 55], [54, 56, 59, 57, 58, 60]]
113: [[35, 2, 7, 1, 3, 4, 13], [21, 29, 6, 8], [10, 12, 5], [9, 14, 23, 11], [27, 28, 17], [15, 22, 16, 26, 18, 20, 25], [19, 30, 24, 31, 32, 38, 37, 36, 39, 34, 42, 40, 33, 43, 46, 41, 45, 47, 44, 48, 49, 50, 51, 53, 52, 57, 54, 55, 59, 56, 58, 60]]
114: [[35, 2, 7, 1, 3, 4, 13, 21], [5, 6, 8, 10, 9, 14, 11, 15, 20, 31, 12, 25, 23, 22, 17, 16, 18], [30, 19, 26], [27, 24, 36, 28, 41, 38, 52, 29, 32, 40, 34, 33], [44, 39, 37, 45, 42, 43, 58, 56, 51, 46, 50, 47, 48, 60, 53, 49], [54, 59, 57, 55]]
115: [[35, 2, 7], [1, 3, 4, 13], [21, 5, 6, 26, 10, 8, 11, 9], [15, 31, 16], [30, 23, 22, 20, 14], [12, 25, 18], [17, 19, 24, 28, 27], [29, 32, 41], [49, 39, 42, 38, 34, 46, 40, 36], [43, 44, 45, 37], [50, 47, 48, 51], [33, 52, 55], [53, 54, 59, 57, 58, 56, 60]]
116: [[35, 2, 7, 1, 3, 4, 13], [5, 11, 6, 8], [9, 15, 10], [12, 14, 23, 29, 16, 26, 17], [25, 20, 19, 18, 21, 22, 30, 24, 27, 31, 28, 32, 50, 37, 33, 39, 41, 42, 38, 43, 46, 40, 45, 34, 36, 47, 48, 44, 52, 51, 53, 49, 56, 54, 55, 59, 57, 58, 60]]
117: [[35, 2, 7], [1, 3, 4, 13, 21, 9], [6, 8, 14, 11], [12, 5, 15, 18, 23, 22, 17], [31, 19, 10], [20, 16, 27, 25, 26, 29, 24], [30, 28, 32, 50], [37, 39], [47, 41, 38], [36, 46, 44], [33, 43, 45, 34, 42, 48, 40, 49, 51, 53, 59, 55, 54, 52, 58, 56, 57, 60]]
118: [[35, 2, 7], [1, 3, 4, 13], [5, 25, 6], [24, 28, 11, 15], [9, 12, 22, 29, 10, 27, 17, 8, 14], [30, 16, 19, 20, 18, 21], [23, 26, 37, 32, 42, 49], [39, 31, 45, 33, 38, 47, 36, 41, 40, 43, 34], [44, 48, 53, 50], [55, 52, 46], [56, 51, 54, 58, 57, 59, 60]]
119: [[35, 2, 7], [1, 3, 4, 13, 5, 6, 10], [8, 15, 9], [12, 14, 19, 25, 11], [18, 20, 16, 17, 24, 29, 21, 23, 22, 26, 31], [30, 28, 27, 32, 41], [45, 34, 33, 40, 42, 46, 44], [43, 36, 38], [37, 39, 47], [51, 53, 58, 49, 48, 54, 52], [50, 55, 56, 59, 60, 57]]
120: [[35, 2, 7], [1, 3, 4, 13], [5, 6, 11, 12], [9, 15, 14, 19, 10, 28], [27, 23, 22, 20, 18], [16, 8, 17, 24], [21, 30, 25, 29, 26, 31, 32, 47], [41, 44, 39, 33, 43, 40, 36, 34], [37, 38, 42, 45, 46, 58, 48, 52], [51, 57, 50], [49, 53, 54, 55, 59, 60, 56]]
121: [[35, 2, 7, 1, 3, 4, 13, 21, 5], [6, 10, 9], [15, 8, 11, 14, 12], [17, 27, 22], [26, 16, 19, 20, 28, 23, 29, 18], [25, 24, 31], [30, 32, 50, 45, 46, 33, 37], [38, 40, 44, 43, 41, 47, 34, 36, 39, 48, 60, 54, 55, 42, 51, 53, 52, 56, 49, 57, 59, 58]]
