0: [[25, 35, 3, 4, 47, 1, 24, 2, 60, 7, 12], [8, 15, 16, 11, 9, 31, 14, 18, 10], [17, 22, 19, 23, 20, 26, 28, 27], [29, 36, 30, 5, 32, 34, 40, 38], [41, 37, 46, 13, 42, 33, 39, 45, 50, 43, 56, 44, 52, 51, 53, 54, 21, 6], [55, 48, 49, 57, 59, 58]]
74: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 24, 8, 10, 23, 26, 17, 19, 11, 18, 16, 15, 21, 22, 29, 28, 30], [31, 36, 25, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
75: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 8, 10, 11, 31, 15, 17, 19, 16, 18, 22, 29, 21, 28, 23, 30, 26], [24, 36, 25, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
76: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 11, 9, 15, 23, 19, 21, 18, 25, 22, 16, 31, 30, 24, 26, 17, 10], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
77: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 11, 6, 15, 8, 9, 31, 19, 18, 16, 24, 17, 23, 21, 22, 25, 30, 26], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
78: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 9, 6, 15, 8, 31, 11, 19, 17, 16, 25, 21, 23, 18, 22, 26, 24, 30], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
79: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 25, 10, 11, 9, 15, 23, 24, 18, 17, 19, 21, 22, 16, 26, 30, 31], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
80: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 10, 11, 15, 26, 22, 24, 18, 17, 16, 21, 19, 23, 25, 31, 30], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
81: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 10, 9, 11, 15, 8, 26, 16, 21, 24, 18, 17, 19, 31, 23, 22, 25, 30], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
82: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 11, 15, 16, 10, 18, 17, 19, 21, 23, 22, 25, 30, 26, 24, 31], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
83: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 10, 9, 8, 11, 15, 31, 17, 16, 18, 19, 21, 23, 22, 26, 30, 25, 24], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
84: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 10, 11, 30, 22, 16, 23, 31, 15, 19, 17, 18, 26, 24, 21, 25], [28, 36, 29, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
85: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 9, 6, 15, 11, 8, 16, 19, 17, 18, 23, 21, 22, 31, 25, 24, 26, 30], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
86: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 8, 9, 11, 15, 17, 18, 16, 19, 22, 25, 23, 24, 26, 30, 31, 10, 21, 6], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
87: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 11, 10, 15, 21, 18, 19, 16, 17, 31, 25, 30, 23, 24, 22, 26], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
88: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 15, 10, 23, 19, 11, 16, 25, 17, 22, 18, 21, 26, 24, 31, 30], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
89: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 8, 10, 11, 31, 15, 21, 19, 16, 17, 30, 25, 24, 18, 23, 22, 26], [29, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
90: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 10, 8, 9, 11, 15, 19, 16, 22, 18, 17, 29, 21, 23, 24, 25, 31, 28], [30, 36, 26, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
91: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 11, 8, 9, 15, 19, 18, 16, 17, 22, 24, 29, 23, 25, 28, 31, 10, 21, 6], [30, 36, 26, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
92: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 11, 15, 10, 9, 19, 18, 21, 16, 17, 23, 29, 22, 24, 25, 28, 30], [26, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
93: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 11, 10, 9, 15, 17, 16, 18, 21, 22, 19, 23, 25, 28, 24, 29, 30], [31, 36, 26, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
94: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 11, 6, 8, 9, 15, 16, 22, 17, 23, 19, 21, 18, 28, 25, 30, 29, 24], [31, 36, 26, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
95: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 9, 10, 15, 31, 11, 17, 18, 19, 16, 22, 23, 28, 25, 26, 21, 29], [30, 36, 24, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
96: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 11, 9, 10, 15, 31, 19, 16, 18, 17, 21, 28, 30, 24, 26, 29, 22], [23, 36, 25, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
97: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 24, 10, 8, 15, 11, 19, 26, 21, 16, 18, 17, 29, 22, 23, 28, 25], [31, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
98: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 11, 8, 16, 15, 10, 19, 26, 17, 22, 18, 23, 25, 21, 24, 28, 29], [30, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
99: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 8, 6, 9, 15, 23, 26, 11, 16, 17, 18, 21, 19, 22, 29, 24, 28, 25], [31, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
100: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 8, 6, 9, 11, 15, 19, 16, 18, 17, 22, 21, 26, 28, 24, 23, 29, 25], [30, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
101: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 8, 9, 6, 11, 26, 23, 19, 10, 15, 25, 21, 16, 29, 24, 17, 18, 22, 28], [30, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
102: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 24, 8, 15, 23, 25, 26, 17, 11, 9, 18, 16, 19, 28, 29, 22, 10, 21, 6], [31, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
103: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 8, 24, 6, 15, 17, 18, 9, 11, 19, 16, 10, 22, 29, 23, 25, 26, 21, 28], [30, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
104: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 15, 8, 22, 6, 10, 31, 25, 18, 17, 16, 11, 9, 29, 28, 26, 19, 21, 24], [23, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
105: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 8, 25, 11, 10, 15, 26, 19, 22, 17, 18, 9, 21, 16, 29, 30, 28, 24], [31, 36, 23, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
106: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 11, 9, 8, 10, 15, 18, 19, 17, 24, 16, 21, 26, 25, 22, 23, 31, 29], [28, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
107: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 24, 15, 25, 6, 26, 8, 9, 16, 11, 22, 17, 21, 31, 18, 29, 10, 19, 23], [28, 36, 30, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
108: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 10, 8, 11, 15, 6, 9, 23, 16, 18, 17, 19, 22, 21, 30, 24, 25, 29, 26], [28, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
109: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 8, 10, 6, 15, 9, 16, 26, 11, 17, 29, 23, 19, 18, 21, 30, 22, 24, 25], [31, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
110: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 26, 11, 6, 8, 9, 10, 29, 15, 17, 16, 18, 19, 22, 21, 23, 24, 25, 30], [28, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
111: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 8, 9, 6, 10, 25, 26, 23, 11, 19, 16, 22, 21, 15, 17, 29, 18, 24, 30], [28, 36, 31, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
112: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 9, 8, 15, 10, 23, 16, 11, 19, 24, 21, 17, 29, 22, 25, 30, 18, 26], [31, 36, 28, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
113: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 10, 8, 11, 9, 17, 15, 21, 16, 25, 18, 24, 26, 29, 22, 31, 19, 30], [28, 36, 23, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
114: [[27, 35, 7, 2, 33, 3, 20], [13, 5, 1, 12, 4, 14, 6, 25, 9, 15, 8, 23, 26, 19, 16, 18, 11, 29, 17, 31, 22, 10, 28, 30], [21, 36, 24, 32, 34, 45, 37, 38, 42, 39, 40, 43, 41, 44], [47, 46, 51, 48, 50, 49, 54, 53, 52, 55, 59, 56, 57, 58, 60]]
115: [[27, 35, 3, 5, 39, 7, 24, 12, 29, 1, 9], [4, 15, 2, 11, 8, 31, 10, 13, 14], [17, 16, 18, 23, 20, 19, 30, 25], [22, 58, 26, 28, 32, 6, 40, 38], [41, 37, 46, 34, 42, 33, 43, 45, 44, 47, 56, 50, 48, 51, 53, 54, 21, 36], [55, 49, 52, 57, 59, 60]]
116: [[25, 35, 3, 2, 47, 1, 24], [10, 13, 7, 12, 5, 14, 6, 11, 15, 8, 16, 18, 27, 17, 22, 19, 21, 20, 26, 29, 31, 28, 23, 30], [9, 36, 34, 40, 38, 45, 37, 46, 32, 33, 41, 39, 42, 58], [43, 44, 48, 52, 50, 53, 54, 60, 4, 55, 51, 49, 57, 59, 56]]
117: [[25, 35, 3, 2, 5, 6, 16], [7, 28, 1, 12, 4, 15, 20, 10, 11, 9, 14, 17, 8, 21, 18, 19, 22, 23, 27, 24, 26, 29, 31, 30], [13, 36, 59, 32, 38, 41, 37, 33, 34, 47, 39, 43, 45, 50], [40, 58, 55, 52, 51, 53, 54, 42, 44, 46, 57, 49, 48, 56, 60]]
118: [[25, 35, 7, 6, 47, 1, 16, 9, 44, 2, 12], [8, 14, 3, 11, 5, 26, 28, 22, 10], [13, 15, 17, 23, 18, 21, 24, 19], [27, 48, 31, 20, 36, 34, 32, 38], [41, 37, 29, 30, 33, 40, 39, 43, 52, 45, 42, 60, 46, 50, 53, 54, 49, 4], [55, 58, 51, 57, 56, 59]]
119: [[25, 35, 7, 2, 41, 1, 24, 3, 28, 6, 12], [8, 14, 26, 10, 5, 31, 15, 9, 27], [17, 18, 19, 11, 13, 16, 20, 21], [22, 4, 23, 29, 36, 30, 32, 34], [45, 37, 46, 47, 33, 40, 43, 38, 56, 39, 42, 44, 48, 50, 53, 54, 49, 52], [55, 51, 57, 59, 58, 60]]
120: [[27, 35, 7, 6, 41, 1, 16], [10, 60, 3, 12, 4, 15, 2, 11, 8, 5, 13, 18, 9, 30, 14, 17, 23, 21, 24, 22, 19, 31, 25, 26], [28, 32, 42, 29, 34, 45, 37, 46, 33, 39, 40, 36, 38, 54], [43, 44, 47, 52, 50, 53, 48, 49, 20, 55, 59, 56, 57, 58, 51]]
121: [[27, 35, 7, 4, 37, 1, 28, 12, 21, 2, 3], [5, 15, 10, 11, 6, 8, 9, 13, 26], [16, 30, 17, 14, 23, 18, 19, 25], [31, 36, 20, 29, 32, 24, 40, 38], [41, 33, 34, 42, 43, 44, 39, 45, 50, 47, 46, 48, 52, 51, 49, 54, 53, 22], [55, 57, 56, 58, 59, 60]]
