0: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
74: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
75: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
76: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
77: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
78: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
79: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
80: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
81: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
82: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
83: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
84: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
85: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
86: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
87: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
88: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
89: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
90: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
91: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
92: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
93: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
94: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
95: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
96: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
97: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
98: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
99: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
100: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
101: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
102: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
103: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
104: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
105: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
106: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
107: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
108: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
109: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
110: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
111: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
112: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
113: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
114: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
115: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
116: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
117: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
118: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
119: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
120: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
121: [[40, 43, 54, 22], [36, 58, 50], [3, 16, 29, 30, 44, 12], [48], [4, 42, 7], [27, 39, 20, 52, 11, 19, 26, 31, 51], [15, 37, 8, 1, 13, 6, 10, 21], [55], [25, 28, 33], [5, 14, 9, 23, 18], [17, 32, 34], [35, 38, 41, 46, 2], [45, 24], [49, 53, 57, 60], [59, 56, 47]]
