0: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42], [32, 35, 46], [60, 41], [36, 43], [61, 45, 48], [44, 50, 51], [55, 52, 59], [49, 57], [53, 63], [58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68, 72], [73, 74, 78, 75, 77], [79, 82], [83], [84, 81, 80, 87], [85, 86, 88]]
51: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18], [29, 13, 23], [16, 28, 20], [25, 27, 56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42, 32], [35, 46], [60], [41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
52: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22], [24, 8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27], [56, 47, 31], [54, 26], [30, 33, 34], [40, 39], [38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44], [50, 51], [55, 52], [59, 49], [57, 53, 63], [58, 62, 64, 69, 67, 71, 70, 76, 65, 66], [68, 72], [73, 74, 78, 75, 77, 79, 82, 83], [84, 81, 80, 87, 85, 86, 88]]
53: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8, 11], [17, 21, 18], [29, 13], [23, 16, 28], [20, 25, 27], [56, 47], [31, 54], [26, 30, 33], [34, 40, 39], [38, 42], [32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
54: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8, 11], [17, 21, 18], [29, 13], [23, 16, 28], [20, 25, 27], [56, 47], [31, 54], [26, 30], [33, 34, 40, 39], [38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76, 65], [66, 68, 72, 73], [74, 78], [75, 77], [79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
55: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39], [38, 42, 32], [35, 46, 60], [41, 36, 43, 61], [45, 48], [44], [50, 51], [55, 52, 59], [49, 57, 53], [63, 58], [62, 64, 69], [67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
56: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50], [51, 55], [52, 59, 49, 57, 53, 63, 58], [62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
57: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8, 11], [17, 21, 18, 29], [13, 23, 16], [28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36, 43, 61], [45, 48, 44, 50], [51, 55, 52], [59, 49, 57], [53, 63], [58, 62, 64], [69, 67, 71], [70, 76], [65, 66], [68, 72, 73, 74], [78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
58: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18], [29, 13], [23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26, 30], [33, 34, 40, 39, 38], [42, 32, 35], [46, 60, 41, 36, 43, 61, 45], [48, 44, 50, 51, 55, 52, 59, 49, 57], [53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
59: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36], [43, 61], [45, 48, 44], [50, 51, 55], [52, 59], [49, 57, 53], [63, 58, 62], [64, 69], [67, 71], [70, 76, 65], [66, 68], [72, 73, 74], [78, 75, 77], [79, 82, 83, 84, 81, 80, 87, 85], [86, 88]]
60: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36, 43, 61], [45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65], [66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
61: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56], [47, 31, 54], [26, 30, 33, 34], [40, 39, 38], [42, 32], [35, 46], [60, 41, 36], [43, 61], [45, 48], [44, 50], [51, 55, 52], [59, 49, 57], [53, 63], [58, 62, 64], [69, 67, 71], [70, 76], [65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
62: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23], [16, 28, 20], [25, 27], [56, 47, 31], [54, 26, 30], [33, 34], [40, 39], [38, 42, 32], [35, 46, 60], [41, 36, 43], [61, 45, 48], [44, 50, 51], [55, 52], [59, 49], [57, 53, 63, 58], [62, 64], [69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82], [83, 84, 81, 80, 87, 85, 86, 88]]
63: [[7, 4], [37, 5], [19, 3], [10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16, 28], [20, 25, 27], [56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42], [32, 35, 46], [60, 41, 36], [43, 61], [45, 48, 44], [50, 51], [55, 52], [59, 49, 57], [53, 63, 58], [62, 64], [69, 67, 71], [70, 76], [65, 66], [68, 72], [73, 74], [78, 75, 77], [79, 82], [83, 84, 81], [80, 87, 85], [86, 88]]
64: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29, 13], [23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30], [33, 34, 40], [39, 38], [42, 32, 35], [46, 60, 41], [36, 43], [61, 45, 48], [44, 50, 51], [55, 52], [59, 49, 57], [53, 63, 58], [62, 64], [69, 67, 71], [70, 76], [65, 66], [68, 72], [73, 74], [78, 75, 77], [79, 82], [83, 84, 81], [80, 87, 85], [86, 88]]
65: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24, 8], [11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46], [60, 41, 36], [43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53], [63, 58, 62], [64, 69], [67, 71], [70, 76], [65, 66, 68], [72, 73, 74], [78, 75, 77], [79, 82, 83], [84, 81, 80], [87, 85, 86, 88]]
66: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21], [18, 29], [13, 23], [16, 28, 20], [25, 27, 56], [47, 31], [54, 26], [30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36], [43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
67: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29, 13], [23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30], [33, 34], [40, 39, 38], [42, 32], [35, 46, 60], [41, 36, 43], [61, 45, 48], [44, 50, 51], [55, 52], [59, 49, 57], [53, 63, 58], [62, 64, 69], [67, 71, 70], [76, 65, 66, 68], [72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
68: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21], [18, 29], [13, 23], [16, 28, 20], [25, 27, 56], [47, 31], [54, 26], [30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36], [43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
69: [[7, 4, 37], [5, 19], [3, 10], [9, 2], [1, 6, 14], [15, 12], [22, 24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36], [43, 61], [45, 48, 44], [50, 51, 55, 52], [59, 49, 57], [53, 63, 58, 62], [64, 69], [67, 71, 70], [76, 65, 66, 68, 72, 73], [74, 78, 75, 77, 79, 82], [83, 84, 81, 80, 87, 85, 86, 88]]
70: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24], [8, 11, 17], [21, 18], [29, 13, 23], [16, 28], [20, 25], [27, 56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36], [43, 61, 45], [48, 44, 50], [51, 55, 52], [59, 49, 57], [53, 63, 58, 62], [64, 69], [67, 71, 70, 76], [65, 66], [68, 72, 73], [74, 78, 75], [77, 79, 82], [83, 84], [81, 80, 87], [85, 86, 88]]
71: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42], [32, 35], [46, 60, 41], [36, 43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76], [65, 66, 68], [72, 73, 74], [78, 75], [77, 79, 82], [83, 84], [81, 80, 87], [85, 86, 88]]
72: [[7, 4, 37], [5, 19, 3], [10, 9, 2], [1, 6, 14], [15, 12], [22, 24, 8], [11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33], [34, 40], [39, 38, 42], [32, 35], [46, 60], [41, 36], [43, 61, 45], [48, 44], [50, 51, 55], [52, 59], [49, 57, 53], [63, 58, 62], [64, 69, 67], [71, 70], [76, 65], [66, 68, 72], [73, 74, 78], [75, 77], [79, 82], [83, 84], [81, 80, 87, 85], [86, 88]]
73: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34], [40, 39], [38, 42], [32, 35, 46], [60, 41, 36], [43, 61], [45, 48], [44, 50], [51, 55, 52], [59, 49, 57], [53, 63, 58], [62, 64], [69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
74: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56], [47, 31], [54, 26, 30, 33], [34, 40], [39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51], [55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
75: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11], [17, 21], [18, 29], [13, 23, 16], [28, 20], [25, 27, 56], [47, 31, 54], [26, 30], [33, 34, 40], [39, 38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64, 69], [67, 71, 70], [76, 65, 66], [68, 72, 73], [74, 78, 75], [77, 79, 82, 83], [84, 81, 80, 87], [85, 86, 88]]
76: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17], [21, 18], [29, 13, 23], [16, 28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36], [43, 61, 45], [48, 44, 50], [51, 55, 52], [59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76, 65], [66, 68, 72], [73, 74, 78], [75, 77, 79], [82, 83, 84], [81, 80, 87], [85, 86, 88]]
77: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22], [24, 8, 11], [17, 21], [18, 29, 13], [23, 16, 28], [20, 25, 27], [56, 47, 31], [54, 26, 30], [33, 34, 40], [39, 38, 42], [32], [35, 46, 60], [41, 36, 43], [61, 45, 48], [44, 50, 51], [55, 52, 59], [49, 57, 53], [63, 58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84], [81, 80, 87, 85], [86, 88]]
78: [[7, 4, 37], [5, 19], [3, 10], [9, 2, 1], [6, 14], [15, 12, 22], [24, 8, 11], [17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35], [46, 60, 41], [36, 43, 61], [45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58], [62, 64], [69, 67, 71, 70, 76, 65, 66], [68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
79: [[7, 4], [37, 5, 19], [3, 10], [9, 2], [1, 6], [14, 15, 12], [22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42], [32, 35, 46], [60, 41, 36], [43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76, 65], [66, 68, 72], [73, 74], [78, 75], [77, 79, 82], [83, 84], [81, 80, 87], [85, 86, 88]]
80: [[7, 4, 37], [5, 19], [3, 10], [9, 2], [1, 6, 14], [15, 12], [22, 24, 8], [11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33], [34, 40], [39, 38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76, 65], [66, 68, 72], [73, 74, 78], [75, 77], [79, 82], [83, 84], [81, 80], [87, 85, 86, 88]]
81: [[7, 4, 37], [5, 19], [3, 10], [9, 2, 1], [6, 14], [15, 12, 22], [24, 8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36, 43], [61, 45, 48], [44, 50, 51], [55, 52, 59], [49, 57, 53], [63, 58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68], [72, 73, 74], [78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
82: [[7, 4], [37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46], [60, 41], [36, 43, 61], [45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76], [65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
83: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23], [16, 28], [20, 25, 27], [56, 47, 31], [54, 26, 30], [33, 34, 40], [39, 38, 42], [32, 35], [46, 60], [41], [36, 43], [61, 45, 48], [44, 50], [51, 55, 52], [59, 49, 57], [53, 63], [58, 62, 64], [69, 67], [71, 70, 76], [65, 66], [68, 72], [73, 74, 78], [75, 77, 79], [82, 83, 84], [81, 80, 87], [85, 86, 88]]
84: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56], [47, 31, 54], [26, 30], [33, 34, 40], [39, 38, 42], [32, 35], [46, 60], [41, 36], [43, 61, 45], [48, 44, 50], [51, 55], [52, 59, 49], [57, 53], [63, 58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68], [72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
85: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20], [25, 27], [56, 47], [31, 54], [26, 30, 33], [34, 40], [39, 38, 42], [32, 35, 46, 60], [41, 36, 43], [61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
86: [[7, 4], [37, 5], [19, 3, 10], [9, 2], [1, 6], [14, 15, 12], [22, 24, 8], [11, 17], [21, 18], [29, 13, 23], [16, 28, 20], [25, 27], [56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42, 32], [35, 46], [60, 41], [36, 43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76], [65, 66, 68], [72, 73], [74, 78, 75, 77], [79, 82, 83], [84, 81, 80], [87], [85, 86, 88]]
87: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23], [16, 28], [20, 25, 27], [56, 47, 31], [54, 26, 30], [33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44], [50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70], [76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
88: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1], [6, 14], [15, 12], [22, 24, 8], [11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39], [38, 42], [32, 35, 46], [60, 41], [36, 43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53], [63, 58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68], [72, 73, 74], [78, 75, 77, 79], [82, 83, 84], [81, 80, 87], [85, 86, 88]]
89: [[7, 4], [37, 5], [19, 3, 10], [9, 2, 1], [6, 14], [15, 12, 22], [24, 8], [11, 17], [21, 18], [29, 13, 23], [16, 28, 20], [25, 27], [56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42, 32], [35, 46], [60, 41], [36, 43], [61, 45, 48], [44, 50, 51], [55, 52, 59], [49, 57, 53], [63, 58, 62], [64, 69, 67], [71, 70], [76, 65, 66], [68, 72], [73, 74, 78], [75, 77, 79], [82, 83, 84], [81, 80], [87], [85, 86, 88]]
90: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27], [56, 47, 31, 54, 26, 30, 33, 34, 40, 39, 38, 42], [32, 35, 46, 60, 41, 36, 43], [61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
91: [[7, 4], [37, 5, 19], [3, 10, 9, 2], [1, 6, 14], [15, 12], [22, 24], [8, 11], [17, 21, 18], [29, 13], [23, 16, 28], [20, 25, 27], [56, 47, 31], [54, 26], [30, 33], [34, 40, 39], [38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55, 52], [59, 49, 57], [53], [63, 58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68], [72, 73, 74], [78, 75, 77], [79, 82, 83], [84, 81, 80], [87, 85, 86, 88]]
92: [[7, 4, 37], [5, 19, 3], [10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20], [25, 27], [56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35], [46, 60], [41, 36, 43], [61, 45, 48], [44, 50, 51], [55, 52], [59, 49, 57], [53, 63, 58], [62, 64, 69], [67, 71, 70], [76, 65], [66, 68], [72, 73], [74, 78, 75], [77, 79, 82], [83, 84], [81, 80, 87], [85, 86, 88]]
93: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1], [6, 14], [15, 12], [22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55, 52], [59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76], [65, 66, 68], [72, 73], [74, 78, 75], [77, 79], [82, 83, 84], [81, 80, 87], [85, 86, 88]]
94: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46], [60, 41, 36], [43, 61], [45, 48, 44], [50, 51, 55], [52, 59], [49, 57, 53], [63, 58, 62], [64, 69, 67], [71, 70, 76], [65, 66], [68, 72], [73, 74, 78], [75, 77, 79], [82, 83, 84], [81, 80], [87, 85, 86, 88]]
95: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24, 8], [11, 17, 21], [18], [29, 13], [23, 16, 28], [20, 25, 27], [56, 47, 31], [54, 26], [30], [33, 34, 40, 39, 38], [42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51], [55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71], [70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
96: [[7, 4, 37], [5, 19, 3], [10, 9, 2], [1, 6, 14], [15, 12], [22, 24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32], [35, 46, 60], [41, 36, 43], [61, 45, 48], [44, 50, 51], [55, 52, 59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76, 65], [66, 68], [72, 73], [74, 78], [75, 77, 79], [82, 83, 84], [81, 80, 87], [85, 86, 88]]
97: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18], [29, 13], [23, 16, 28], [20, 25, 27], [56, 47, 31], [54, 26, 30], [33, 34], [40, 39], [38, 42, 32], [35, 46, 60], [41, 36], [43, 61, 45], [48, 44], [50, 51], [55, 52, 59], [49, 57], [53, 63, 58, 62, 64], [69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80], [87, 85, 86, 88]]
98: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39, 38, 42, 32, 35], [46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53], [63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84], [81, 80, 87, 85, 86, 88]]
99: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24, 8], [11, 17, 21], [18], [29, 13], [23, 16, 28], [20, 25, 27], [56, 47, 31], [54, 26, 30], [33, 34, 40], [39, 38, 42], [32, 35], [46, 60, 41, 36], [43, 61, 45], [48, 44], [50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72], [73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
100: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24], [8, 11, 17], [21, 18, 29], [13, 23], [16, 28], [20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40], [39, 38], [42, 32, 35], [46, 60, 41], [36, 43, 61], [45, 48, 44], [50, 51], [55, 52, 59], [49, 57, 53], [63, 58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68], [72, 73], [74, 78, 75], [77, 79], [82, 83], [84, 81], [80, 87, 85], [86, 88]]
101: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8, 11], [17, 21], [18, 29, 13], [23, 16], [28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40], [39, 38], [42, 32], [35, 46, 60], [41, 36, 43], [61, 45, 48, 44], [50, 51, 55, 52, 59], [49, 57], [53], [63, 58, 62, 64], [69, 67, 71], [70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
