0: [[8], [33, 17], [1, 32, 39, 19, 37, 13, 6, 21], [16, 15, 40, 10, 18], [27, 7, 9], [3, 30], [58, 4], [5, 11, 36, 50], [55, 20, 23, 26, 14, 24, 22, 25, 12], [28], [31, 29, 34, 45, 54], [35, 43, 42, 2], [47, 44, 38, 41], [46, 59], [51, 48], [49, 57], [52, 56], [53, 60]]
74: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
75: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
76: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
77: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
78: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
79: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
80: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
81: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
82: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
83: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
84: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
85: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
86: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
87: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
88: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
89: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
90: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
91: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
92: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
93: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
94: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
95: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
96: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
97: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
98: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
99: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
100: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
101: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
102: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
103: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
104: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
105: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
106: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
107: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
108: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
109: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
110: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
111: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
112: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
113: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
114: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
115: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
116: [[1, 35, 21, 6, 2, 39, 3, 5, 14, 4, 11, 8, 27, 7, 9, 13, 30, 26, 25, 17], [10, 12, 18, 15, 16, 19, 22, 20, 23, 28, 24, 29, 37, 40, 32, 33, 38, 42, 31, 44], [36, 50, 41, 43, 34, 47, 45, 46, 51, 48, 53, 49, 54, 52, 55, 56, 59, 57, 58, 60]]
117: [[1, 35, 21, 5, 2, 39, 3, 4, 14, 6, 13, 16, 11, 7, 10, 15, 27, 18, 9, 17], [19, 44, 20, 24, 8, 25, 50, 53, 23, 22, 26, 12, 28, 29, 30, 41, 54, 32, 31, 34], [45, 33, 43, 36, 37, 40, 47, 42, 38, 48, 46, 57, 51, 49, 55, 58, 59, 56, 52, 60]]
118: [[3, 35, 17, 6, 2, 39, 19, 37, 14, 4, 9, 5, 15, 7, 11, 10, 26, 27, 25, 1], [12, 46, 18, 23, 16, 21, 50, 20, 22, 29, 24, 28, 13, 30, 31, 8, 32, 33, 36, 34], [45, 54, 38, 43, 41, 47, 42, 44, 53, 40, 55, 49, 56, 48, 58, 57, 52, 59, 51, 60]]
119: [[8, 33, 17, 2, 1, 39, 3, 5, 15, 4, 9, 24, 31, 6, 10, 11, 30, 27, 25, 13], [26, 14, 18, 19, 21, 16, 54, 53, 23, 22, 28, 12, 20, 29, 41, 36, 32, 35, 37, 44], [38, 40, 42, 43, 34, 7, 45, 46, 48, 49, 47, 59, 55, 52, 51, 57, 50, 56, 58, 60]]
120: [[9, 33], [17, 2, 34], [39, 19, 37, 13, 4], [1, 8, 31, 3, 5, 6, 30, 15], [25, 7], [26], [11, 14], [18, 21, 16, 22], [23, 20, 29, 24, 27, 45, 44, 49, 28], [12], [10, 32, 35, 36, 54], [38, 43, 42, 40], [47, 46, 51, 41], [48, 50], [52, 53], [55, 56], [60, 57], [59, 58]]
121: [[1, 35], [21, 5, 32], [39, 19, 37, 12, 6], [23, 3, 11, 14, 9, 20, 27, 7], [8, 17], [10], [56, 4], [13, 2, 15, 18], [22, 24, 25, 26, 31, 41, 28, 16, 30], [52], [33, 29, 34, 36, 50], [38, 43, 42, 40], [47, 44, 45, 46], [48, 49], [51, 54], [53, 55], [58, 57], [59, 60]]
