0: [[43], [35, 22, 46, 2, 6], [36, 50], [9], [23, 52, 4, 24, 45, 12], [27, 11], [33, 59, 34], [49, 37, 25, 54, 29], [5], [57, 20, 56, 19, 26, 31, 47], [14, 13, 21], [15, 16, 10, 18], [1, 28], [38, 44], [32, 17], [39, 40], [41, 8], [7, 42], [48], [3, 58, 30, 51], [53], [55], [60]]
74: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 9, 8], [31, 10, 13, 21, 16, 15, 17, 22, 23, 18, 24, 25, 26, 28], [29, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
75: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 8, 9], [10, 15, 25, 13, 16, 31, 23, 21, 17, 18, 24, 22, 26, 28], [29, 32, 34, 38, 45, 37, 36, 39, 40, 43, 41, 42, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
76: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12], [10, 8, 13, 6, 15, 26, 18, 9, 25, 16, 21, 17, 22, 29], [24, 23, 28, 31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
77: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12], [10, 8, 13, 6, 15, 26, 18, 9, 25, 16, 21, 17, 22, 29], [24, 23, 28, 31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
78: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12], [8, 13, 9, 6, 25, 10, 16, 15, 18, 23, 17, 22, 21, 26, 24, 31, 29], [28, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
79: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 9, 8], [13, 6, 10, 15, 23, 21, 18, 22, 17, 16, 25, 26, 28, 24, 29], [31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
80: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 8, 9], [26, 13, 10, 17, 22, 18, 23, 15, 21, 16, 28, 31, 29, 24], [25, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
81: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30], [12, 6, 8, 26, 10, 9, 15, 25, 13, 24, 31, 23, 16, 17], [22, 29, 18, 28, 21, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
82: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 9, 8], [10, 13, 15, 31, 16, 17, 24, 22, 21, 18, 28, 29, 23, 25], [26, 32, 34, 38, 45, 37, 36, 39, 40, 43, 41, 42, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
83: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30], [12, 6, 8, 9, 10, 29, 13, 15, 24, 25, 22, 16, 18, 23], [17, 31, 21, 26, 28, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
84: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 8, 6], [13, 15, 9, 24, 16, 18, 17, 23, 26, 22, 25, 28, 29, 10, 21], [31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
85: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 9, 8], [24, 13, 15, 10, 16, 17, 22, 23, 29, 18, 21, 25, 28, 26], [31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
86: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 8, 9], [10, 13, 28, 17, 21, 15, 29, 23, 18, 22, 25, 26, 16, 24], [31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
87: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 8, 9, 6], [15, 13, 17, 25, 16, 29, 28, 18, 22, 23, 26, 24, 10, 21], [31, 32, 34, 38, 45, 37, 36, 39, 40, 43, 41, 42, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
88: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 9, 8], [10, 25, 15, 13, 22, 28, 17, 21, 18, 26, 23, 24, 16, 29], [31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
89: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 8, 9], [10, 13, 15, 25, 17, 18, 16, 21, 22, 23, 28, 24, 29, 26], [31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
90: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30], [12, 6, 9, 8, 15, 25, 17, 24, 13, 22, 10, 16, 18, 28], [21, 23, 29, 26, 31, 32, 34, 38, 45, 37, 36, 39, 40, 43, 41, 42, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
91: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 15, 8, 9], [13, 17, 21, 16, 23, 18, 24, 10, 22, 6, 25, 26, 29, 28], [31, 32, 34, 38, 45, 37, 36, 39, 40, 43, 41, 42, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
92: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 10, 9, 8], [6, 15, 13, 21, 18, 22, 16, 17, 23, 24, 28, 25, 31, 26], [29, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
93: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 8], [24, 13, 9, 25, 15, 21, 18, 10, 23, 16, 17, 22, 26, 29], [28, 31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
94: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 9, 8], [10, 13, 15, 21, 16, 24, 18, 17, 22, 23, 25, 31, 29, 26], [28, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
95: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 8, 9], [10, 25, 15, 23, 17, 21, 16, 13, 22, 18, 26, 31, 24, 29], [28, 32, 34, 38, 45, 37, 36, 39, 40, 43, 41, 42, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
96: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 8, 9], [10, 31, 13, 25, 15, 16, 17, 29, 21, 22, 18, 23, 24, 26], [28, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
97: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30], [12, 6, 9, 8, 15, 16, 17, 25, 26, 22, 13, 10, 18, 23], [24, 31, 21, 28, 29, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
98: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 9, 13], [10, 15, 17, 8, 18, 16, 21, 23, 24, 22, 28, 26, 25, 29], [31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
99: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 13, 9], [8, 25, 29, 17, 10, 26, 16, 22, 15, 28, 18, 21, 23, 24], [31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
100: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 8, 13], [9, 15, 26, 22, 10, 25, 21, 17, 16, 18, 29, 23, 28, 24], [31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
101: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 9, 10], [13, 8, 23, 16, 18, 15, 17, 21, 22, 24, 25, 26, 28, 29], [31, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
102: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 9, 10], [8, 21, 17, 16, 18, 13, 23, 15, 22, 26, 25, 24, 28, 29], [31, 32, 34, 38, 45, 37, 36, 39, 40, 43, 41, 42, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
103: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30], [12, 6, 9, 25, 10, 13, 29, 8, 18, 22, 15, 17, 16, 24], [21, 23, 28, 31, 26, 32, 34, 38, 45, 37, 36, 39, 40, 43, 41, 42, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
104: [[35, 33, 20, 2, 7, 14, 1, 11, 19, 27, 4, 3, 5, 30, 12, 6, 8, 13], [10, 15, 9, 16, 18, 17, 24, 21, 22, 23, 29, 31, 26, 25], [28, 32, 34, 38, 45, 37, 36, 39, 42, 43, 41, 40, 44, 46], [47, 51, 53, 49, 52, 50, 48, 54, 55, 57, 56, 58, 59, 60]]
105: [[35, 1, 20, 42, 2, 14, 33, 3, 11, 19, 4, 5, 46], [12, 9, 13, 59, 15, 49, 45, 17, 38, 29, 7, 18, 10, 21, 6], [22, 23, 24, 30, 25, 40, 37, 26, 47, 16, 27, 31, 8, 32, 34, 36, 39, 41], [44, 43, 50, 57, 51, 52, 48, 53, 54, 28, 55, 56, 58, 60]]
106: [[43, 33, 22, 2, 3, 14, 32, 11, 1, 31, 20, 5, 29, 8], [12, 9, 13, 40, 42, 27, 17, 15, 16, 18, 25, 28, 10, 21, 6], [24, 26, 30, 34, 35, 36, 23, 45, 4, 38, 19, 41, 46, 37, 44, 47, 52], [39, 59, 53, 54, 7, 50, 48, 55, 56, 57, 49, 58, 51, 60]]
107: [[35, 33, 20, 42, 6, 5, 36, 3, 27, 23, 4, 2, 1, 30], [12, 19, 8, 9, 7, 10, 50, 37, 24, 52, 29, 11, 25, 17], [60, 13, 26, 31, 14, 15, 16, 18, 45, 49, 21, 34, 40, 22, 38, 44, 39, 43], [47, 46, 41, 32, 53, 58, 48, 54, 59, 28, 51, 56, 55, 57]]
108: [[35, 2], [33], [20, 38, 7], [1], [34, 25], [31, 52], [5, 18], [26, 9], [40], [14, 17, 13, 21], [50, 3, 11], [57, 19, 60, 16, 22, 23, 24], [8], [27, 30, 15, 36, 44, 6, 10], [37, 28, 12, 29], [32, 39], [41, 42, 47, 43, 53, 49], [4], [58, 48], [51, 59, 45, 46, 54], [55], [56]]
109: [[35, 33, 22, 10, 2, 14, 5, 51, 11, 23, 52, 3, 25, 12], [7, 8, 9, 1, 59, 34, 13, 21, 17, 16, 31, 4, 53, 24], [56, 27, 28, 26, 15, 19, 38, 36, 45, 37, 20, 18, 29, 60, 30, 44, 40, 32], [39, 41, 42, 43, 6, 50, 48, 46, 58, 57, 47, 49, 55, 54]]
110: [[43, 33, 22, 10, 6, 14, 2, 35, 1, 19, 36, 3, 8, 29], [12, 15, 11, 40, 26, 16, 21, 17, 9, 4, 30, 5, 7, 13], [24, 18, 25, 27, 31, 34, 28, 23, 45, 20, 32, 55, 38, 60, 41, 42, 44, 46], [39, 48, 53, 47, 37, 49, 50, 51, 52, 59, 57, 54, 56, 58]]
111: [[43, 35, 22, 10, 2, 14, 36, 27, 3, 19, 4, 1, 24, 46], [12, 7, 11, 5, 59, 33, 49, 39, 13, 20, 21, 15, 25, 16], [17, 18, 26, 31, 47, 38, 9, 23, 45, 53, 28, 29, 30, 32, 37, 40, 42, 44], [50, 58, 41, 8, 55, 34, 48, 6, 54, 56, 51, 52, 57, 60]]
112: [[35, 1, 20, 34, 6, 2, 10, 19, 17, 27, 11, 3, 8, 12, 13, 7, 9, 41], [26, 24, 14, 15, 25, 23, 16, 5, 56, 21, 54, 18, 22, 31], [28, 29, 30, 4, 47, 49, 40, 50, 32, 33, 36, 37, 38, 59], [39, 42, 45, 48, 52, 43, 44, 46, 55, 60, 58, 51, 53, 57]]
113: [[35, 33, 20, 6, 5, 7, 4, 10, 25, 23, 52, 3, 13, 14], [12, 16, 9, 1, 26, 2, 17, 39, 29, 18, 19, 21, 24, 22], [28, 30, 27, 31, 11, 40, 32, 34, 15, 36, 37, 54, 8, 60, 42, 46, 38, 43], [47, 49, 44, 41, 45, 50, 48, 51, 55, 58, 53, 56, 57, 59]]
114: [[35, 33, 22, 38, 6, 14, 4, 3, 27, 19, 36, 1, 9, 5], [12, 30, 7, 8, 31, 50, 25, 45, 10, 21, 20, 13, 16, 17, 24, 18, 26, 29], [15, 42, 11, 23, 32, 43, 46, 2, 49, 44, 41, 40, 52, 37], [47, 48, 53, 55, 39, 34, 56, 54, 57, 28, 51, 58, 59, 60]]
115: [[43], [35, 22], [42, 3, 14, 33, 26], [1], [27, 4, 2, 25, 7, 12], [30, 10], [45, 8, 47], [9, 21, 17, 13, 29], [15], [49, 18, 60, 19, 24, 20, 23], [6, 28, 36], [31, 32, 34, 38], [41, 11], [37, 40], [44, 46], [39, 50], [51, 16], [5, 52], [48], [53, 58, 54, 55], [56], [57], [59]]
116: [[35], [1, 20], [46, 6], [3, 5], [50, 25], [19, 36], [2, 4], [7, 12, 10, 9], [48, 27, 11], [37, 16, 26, 21, 13, 22, 18], [28], [55, 17, 30, 23, 47], [14, 41, 24], [15, 49], [8, 38, 43, 60, 42, 40], [44], [29, 31], [32, 33, 34, 52, 39], [45], [53, 51, 54, 58], [56], [57], [59]]
117: [[43, 33], [22, 6, 7, 1], [4, 58, 17], [31, 52, 2, 24, 29, 12, 3], [10], [9, 8, 46, 28, 5], [11, 14, 16], [21, 57], [18, 19, 27, 26, 20, 15], [23], [25, 39], [13, 37, 32, 38, 35], [30], [44, 34], [36, 49], [40, 48], [41, 42], [45, 50], [47], [51, 59, 53, 54], [56], [55], [60]]
118: [[43, 35, 20, 10], [3], [6, 37], [58, 1], [31, 2], [5, 8], [13, 12], [9, 11], [40, 41, 7, 34], [21, 16, 14], [17, 18, 49, 22, 23, 19, 24], [30], [25, 4, 36, 39, 15], [33, 28, 55], [29, 27], [38, 44, 32, 26, 42, 45], [57], [46, 47], [52, 48, 53, 50, 59], [56], [54], [51], [60]]
119: [[35, 4, 20, 38, 3, 6, 37], [26], [27, 31, 5, 1, 21], [46, 12, 18], [9, 7], [43, 34, 8, 45, 29, 54], [17], [10, 49], [13, 56, 14, 24, 16], [47], [19, 36, 23], [15, 33, 40, 2], [25, 11], [30, 44], [32, 28], [39, 42], [41, 51], [22, 58], [48], [52, 53, 57, 50], [59], [55], [60]]
120: [[43], [33, 22], [14, 3], [1, 37], [42, 11], [23, 36], [4, 21], [2, 12, 26, 5], [17, 41, 39], [45, 8, 24, 48, 30, 10, 15], [16], [19, 29, 20, 18, 47], [40, 25, 55], [13, 28], [6, 7, 34, 9, 31, 44], [32], [35, 38], [46, 49, 50, 51, 52], [53], [54, 58, 27, 57], [56], [59], [60]]
121: [[43, 35], [22, 6, 3, 14, 1, 58], [2], [27, 52], [5, 28, 45, 12, 8], [11], [33, 13, 7], [9, 21, 19, 15, 24], [16], [55, 20, 18, 25, 26, 29, 17], [4, 30, 31], [32, 36, 10, 23], [37, 47], [38, 40], [41, 42], [39, 51], [53, 44], [46, 34], [48], [49, 54, 59, 56], [50], [57], [60]]
