0: [[35, 1, 20, 14, 2, 7, 3, 27], [5, 12, 4, 38, 9, 15, 16, 8, 11, 18, 10], [25, 17, 13, 26, 19, 21, 6], [22, 23, 24, 28, 31, 30, 40], [43, 29, 34, 37, 32, 33, 36, 41, 39, 42], [47, 46, 45, 44, 56, 48, 50], [51, 54], [49, 55, 57, 52, 53, 58, 59, 60]]
74: [[35, 1, 20, 14, 2, 7, 3, 27], [5, 9, 4, 11, 12, 13, 8, 6, 10, 31, 26, 29, 23, 16, 19, 30, 25, 15, 28, 22, 17, 51, 18, 21, 32, 38, 24, 41, 36], [37, 39, 45, 34, 44, 43, 40, 42], [46, 47, 33, 49, 59, 58, 48, 50, 52, 53, 55, 54, 56, 60, 57]]
75: [[35, 1, 20, 14, 2, 7, 3, 27], [5, 6, 4, 13, 11, 10, 8, 9], [15, 26, 17, 25, 16, 18, 21, 19, 22, 23, 24, 30, 28, 31, 50, 12, 34, 40, 29, 33, 39, 37, 36, 38, 44, 32, 41, 42, 47], [45, 43, 60, 46, 49, 52, 48, 51, 54, 57, 53, 55, 56, 59, 58]]
76: [[35, 1, 20, 14, 2, 7, 11, 27], [5, 9, 4, 3, 6, 10, 24, 13, 12, 15, 8, 25, 16, 21, 18, 17, 19, 22, 23, 26, 28, 30, 51, 31, 57, 56, 34, 39, 48], [29, 41, 32, 38, 43, 36, 33, 42], [40, 46, 45, 53, 37, 49, 44, 47, 50, 52, 54, 55, 59, 58, 60]]
77: [[35, 1, 20, 14, 2, 7, 11, 27], [5, 3, 4, 12, 9, 10, 6, 13, 8, 23, 15, 16, 17, 19, 21, 18, 28, 24, 22, 25, 26, 30, 31, 29, 56, 48, 47, 33, 32], [38, 36, 45, 34, 46, 41, 40, 43], [51, 39, 42, 58, 37, 44, 53, 50, 54, 49, 52, 60, 55, 57, 59]]
78: [[35, 1, 20, 14, 2, 7, 11, 27], [5, 3, 12, 4, 8, 9, 24, 6, 10, 13, 15, 26, 21, 16, 19, 29, 22, 17, 18, 23, 25, 53, 44, 28, 52, 36, 43, 49, 30], [31, 46, 33, 32, 42, 34, 45, 37], [39, 41, 59, 47, 38, 40, 50, 48, 56, 55, 54, 51, 57, 60, 58]]
79: [[35, 1, 20, 14, 2, 7, 3, 27], [5, 6, 12, 4, 9, 8, 21, 10], [11, 13, 30, 23, 15, 17, 16, 19, 31, 18, 28, 22, 25, 26, 54, 24, 36, 37, 43, 42, 29, 34, 39, 33, 32, 44, 38, 46, 49], [40, 41, 50, 45, 55, 57, 47, 48, 53, 51, 52, 56, 60, 59, 58]]
80: [[35, 1, 20, 14, 2, 7, 11, 27], [5, 3, 4, 6, 8, 9, 10, 12, 29, 26, 13, 15, 21, 24, 23, 18, 19, 16, 28, 22, 17, 25, 30, 31, 32, 57, 36, 33, 38], [37, 39, 34, 44, 40, 47, 41, 43], [42, 45, 46, 49, 48, 54, 50, 51, 52, 55, 53, 59, 58, 60, 56]]
81: [[35, 1, 20, 14, 2, 7, 11, 27], [5, 3, 12, 8, 4, 25, 13, 15], [6, 9, 10, 19, 17, 23, 21, 16, 30, 18, 26, 22, 28, 24, 29, 53, 32, 31, 36, 34, 45, 52, 33, 38, 37, 39, 43, 47, 42], [40, 44, 60, 41, 59, 46, 50, 48, 55, 49, 51, 57, 56, 58, 54]]
82: [[35, 1, 20, 14, 2, 7, 11, 27], [5, 3, 10, 4, 13, 12, 8, 9], [15, 6, 19, 22, 17, 25, 16, 21, 24, 30, 18, 26, 23, 28, 29, 31, 32, 36, 33, 37, 41, 52, 42, 46, 39, 38, 47, 43, 50], [34, 40, 58, 44, 45, 55, 56, 48, 51, 49, 54, 53, 59, 57, 60]]
83: [[35, 1, 20, 14, 2, 7, 3, 27], [5, 4, 12, 8, 13, 9, 28, 29], [6, 26, 15, 10, 18, 11, 17, 25, 16, 36, 21, 22, 23, 19, 24, 30, 45, 38, 31, 32, 46, 52, 34, 33, 37, 41, 57, 39, 43], [40, 44, 42, 47, 51, 50, 49, 54, 55, 48, 53, 58, 56, 59, 60]]
84: [[35, 1, 20, 14, 2, 7, 11, 27], [5, 3, 4, 6, 9, 13, 25, 10], [12, 15, 16, 24, 8, 17, 21, 23, 28, 30, 18, 22, 26, 57, 19, 29, 44, 38, 33, 31, 34, 48, 36, 40, 46, 45, 32, 37, 42], [41, 47, 39, 56, 51, 49, 55, 50, 43, 59, 54, 52, 53, 58, 60]]
85: [[35, 1, 20, 14, 2, 7, 3, 27], [5, 6, 4, 36, 8, 9, 10, 13, 11, 15, 31, 12, 18, 21, 22, 19, 17, 16, 28, 23, 26, 25, 24, 29, 45, 32, 30, 50, 34], [49, 33, 37, 39, 42, 46, 38, 41], [40, 44, 43, 47, 55, 48, 52, 51, 54, 53, 57, 56, 59, 60, 58]]
86: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 8, 4, 12, 10, 30, 6, 9, 13, 15, 31, 21, 25, 23, 26, 19, 16, 18, 24, 17], [29, 28, 32, 34, 37, 42, 48, 22], [55, 45, 41, 36, 39, 47, 40, 33], [46, 53, 43, 49, 50, 38, 54, 51, 44, 52, 59, 60, 57, 56, 58]]
87: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 6, 12, 3, 8, 4, 13, 15, 10, 17, 19, 18, 9, 29, 23, 21, 22, 16, 31, 24, 28], [25, 60, 26, 40, 32, 37, 34, 30], [39, 41, 47, 36, 38, 42, 44, 33], [43, 45, 46, 49, 54, 48, 50, 51, 52, 53, 55, 56, 57, 59, 58]]
88: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 4, 38, 9, 12, 15, 8, 24, 18, 29, 25, 19, 17, 13, 23, 26, 16, 30, 10, 21, 6], [31, 28, 32, 36, 33, 37, 22], [34, 40, 42, 39, 41, 46, 44, 43], [47, 45, 48, 51, 55, 49, 57, 59, 53, 52, 50, 54, 60, 56, 58]]
89: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 12, 4, 6, 9, 8, 15, 10, 24, 13, 19, 16, 18, 17, 28, 31, 21, 23, 22, 25], [26, 56, 29, 44, 32, 30, 37, 34], [36, 38, 47, 39, 40, 33, 41, 43], [46, 45, 42, 49, 50, 48, 53, 51, 52, 54, 55, 57, 59, 58, 60]]
90: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 4, 8, 9, 13, 12, 26, 23, 15, 17, 16, 19, 18, 25, 28, 29, 24, 10, 21, 6], [22, 30, 31, 40, 59, 33, 34, 32], [39, 45, 38, 46, 36, 41, 42, 37], [44, 47, 43, 49, 48, 50, 56, 53, 52, 54, 51, 57, 55, 58, 60]]
91: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 12, 4, 8, 13, 6, 10, 9, 22, 19, 31, 15, 24, 18, 21, 23, 30, 26, 16, 25], [17, 29, 28, 40, 39, 42, 43, 33], [37, 32, 36, 38, 34, 44, 41, 45], [47, 46, 58, 51, 55, 50, 48, 49, 53, 57, 54, 52, 56, 59, 60]]
92: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 4, 6, 8, 12, 10, 13, 9, 16, 17, 19, 18, 15, 29, 23, 26, 21, 30, 28, 25], [22, 24, 31, 40, 34, 42, 38, 33], [52, 32, 60, 43, 39, 45, 41, 37], [36, 47, 56, 44, 46, 54, 49, 48, 51, 50, 53, 55, 59, 57, 58]]
93: [[35, 1, 20, 14, 2, 7, 3, 27, 5, 8, 4, 6, 12, 9, 10, 11, 15, 17, 16, 19, 22, 13, 24, 21, 23, 18, 28, 26, 29], [31, 30, 25, 32, 34, 36, 37, 38], [53, 47, 33, 40, 41, 43, 42, 45], [39, 44, 46, 50, 51, 49, 60, 48, 52, 55, 54, 56, 57, 58, 59]]
94: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 6, 4, 8, 10, 22, 12, 13, 19, 9, 15, 17, 16, 23, 21, 18, 26, 28, 29, 24], [30, 25, 31, 40, 34, 44, 33, 36], [53, 38, 32, 37, 39, 43, 45, 46], [42, 41, 59, 51, 47, 55, 49, 48, 54, 52, 50, 56, 57, 58, 60]]
95: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 12, 13, 8, 4, 6, 30, 9, 29, 19, 24, 10, 16, 15, 31, 17, 18, 21, 22, 25], [23, 55, 34, 40, 38, 26, 48, 43], [28, 32, 44, 33, 36, 37, 39, 46], [47, 41, 42, 45, 50, 54, 60, 49, 57, 51, 53, 58, 52, 56, 59]]
96: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 6, 13, 12, 3, 8, 29, 15, 4, 10, 16, 19, 18, 17, 21, 26, 28, 22, 23, 25, 31], [30, 55, 33, 45, 38, 56, 24, 9], [34, 39, 32, 41, 37, 51, 36, 40], [46, 47, 58, 52, 42, 43, 44, 48, 49, 54, 50, 53, 59, 57, 60]]
97: [[35, 1, 20, 14, 2, 7, 3, 27, 5, 6, 12, 4, 9, 11, 8, 23, 13, 10, 31, 16, 29, 15, 17, 18, 19, 52, 26, 21, 28], [53, 30, 25, 40, 38, 37, 56, 22], [54, 47, 33, 39, 41, 42, 44, 24], [57, 45, 46, 32, 51, 48, 34, 55, 36, 43, 58, 59, 49, 50, 60]]
98: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 12, 3, 4, 8, 9, 13, 16, 15, 24, 19, 23, 22, 31, 18, 17, 28, 60, 10, 21, 6], [37, 56, 29, 58, 39, 25, 26, 30], [38, 34, 44, 42, 32, 33, 36, 43], [59, 45, 40, 46, 41, 53, 52, 51, 50, 47, 48, 49, 54, 55, 57]]
99: [[35, 1, 20, 14, 2, 7, 3, 27, 5, 4, 8, 45, 13, 9, 12, 6, 10, 18, 31, 24, 21, 28, 15, 23, 16, 17, 30, 26, 19], [29, 22, 25, 41, 38, 40, 36, 11], [32, 34, 37, 33, 52, 39, 42, 43], [46, 44, 47, 49, 57, 50, 54, 55, 58, 53, 51, 59, 48, 60, 56]]
100: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 12, 4, 13, 8, 29, 15, 6, 19, 10, 17, 16, 9, 23, 30, 18, 24, 21, 25, 60], [22, 48, 56, 37, 38, 42, 26, 28], [31, 45, 32, 33, 46, 34, 36, 41], [43, 39, 53, 40, 54, 49, 47, 44, 52, 50, 55, 51, 58, 57, 59]]
101: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 12, 4, 8, 10, 30, 6, 9, 23, 15, 28, 16, 18, 21, 13, 19, 26, 29, 31, 17], [22, 25, 39, 40, 59, 24, 60, 38], [36, 37, 43, 45, 34, 55, 44, 41], [42, 33, 46, 49, 47, 48, 32, 52, 51, 50, 53, 54, 56, 58, 57]]
102: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 4, 12, 10, 6, 8, 9, 13, 31, 15, 25, 17, 16, 22, 19, 29, 24, 28, 18, 21], [30, 23, 26, 40, 34, 36, 33, 32], [37, 38, 41, 43, 39, 42, 46, 44], [48, 45, 56, 50, 47, 51, 49, 53, 58, 55, 57, 60, 52, 54, 59]]
103: [[35, 1, 20, 14, 2, 7, 3, 27, 5, 6, 13, 15, 10, 9, 12, 8, 4, 17, 19, 16, 18, 22, 24, 11, 23, 29, 30, 21, 25], [28, 31, 26, 41, 59, 53, 55, 33], [32, 34, 36, 40, 39, 37, 42, 58], [38, 43, 50, 44, 46, 48, 49, 45, 47, 51, 52, 56, 60, 54, 57]]
104: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 4, 39, 9, 6, 13, 12, 10, 31, 25, 15, 23, 22, 17, 16, 18, 19, 21, 26, 30], [28, 24, 29, 46, 55, 8, 32, 38], [36, 37, 40, 33, 34, 42, 44, 41], [43, 45, 47, 50, 48, 49, 51, 53, 52, 54, 56, 59, 57, 60, 58]]
105: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 4, 6, 15, 8, 13, 9, 10, 12, 23, 18, 19, 28, 16, 17, 22, 25, 30, 26, 21], [29, 24, 31, 34, 32, 47, 33, 37], [45, 46, 41, 36, 44, 38, 39, 42], [40, 43, 50, 59, 55, 49, 48, 51, 54, 53, 52, 57, 56, 58, 60]]
106: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 4, 13, 10, 6, 8, 9, 12, 15, 28, 29, 19, 16, 17, 23, 18, 21, 25, 22, 26], [24, 30, 31, 60, 39, 33, 32, 38], [37, 36, 41, 40, 34, 46, 47, 42], [43, 44, 51, 56, 50, 57, 45, 52, 48, 54, 53, 49, 55, 58, 59]]
107: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 4, 12, 6, 8, 10, 15, 9, 17, 22, 26, 21, 23, 18, 19, 24, 16, 25, 28, 29], [30, 32, 31, 34, 39, 33, 36, 53], [38, 40, 37, 46, 13, 42, 45, 44], [43, 47, 41, 59, 50, 48, 49, 51, 54, 52, 55, 56, 60, 58, 57]]
108: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 6, 13, 4, 10, 8, 12, 9, 15, 19, 3, 17, 18, 16, 21, 22, 25, 26, 23, 30, 29], [24, 28, 31, 33, 38, 32, 34, 44], [37, 41, 39, 45, 42, 40, 36, 47], [43, 46, 49, 60, 50, 48, 56, 51, 53, 54, 55, 52, 57, 58, 59]]
109: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 8, 12, 4, 9, 6, 31, 13, 29, 15, 10, 21, 16, 19, 26, 18, 22, 23, 34, 25], [59, 17, 47, 44, 54, 24, 28, 38], [30, 33, 40, 36, 32, 45, 42, 37], [46, 39, 41, 43, 49, 48, 53, 51, 52, 55, 50, 56, 60, 58, 57]]
110: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 10, 12, 3, 4, 9, 15, 6, 8, 17, 30, 23, 16, 13, 25, 26, 21, 18, 19, 22, 24], [31, 50, 47, 37, 34, 40, 28, 32], [44, 36, 39, 43, 46, 29, 33, 42], [38, 45, 41, 56, 51, 55, 52, 53, 48, 49, 54, 57, 58, 59, 60]]
111: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 8, 47, 9, 24, 4, 10, 15, 19, 6, 29, 12, 13, 16, 17, 22, 31, 18, 28, 26], [21, 23, 25, 40, 38, 60, 30, 32], [33, 37, 36, 39, 34, 43, 41, 44], [45, 46, 42, 51, 50, 49, 54, 48, 52, 53, 56, 55, 57, 58, 59]]
112: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 6, 4, 9, 8, 10, 13, 12, 15, 18, 17, 22, 3, 25, 19, 23, 31, 24, 28, 30, 29], [26, 21, 32, 37, 38, 46, 33, 16], [36, 45, 40, 39, 34, 41, 42, 47], [43, 44, 48, 49, 50, 59, 51, 56, 52, 54, 55, 53, 57, 58, 60]]
113: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 12, 6, 9, 4, 8, 13, 15, 10, 21, 17, 19, 30, 22, 23, 25, 18, 26, 16, 28], [24, 31, 29, 44, 34, 33, 36, 41], [53, 43, 37, 39, 45, 32, 38, 40], [46, 42, 59, 52, 47, 48, 56, 51, 49, 54, 50, 55, 57, 58, 60]]
114: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 4, 6, 12, 9, 10, 8, 13, 19, 22, 15, 23, 16, 17, 31, 18, 28, 24, 21, 56], [29, 25, 26, 38, 39, 34, 32, 36], [44, 30, 33, 37, 41, 46, 40, 45], [43, 42, 51, 54, 53, 48, 49, 47, 50, 52, 55, 59, 57, 60, 58]]
115: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 4, 15, 12, 10, 8, 6, 13, 19, 17, 9, 21, 18, 26, 16, 23, 24, 29, 30, 22], [25, 28, 31, 60, 45, 32, 36, 34], [33, 44, 39, 37, 38, 43, 42, 41], [40, 53, 46, 58, 47, 48, 54, 49, 52, 51, 55, 50, 56, 57, 59]]
116: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 12, 4, 9, 6, 15, 10, 8, 31, 13, 21, 17, 24, 16, 19, 55, 30, 18, 22, 25], [23, 26, 28, 40, 38, 29, 33, 46], [49, 36, 37, 41, 32, 34, 42, 39], [43, 45, 44, 47, 51, 53, 54, 56, 52, 58, 48, 57, 50, 59, 60]]
117: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 12, 4, 10, 8, 24, 29, 15, 16, 6, 30, 17, 18, 23, 13, 31, 19, 21, 22, 53], [25, 28, 9, 38, 42, 26, 36, 39], [32, 33, 37, 43, 41, 46, 44, 45], [40, 60, 47, 49, 55, 58, 57, 34, 51, 50, 48, 52, 56, 54, 59]]
118: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 12, 13, 29, 8, 4, 22, 10, 18, 6, 15, 16, 17, 19, 23, 24, 25, 26, 28, 30], [31, 21, 9, 32, 39, 48, 43, 37], [38, 36, 44, 33, 34, 40, 45, 47], [41, 46, 42, 49, 51, 50, 52, 53, 54, 55, 57, 59, 58, 56, 60]]
119: [[35, 1, 20, 14, 2, 7, 11, 27, 5, 3, 4, 13, 9, 12, 8, 23, 15, 16, 17, 22, 19, 26, 24, 28, 18, 29, 10, 21, 6], [30, 25, 31, 33, 54, 37, 49, 43], [53, 32, 38, 47, 36, 34, 45, 39], [41, 46, 40, 42, 44, 55, 59, 50, 52, 51, 57, 60, 56, 48, 58]]
120: [[35, 1, 20, 14, 2, 7, 3, 27, 5, 6, 4, 9, 8, 11, 12, 10, 13, 15, 30, 29, 16, 19, 17, 31, 18, 24, 21, 22, 23], [25, 26, 28, 36, 38, 49, 32, 34], [33, 37, 39, 43, 41, 44, 46, 42], [40, 45, 58, 47, 51, 48, 54, 50, 53, 52, 59, 55, 57, 60, 56]]
121: [[35, 1], [20, 14, 2, 7, 3, 27, 5], [8, 4, 6, 9, 10, 12, 13, 15, 23, 29], [17, 21, 11, 16, 19, 24, 18], [22, 25, 26, 30, 31, 54, 33], [47, 49, 34, 38, 32, 28, 36, 41, 39, 40, 44], [46, 43, 37, 59, 42, 45, 55, 48], [50, 51, 57, 52, 53, 58, 56, 60]]
