0: [[46, 3, 36, 1, 71, 12, 13, 22], [2, 11, 6, 4, 29, 5, 8, 9], [74, 75, 24, 21, 56, 31, 23], [20, 14, 41, 15, 16, 58], [52, 84, 82, 19, 26], [17, 34, 54, 60, 32, 18, 27, 25, 28, 7], [42, 40, 30, 62, 43, 51, 38, 33, 35], [37, 39, 45, 57, 59, 44, 10], [53, 63, 47, 48, 55, 65, 49], [50, 64, 61, 67, 68, 70, 69, 72], [76, 78, 73, 79, 81, 85, 80], [66, 77, 83, 86, 87, 88]]
51: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
52: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
53: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
54: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
55: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
56: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
57: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
58: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
59: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
60: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
61: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
62: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
63: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
64: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
65: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
66: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
67: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
68: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
69: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
70: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
71: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
72: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
73: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
74: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
75: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
76: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
77: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
78: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
79: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
80: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
81: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
82: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
83: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
84: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
85: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
86: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
87: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
88: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
89: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
90: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
91: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
92: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
93: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
94: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
95: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
96: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
97: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
98: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
99: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
100: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
101: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
