0: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
74: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
75: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
76: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
77: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
78: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
79: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
80: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
81: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
82: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
83: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
84: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
85: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
86: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
87: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
88: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
89: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
90: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
91: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
92: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
93: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
94: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
95: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
96: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
97: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
98: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
99: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
100: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
101: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
102: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
103: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
104: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
105: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
106: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
107: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
108: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
109: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
110: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
111: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
112: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
113: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
114: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
115: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
116: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
117: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
118: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
119: [[25, 35, 21, 5, 14, 6], [3, 1, 2, 4, 7, 13], [11, 12, 24, 9, 27, 31], [30, 16, 18, 10, 8, 15], [19, 23, 17, 20, 22, 58], [28, 29, 32, 37, 40, 33], [34, 42, 26, 36, 50, 39], [44, 47, 38, 45, 41, 46], [43, 52, 56, 48, 54, 51], [49, 53, 55, 59, 57, 60]]
