0: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34, 5], [35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58, 59], [49, 57]]
74: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43, 53, 56, 50, 39, 48, 58], [59, 49, 57]]
75: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58, 59, 49, 57]]
76: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58, 59, 49, 57]]
77: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58, 59, 49, 57]]
78: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50], [39, 48, 58, 59, 49, 57]]
79: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28, 47, 41, 43], [53, 56, 50, 39, 48, 58, 59, 49, 57]]
80: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50, 39, 48, 58, 59, 49, 57]]
81: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50, 39, 48, 58, 59, 49, 57]]
82: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50, 39, 48, 58, 59, 49, 57]]
83: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50, 39, 48, 58, 59, 49, 57]]
84: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50, 39, 48, 58, 59, 49, 57]]
85: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50, 39, 48, 58, 59, 49, 57]]
86: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43], [53, 56, 50, 39, 48, 58, 59, 49, 57]]
87: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
88: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
89: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
90: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
91: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28], [47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
92: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
93: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
94: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46], [23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
95: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
96: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32], [33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
97: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43], [53, 56, 50, 39, 48, 58, 59, 49, 57]]
98: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
99: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29], [19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
100: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35], [2, 4, 7], [17, 11, 27], [25, 15], [16, 10, 52], [9, 55, 37], [42, 29, 19], [20, 32, 33], [45, 46, 23], [22, 28, 47], [41, 43, 53], [56, 50], [39, 48, 58, 59, 49, 57]]
101: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25, 15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32], [33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
102: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8], [26, 24, 36], [12, 1, 54], [34, 5, 35], [2, 4, 7], [17, 11, 27], [25, 15, 16], [10, 52, 9], [55, 37, 42], [29, 19, 20], [32, 33, 45], [46, 23, 22], [28, 47, 41, 43], [53, 56, 50], [39, 48, 58], [59, 49, 57]]
103: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
104: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
105: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
106: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
107: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10], [52, 9, 55], [37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
108: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
109: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
110: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25], [15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
111: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25, 15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
112: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17], [11, 27, 25, 15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
113: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17, 11, 27, 25, 15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
114: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2], [4, 7, 17, 11, 27, 25, 15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
115: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12, 1, 54, 34, 5, 35, 2, 4, 7, 17, 11, 27, 25, 15, 16, 10], [52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
116: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26, 24, 36, 12, 1, 54, 34, 5, 35, 2, 4, 7, 17, 11, 27, 25, 15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
117: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26, 24, 36, 12, 1, 54, 34, 5, 35, 2, 4, 7, 17, 11, 27, 25, 15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
118: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34, 5, 35, 2, 4, 7, 17, 11, 27, 25, 15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
119: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34, 5, 35, 2, 4, 7, 17, 11, 27, 25, 15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
120: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2, 4, 7, 17, 11, 27, 25, 15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
121: [[3, 60, 30], [31, 51, 40], [38, 44, 18], [13, 6, 21], [14, 8, 26], [24, 36, 12], [1, 54, 34], [5, 35, 2, 4, 7, 17, 11, 27, 25, 15, 16, 10, 52, 9, 55, 37, 42, 29, 19, 20, 32, 33, 45, 46, 23, 22, 28, 47, 41, 43, 53, 56, 50, 39, 48, 58, 59, 49, 57]]
