0: [[53, 35, 3, 7, 2], [14, 5, 4], [13, 9, 31, 6, 21], [8, 11, 17, 30], [15, 19, 1, 12, 16, 10, 18], [26], [22, 23], [20, 25, 24, 40, 29, 27, 32, 37, 43, 42], [38, 45], [41, 36, 39, 33, 34], [44, 28, 46, 47], [54, 56, 50, 52], [51, 60, 55, 48], [59, 49, 58, 57]]
74: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
75: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
76: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
77: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
78: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
79: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
80: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
81: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
82: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
83: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
84: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
85: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
86: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
87: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
88: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
89: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
90: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
91: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
92: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
93: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
94: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
95: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
96: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
97: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
98: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
99: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
100: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
101: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
102: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
103: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
104: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
105: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
106: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
107: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
108: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
109: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
110: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
111: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
112: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
113: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
114: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
115: [[21, 35, 3, 2, 1, 14, 7, 4, 5, 6, 13, 26, 8, 9, 27, 25, 30, 11, 31, 17], [19, 12, 16, 22, 10, 15, 18, 20, 23, 28, 24, 29, 40, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 41, 47, 46, 53, 54, 49, 50, 56, 51, 52, 55, 48, 59, 57, 58, 60]]
116: [[21, 35, 3, 7, 2, 14, 6, 4, 5, 10, 29, 22, 20, 9, 11, 25, 30, 13, 23, 1], [27, 12, 8, 18, 26, 15, 16, 17, 19, 28, 40, 24, 41, 32, 37, 43, 42, 38, 45, 44], [36, 39, 33, 34, 47, 31, 46, 52, 54, 49, 50, 48, 51, 60, 55, 53, 59, 57, 58, 56]]
117: [[21, 35, 3, 6, 2, 14, 5, 4, 13, 7, 31, 30, 28, 8, 11, 17, 9, 15, 19, 12], [1, 16, 10, 22, 18, 23, 24, 20, 25, 26, 56, 29, 59, 32, 37, 43, 42, 38, 45, 27], [36, 39, 33, 34, 44, 40, 46, 47, 54, 49, 50, 52, 51, 60, 55, 48, 41, 57, 58, 53]]
118: [[53, 35, 3, 7], [2, 14, 5, 4, 13], [9, 31], [6, 21, 8, 11, 17, 30, 15, 19, 1, 12], [16, 10], [18], [26, 22, 23, 20, 25, 24, 40], [29, 27, 32, 37], [43, 42, 38, 45, 41], [36, 39, 33], [34, 44, 28, 46, 47], [54, 56, 50, 52], [51, 60, 55, 48], [59, 49, 58, 57]]
119: [[53, 35, 3, 7, 2, 14, 5, 4, 13, 6, 29, 22, 9, 8, 11, 17, 30, 12, 27, 1], [15, 16, 19, 18, 10, 21, 23, 20, 31, 28, 24, 26, 25, 32, 37, 43, 42, 38, 45, 41], [36, 39, 33, 34, 40, 44, 46, 47, 54, 48, 50, 49, 51, 52, 55, 56, 59, 57, 58, 60]]
120: [[21, 35], [3], [6, 2, 14, 5, 4, 7, 13], [29, 9, 25, 8], [27, 17, 30, 15, 10], [1, 16, 11], [12, 18, 26, 22, 23], [20, 19, 28, 56, 24, 42, 32, 37, 43, 31], [38, 45], [40, 36, 39, 33, 34], [41, 44, 46, 47], [54, 49, 50, 48], [51, 52, 55, 53], [59, 57, 58, 60]]
121: [[21, 35, 3, 2, 1], [14, 5, 4], [13, 8, 29, 10, 16], [9, 27, 17, 30], [11, 23, 7, 12, 15, 24, 22], [26], [6, 18], [20, 19, 25, 28, 31, 40, 32, 37, 43, 42], [38, 45], [44, 36, 39, 33, 34], [41, 46, 47, 55], [54, 56, 50, 53], [51, 52, 57, 48], [59, 49, 58, 60]]
