0: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
51: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
52: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
53: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
54: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
55: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
56: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
57: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
58: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
59: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
60: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
61: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
62: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
63: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
64: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
65: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
66: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
67: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
68: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
69: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
70: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
71: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
72: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
73: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
74: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
75: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
76: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
77: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
78: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
79: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
80: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
81: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
82: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
83: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
84: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
85: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
86: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
87: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
88: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
89: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
90: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
91: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
92: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
93: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
94: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
95: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
96: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
97: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
98: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
99: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
100: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
101: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
