0: [[5], [33, 7, 8, 9], [46, 13, 3, 17, 21], [1], [14], [4, 11], [27, 28, 15, 6, 10, 18], [16, 31, 19, 20, 26, 22], [23, 24, 25, 54, 29, 40, 12], [36, 32, 47], [34, 50, 39, 43, 35, 30, 2], [41, 37, 38], [42, 44, 45, 51, 53], [55, 56, 58], [52, 59], [49, 48, 57, 60]]
74: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 8, 9, 24, 6, 10, 12, 19, 27, 11, 16, 15, 23, 31, 21, 17, 25, 22, 26, 18, 30], [28, 29, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
75: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 15, 9, 6, 10, 12, 11, 8, 22, 30, 31, 17, 18, 16, 19, 27, 21, 25, 23, 24, 26], [28, 29, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
76: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 8, 10, 9, 25, 12, 11, 27, 15, 31, 16, 17, 22, 19, 21, 23, 26, 18, 24, 30], [28, 29, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
77: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 10, 9, 6, 8, 11, 15, 27, 24, 19, 17, 26, 23, 12, 30, 16, 21, 22, 25, 18, 31], [28, 29, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
78: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 8, 10, 15, 9, 11, 16, 12, 26, 22, 31, 23, 19, 27, 18, 17, 21, 24, 30, 25], [29, 28, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
79: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 10, 9, 26, 8, 12, 28, 11, 21, 22, 19, 15, 17, 18, 23, 29, 16, 27, 24, 25, 6], [30, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
80: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 9, 16, 10, 8, 12, 11, 15, 19, 18, 17, 23, 21, 22, 24, 26, 29, 27, 25, 28], [30, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 46, 57, 47, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
81: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 12, 9, 23, 11, 6, 17, 27, 8, 10, 15, 28, 19, 16, 25, 21, 22, 18, 26, 24, 29], [31, 30, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
82: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 9, 10, 8, 11, 15, 12, 17, 25, 22, 18, 23, 21, 26, 19, 16, 29, 27, 24, 28], [30, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
83: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 10, 9, 12, 25, 8, 18, 11, 21, 22, 19, 16, 15, 27, 17, 28, 29, 23, 24, 26], [30, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
84: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 8, 27, 25, 9, 10, 11, 12, 17, 24, 29, 23, 16, 18, 22, 15, 19, 21, 26, 28], [30, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
85: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 27, 11, 9, 8, 10, 12, 18, 15, 16, 25, 23, 17, 19, 21, 22, 26, 28, 24, 29], [30, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
86: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 10, 8, 9, 24, 6, 11, 18, 15, 21, 23, 17, 22, 25, 16, 19, 27, 28, 26, 29, 12], [30, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
87: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 9, 25, 8, 11, 12, 10, 15, 19, 18, 27, 21, 23, 16, 17, 22, 26, 29, 28, 24], [30, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 46, 57, 47, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
88: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 11, 9, 8, 12, 10, 15, 28, 16, 23, 21, 19, 18, 24, 17, 22, 25, 29, 27, 26], [30, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 46, 57, 47, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
89: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 8, 26, 9, 12, 10, 31, 11, 16, 29, 24, 19, 17, 22, 18, 21, 15, 27, 23, 30], [28, 25, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
90: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 11, 27, 8, 15, 9, 12, 19, 26, 16, 22, 18, 17, 23, 29, 24, 30, 31, 10, 21, 6], [28, 25, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
91: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 8, 11, 10, 12, 17, 9, 15, 19, 21, 23, 26, 22, 24, 16, 18, 28, 30, 25, 29], [27, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
92: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 24, 10, 9, 8, 15, 29, 11, 21, 18, 12, 22, 28, 17, 23, 30, 16, 19, 25, 26], [31, 27, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
93: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 8, 10, 12, 15, 9, 11, 30, 19, 18, 16, 21, 29, 23, 17, 28, 22, 24, 26, 25], [27, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
94: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 9, 30, 11, 12, 8, 27, 10, 24, 31, 22, 19, 15, 25, 17, 18, 16, 29, 28, 21], [23, 26, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
95: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 9, 8, 22, 6, 11, 17, 10, 24, 19, 23, 21, 16, 29, 12, 27, 15, 18, 25, 30, 31], [26, 28, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
96: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 8, 27, 25, 9, 10, 11, 15, 17, 12, 30, 19, 16, 18, 22, 21, 29, 23, 24, 31], [26, 28, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
97: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 9, 26, 25, 11, 8, 10, 19, 24, 31, 12, 15, 21, 16, 17, 22, 18, 23, 29, 27], [28, 30, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
98: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 8, 9, 11, 15, 12, 10, 31, 16, 29, 26, 17, 19, 18, 21, 22, 27, 25, 23, 24], [28, 30, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
99: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 9, 25, 8, 27, 12, 10, 11, 23, 31, 26, 21, 19, 16, 15, 22, 24, 17, 18, 29], [28, 30, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
100: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 10, 27, 26, 8, 9, 12, 18, 11, 23, 15, 17, 19, 22, 16, 21, 25, 31, 24, 29], [30, 28, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
101: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 9, 11, 8, 12, 10, 15, 16, 17, 23, 22, 18, 19, 21, 24, 25, 31, 27, 29, 26], [28, 30, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 46, 57, 47, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
102: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 8, 11, 30, 12, 10, 24, 9, 17, 15, 18, 29, 19, 27, 16, 22, 23, 25, 26, 21, 6], [28, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
103: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 16, 11, 8, 9, 15, 12, 19, 27, 17, 22, 25, 26, 18, 30, 23, 29, 24, 10, 21, 6], [28, 31, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
104: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 10, 11, 12, 15, 9, 8, 18, 22, 21, 19, 16, 23, 24, 17, 30, 29, 26, 27, 25], [31, 28, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
105: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 25, 8, 11, 12, 15, 9, 24, 10, 16, 19, 17, 21, 23, 22, 18, 29, 26, 30, 27], [31, 28, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
106: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 8, 25, 10, 9, 26, 17, 12, 24, 16, 21, 15, 19, 18, 23, 29, 22, 30, 27, 11], [31, 28, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 46, 57, 47, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
107: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 9, 8, 11, 25, 10, 26, 12, 15, 16, 18, 23, 31, 19, 21, 24, 17, 29, 22, 30], [27, 28, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
108: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 8, 26, 25, 11, 10, 9, 29, 18, 12, 31, 15, 24, 16, 22, 17, 19, 30, 21, 23], [27, 28, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
109: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 8, 10, 12, 15, 17, 9, 19, 18, 23, 21, 11, 22, 16, 24, 26, 25, 30, 29, 31], [27, 28, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
110: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 9, 26, 15, 30, 8, 12, 22, 10, 11, 17, 16, 18, 21, 23, 19, 31, 24, 25, 29], [27, 28, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
111: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 9, 11, 25, 27, 12, 8, 30, 31, 17, 18, 19, 22, 16, 10, 15, 24, 21, 29, 26], [23, 28, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 44, 45], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
112: [[7, 2, 35, 1, 20, 3, 4, 14], [13, 5, 6, 8, 10, 9, 12, 11, 30, 31, 26, 15, 16, 17, 18, 19, 23, 22, 24, 29, 25, 27], [28, 21, 36, 33, 40, 39, 50, 42, 34, 32, 37, 43, 38, 45, 44], [41, 47, 57, 46, 51, 49, 48, 55, 52, 53, 54, 58, 56, 59, 60]]
113: [[7, 32, 1, 8, 17, 4, 5, 3], [6, 21, 9, 10, 12, 11, 24, 26, 25, 2, 13, 16, 27, 14, 22, 20, 15, 30, 29, 18, 19, 23], [28, 31, 36, 35, 38, 39, 50, 58, 34, 33, 42, 43, 44, 41, 37], [45, 46, 40, 47, 51, 49, 52, 54, 48, 53, 55, 56, 57, 59, 60]]
114: [[5, 1, 3, 4, 29, 15, 12, 10], [9, 21, 2, 14, 6, 11, 25, 28, 31, 7, 8, 23, 13, 16, 18, 26, 17, 19, 20, 24, 27, 57], [22, 30, 33, 37, 32, 39, 34, 50, 35, 36, 38, 40, 41, 45, 42], [43, 46, 60, 44, 51, 53, 55, 48, 54, 52, 47, 56, 49, 59, 58]]
115: [[7, 32, 3, 1, 24, 46, 13, 6], [25, 21, 4, 10, 8, 11, 5, 28, 15, 22, 9, 23, 12, 27, 18, 20, 14, 17, 19, 26, 30, 53], [29, 16, 36, 31, 33, 39, 50, 42, 38, 41, 35, 34, 2, 45, 37], [44, 40, 56, 43, 51, 47, 52, 49, 54, 55, 57, 58, 48, 59, 60]]
116: [[7, 3, 2, 1, 6, 34, 13, 10], [21, 5, 12, 14, 4, 9, 31, 29, 11, 18, 8, 15, 16, 19, 17, 22, 27, 26, 20, 23, 25, 54], [28, 24, 44, 37, 40, 39, 50, 30, 33, 32, 35, 36, 38, 41, 45], [42, 46, 43, 47, 51, 53, 55, 56, 48, 49, 52, 58, 59, 57, 60]]
117: [[7, 3, 6, 1, 8, 43, 12, 11], [29, 5, 9, 13, 23, 10, 14, 24, 15, 2, 16, 19, 17, 27, 21, 20, 18, 22, 26, 25, 28, 54], [30, 31, 4, 37, 40, 39, 34, 50, 32, 33, 35, 44, 38, 46, 45], [36, 42, 41, 47, 51, 49, 52, 48, 56, 53, 55, 58, 59, 57, 60]]
118: [[7], [34, 3, 1, 9], [47, 5, 15, 13, 21], [4], [10], [6, 11], [8, 12, 14, 23, 24, 18], [28, 31, 19, 16, 26, 17], [22, 20, 25, 30, 29, 56, 44], [37, 32, 39], [50, 58, 33, 41, 35, 27, 2], [45, 36, 38], [43, 57, 46, 51, 49], [52, 40, 42], [53, 55], [54, 48, 59, 60]]
119: [[7], [35, 2, 1, 17], [14, 13, 10, 5, 3], [4], [8], [12, 27], [11, 9, 15, 20, 18, 23], [16, 31, 19, 21, 26, 24], [25, 28, 30, 22, 29, 34, 44], [37, 32, 39], [50, 58, 38, 36, 33, 40, 6], [45, 41, 42], [43, 47, 46, 51, 49], [48, 53, 54], [52, 55], [56, 59, 57, 60]]
120: [[5], [6, 3, 8, 16], [42, 4, 11, 21, 7], [1], [26], [10, 12], [13, 28, 9, 22, 14, 27], [17, 19, 23, 20, 15, 18], [31, 24, 25, 30, 29, 56, 36], [37, 40, 39], [34, 50, 38, 32, 33, 58, 2], [35, 41, 43], [46, 60, 45, 51, 49], [55, 54, 44], [53, 47], [48, 52, 57, 59]]
121: [[5], [34, 7, 1, 4], [3, 13, 6, 8, 9], [16], [10], [12, 11], [25, 28, 14, 15, 24, 18], [17, 31, 20, 22, 26, 21], [19, 23, 27, 30, 29, 56, 36], [33, 32, 47], [50, 37, 38, 42, 35, 59, 2], [41, 44, 39], [40, 45, 43, 51, 53], [52, 46, 49], [54, 55], [48, 58, 57, 60]]
