0: [[68, 65, 33], [4, 3, 18], [2, 1, 12, 22], [5, 38, 7], [6, 9, 10], [11, 30, 15, 14], [29, 16, 25, 13], [20, 17], [19, 26, 21, 58], [51, 28, 24, 23], [63, 42, 31], [55, 35], [32, 27, 37], [45, 47, 36], [40, 34, 39], [41, 44, 46, 8], [54], [48, 53, 60], [49, 50, 57], [61, 56, 59, 52], [62, 64, 43], [67, 66, 71, 76], [69, 70, 72], [75, 74, 73, 77], [79, 82], [87, 88, 81, 78], [80, 85, 83], [84, 86]]
51: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 5], [10, 8, 11, 15], [22, 25, 6, 9, 17, 14, 13, 16, 21, 12, 19, 20, 23, 31, 53, 27, 28, 29, 30], [35, 44, 45], [34, 40, 32], [56, 43, 39, 36], [37, 41, 47, 48, 42], [54, 51, 46, 62], [57, 52, 55], [50, 49, 58, 59, 61, 63, 60, 26, 64, 69, 71, 76, 67, 70, 72, 73, 78], [66, 74, 75, 77, 79, 82, 81, 80, 87, 84, 85], [83, 86, 88]]
52: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 8, 11, 15, 9], [14, 10, 12, 13, 17, 19, 31, 21, 16, 29, 20], [58, 26, 28], [22, 62, 23, 30, 45, 39, 56], [34, 50, 25, 47, 54, 37], [27, 40, 46], [36, 32, 35, 43, 41, 42, 49, 52], [44, 53, 48, 51, 55], [60, 59, 61], [57, 63, 64, 66, 67, 71, 73, 69, 78, 70, 72], [75, 74, 76], [77, 79, 82, 80, 83, 81, 84, 87, 86, 85, 88]]
53: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 41, 46, 10, 8], [14, 21, 25, 12, 31, 22, 30], [13, 27, 15, 20], [16, 62, 17, 28, 63, 9, 26, 58, 53, 11, 19, 60, 45, 32, 39, 42, 36, 23, 35, 40, 29, 43, 34, 54, 37, 44, 50, 47, 51, 49, 55, 52, 48, 61, 57], [56, 59, 64], [66, 73, 70, 77, 71, 69, 78, 74, 67, 72, 76, 79, 75, 84, 82, 80, 83, 86, 88, 85, 87, 81]]
54: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 42, 12, 10, 8], [25, 11, 13], [29, 21, 9], [19, 22, 31], [14, 15, 23, 28, 16, 27, 17, 40, 55, 26, 52], [61, 56, 30, 62, 20, 32, 34, 35, 47, 60, 41, 36, 45, 43, 37, 39, 50, 48, 44, 46, 51, 49], [53, 54, 57, 63, 59, 58, 66, 64, 67, 69, 73, 71, 76, 78, 72, 79, 70, 74, 77, 75, 82, 81, 83, 80, 86, 85, 84, 87, 88]]
55: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [10, 9, 11, 6], [8, 13, 39, 26], [14, 29, 22], [17, 19], [15, 54, 12], [31, 16, 27, 28, 20, 21, 25, 40, 30], [35, 50, 53, 32, 47], [36, 42, 43, 37, 44, 45, 23, 41, 46, 34, 48, 59, 49, 51, 52, 57, 63, 58, 56, 55, 60, 62, 61, 64, 72, 70, 71, 77, 69, 78], [67, 66, 74, 75, 76, 73, 79, 82, 81], [80, 87, 86, 85, 83, 84, 88]]
56: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [10, 11, 9], [6, 8, 13], [15, 12, 27, 14], [16, 20, 17, 19], [60, 21, 30, 22], [63, 26, 25], [23, 31, 28, 47, 52], [37, 44, 36, 29, 32, 42, 39, 34, 35, 43, 40, 41, 46, 51, 45, 55, 48, 49, 58, 54, 50, 53, 56, 57, 59, 61, 62, 66, 64, 73, 70, 77, 67, 76, 71, 69, 72, 74, 78, 79, 75, 80, 84, 83, 82, 85, 81, 86, 87, 88]]
57: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 5], [10, 13, 8], [6, 9, 11], [17, 15, 19], [14, 12, 23, 22, 51, 52], [21, 16, 61], [29, 62, 27, 26], [45, 20, 28, 54, 49, 25, 44, 31, 32, 39, 40, 36, 30, 35, 59, 47, 37], [42, 41, 34, 56, 48, 43, 50, 46, 53, 58, 55, 57, 60, 79, 64, 73, 74, 70, 66, 75, 63, 69, 67, 72, 71, 76, 78], [77, 81, 83, 84, 80, 82, 87, 85, 86, 88]]
58: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [10, 9, 13], [6, 42, 12], [8, 31, 11], [21, 19, 14, 54, 15, 53, 16, 20], [17, 22, 62, 28, 23, 27, 49, 25, 63, 50, 26, 29, 46, 56, 59, 40, 34], [30, 32, 41, 35, 43, 37, 39, 47, 44, 45, 36, 48, 51], [52, 60, 55, 57, 58, 61, 66, 64], [70, 69, 77, 67, 71, 76, 72, 75, 73, 78, 74, 79, 82, 85, 81, 80, 83, 86, 84, 87, 88]]
59: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 8, 41, 11, 13], [9, 27, 14, 10, 25, 12, 17, 58, 30, 57, 15, 20], [16, 19, 60, 21, 28, 22, 23, 40, 61, 29, 26, 31, 37, 32, 43, 34, 35, 44, 36, 39, 45, 46, 48, 42, 52, 49, 47, 50, 51, 54, 53, 62, 56, 55, 59, 63, 66, 64, 67, 79, 69, 70, 78, 76, 71, 72], [75, 73, 77, 74, 82, 81, 83, 80, 84, 85, 86, 87, 88]]
60: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [9, 13, 12, 23], [8, 43, 6, 10, 15], [11, 31, 16, 14], [22, 25, 20], [53, 17, 51], [61, 21, 26, 29], [19, 60, 27], [34, 39], [28, 46, 35, 47, 36], [30, 41, 32, 59], [40, 37], [44, 42, 57], [45, 48, 49, 54], [62, 58], [50, 55], [52, 56, 63], [66, 64, 69], [70, 75, 71, 72, 77], [76, 67, 74, 73, 78, 79, 84, 80, 85, 83, 81, 87, 82, 86, 88]]
61: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 17, 8], [11, 10, 12], [30, 13, 15], [9, 28, 21], [16, 19, 29], [14, 53, 22, 25, 20, 23, 27, 31], [26, 32, 59, 50, 36, 34, 44, 56, 41, 42, 35, 45, 47, 60, 40, 37, 39], [43, 55, 62, 46], [51, 49, 61, 58, 52, 48], [54, 63, 57, 64, 74, 66], [79, 67, 73, 70, 69, 71, 72, 75, 78, 77, 76, 82, 83, 80, 81, 85, 87, 84, 86, 88]]
62: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 5], [9, 6, 12], [8, 10, 15], [11, 13, 14, 20], [31, 17, 28, 22], [16, 23, 21], [19, 29, 27], [25, 26, 30, 47, 32, 50, 35, 46, 40, 44, 36, 37, 39, 34, 41, 51, 53, 43, 45, 42], [57, 55, 59, 49, 62, 48, 54, 52, 61, 56, 63, 58, 60, 64, 72, 70, 67, 75, 69, 74, 66, 73], [71, 79, 76, 77, 78, 84, 81, 80, 86, 87, 82], [83, 85, 88]]
63: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 9], [10, 11, 14, 8, 15, 26], [12, 13, 27], [17, 22], [16, 20], [21, 57, 19], [23, 28, 30], [29, 45, 25], [31, 32, 50, 37, 47], [40, 41, 59, 46, 49, 34, 36, 43, 44, 51, 54, 42], [39, 62, 48, 63, 35, 53, 55, 52, 56, 58, 60, 61, 64, 72], [70, 67, 74], [71, 69], [77, 66, 73, 75, 76, 78, 79, 82, 81, 83, 80, 84, 85, 86, 87, 88]]
64: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [10, 8, 6, 42], [9, 13, 11, 14, 12, 21, 15, 16, 23], [25, 22, 27, 48], [17, 19, 20, 26, 31, 28], [50, 32], [29, 51, 30, 35], [34, 43, 36], [37, 40, 39], [47, 41, 44, 49, 45], [46, 62, 52, 53], [54, 56, 55, 57, 59, 60, 58], [63, 61, 66, 64, 67, 70, 75, 71, 72, 69, 74, 79, 73, 76, 77, 78, 82, 85, 81], [80, 87, 86, 84, 83, 88]]
65: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 12, 22], [14, 6, 38], [5, 7, 10], [9, 11, 8], [30, 29, 15, 17, 50, 16, 60, 19, 28, 20, 13], [21, 27, 23, 54, 51, 26, 44, 46, 43, 53, 34, 35, 32, 63, 25, 40, 31, 42, 37, 45, 41, 56, 61, 36, 57, 47, 59, 48, 39, 52, 49, 55, 62, 58, 64, 66, 69], [71, 70, 75, 67, 73, 72, 74, 76, 77, 78, 79, 85, 80, 82, 83, 81, 84, 87, 86, 88]]
66: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 44], [14, 13, 8], [10, 30, 9, 12], [11, 19], [15, 21, 23, 20, 16, 51], [17, 26, 55, 31], [22, 28], [29, 40, 60, 25, 27, 49], [34], [32, 35, 47], [36, 42, 43, 46], [45, 52, 56], [37, 41, 62], [39, 50, 53], [54, 48], [57, 61, 58, 59], [63, 64, 73], [67, 66], [69, 70, 78], [71, 79, 74], [75, 72, 76], [77, 84, 80, 82], [81, 86, 87], [83, 85, 88]]
67: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 16], [40, 11, 15], [9, 8], [14, 30, 28], [17, 22, 31, 13], [12, 19, 29], [20, 48, 61], [23, 21, 26], [27, 10, 55, 34, 36], [32, 44], [35, 25, 53, 43, 45, 37], [41, 42, 47], [46, 39, 62], [51, 54, 49, 52, 50, 57], [56, 60, 63, 58], [59, 64], [72, 67, 70], [74, 66, 79], [69, 75, 76], [73, 71, 77], [78, 86, 81, 80, 82, 83, 84], [85, 87, 88]]
68: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 16], [40, 11, 15], [9, 8], [14, 30, 28], [17, 22, 31, 13], [12, 19, 29], [20, 48, 61], [23, 21, 26], [27, 10, 55, 34, 36], [32, 44], [35, 25, 53, 43, 45, 37], [41, 42, 47], [46, 39, 62], [51, 54, 49, 52, 50, 57], [56, 60, 63, 58], [59, 64], [72, 67, 70], [74, 66, 79], [69, 75, 76], [73, 71, 77], [78, 86, 81, 80, 82, 83, 84], [85, 87, 88]]
69: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 5, 10, 6, 35, 13, 8, 9, 28, 29, 11, 15, 22, 12, 16, 21, 20, 14, 30, 55, 34, 31, 25, 51, 17, 19, 62, 46, 50, 39, 53, 48, 23, 32], [27, 41, 26, 43, 36, 37, 42, 59, 49, 44, 40, 45, 52, 54, 63, 47, 57, 61, 56, 58, 60, 64, 66, 67, 71, 70, 75, 69, 73, 72, 74, 78, 76, 77, 79, 84, 82, 80, 83, 81, 85, 86, 87, 88]]
70: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 5], [10, 9, 44], [11, 12, 25], [15, 8], [13, 14, 27, 22], [20, 16, 6, 31], [19, 23, 21], [26, 17, 28], [29, 30, 32], [53, 34, 51, 35], [60, 36, 39], [37, 41, 40], [45, 43, 59], [47, 46, 42, 50, 52], [56, 49, 61, 55], [54, 57, 48, 58], [63, 62, 66], [64, 67, 70, 76], [71, 69, 77], [73, 72, 74, 75], [78, 79, 82, 81, 86, 83], [80, 84, 85, 87, 88]]
71: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 5], [6, 9], [11, 12, 8], [28, 10, 14, 25], [17, 15, 23, 16, 20], [21, 22, 13], [19, 29, 26, 30, 61], [31, 27, 34, 35], [50, 40, 59, 60], [36, 39, 37, 43], [32, 46, 47, 48], [44, 56, 42, 45, 53, 51], [41, 49, 52, 54, 55, 57, 58, 63, 62, 66, 64, 67, 70, 77], [69, 71, 79, 72, 75, 76, 74, 78, 73, 84, 82, 81, 87, 80, 83, 86, 85, 88]]
72: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [14, 8, 13], [6, 15, 12], [9, 10, 17], [28, 23, 11, 16], [31, 27, 22], [19, 47, 20, 55], [25, 62, 21, 26], [48, 29, 63], [50, 35, 45, 30, 40, 41, 34, 37, 61, 42, 43, 39, 32, 36, 44, 60, 54, 46, 49, 52, 57, 51, 56, 53], [58, 59, 64, 73, 67, 70, 69, 75, 66, 74, 71, 78, 77, 72, 76, 79, 84, 80, 83, 81, 87, 85, 82, 86, 88]]
73: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7, 6, 8], [41, 10], [15, 12, 31], [13, 17], [29, 28, 21], [9, 11, 14], [23, 22, 16], [25, 26, 51], [19, 27, 50], [30, 20, 56], [53, 34, 52], [47, 36, 45, 32, 44, 43, 35, 40, 37, 42, 39, 61, 46, 48, 57, 49, 55, 63, 54], [58, 60, 59], [62, 67, 64], [70, 66, 77, 71, 74], [73, 75, 72, 79, 76, 69, 78, 83, 82, 81, 80, 84, 85, 87, 86, 88]]
74: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 5], [6, 9, 12], [14, 8, 10, 11], [31, 27, 13, 22], [23, 20, 17], [30, 16], [37, 26], [21, 28, 25], [29, 19, 59], [44, 53, 35, 42], [36, 34, 62, 41, 45, 43, 46, 15], [39, 32, 40], [58, 47, 51, 52], [48, 49, 57, 50, 54, 56], [60, 63, 55, 61, 64, 72, 75, 66, 67], [77, 76, 78, 69], [70, 79, 71], [73, 74], [82, 80, 81, 85, 83, 87, 86, 84, 88]]
75: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7], [5, 6, 9], [15, 10], [14, 29, 12, 11, 28], [13, 25], [21, 17, 19], [20, 31], [23, 26, 54], [57, 16, 27], [22, 55], [50, 62, 35, 8, 48, 30], [42, 39, 32, 45, 36, 34, 44, 41, 46, 43, 63, 37, 52, 47, 49, 40, 51, 53, 56], [59, 61, 60, 58, 64, 66, 67, 78, 70, 69, 73, 71, 74, 72, 75, 76, 79, 81, 82, 77, 83, 85, 80, 87], [86, 84, 88]]
76: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 5, 6, 11, 9, 14], [8, 30, 15, 13, 10, 28, 19], [21, 12, 16, 17, 20, 22, 27, 63, 25], [23, 26, 29, 60, 39, 51, 37, 44, 40, 31, 53, 43, 36, 32, 34, 41, 42, 35, 46, 45, 47, 61, 48, 49, 50, 55, 54, 52, 57, 59, 56, 58, 62, 64, 66, 67, 70, 78, 69, 74, 71, 76, 77, 73, 72, 75, 83, 79, 81, 80, 82, 85, 87, 86, 84, 88]]
77: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 6], [5, 10, 9, 13, 8], [12, 11, 26, 30, 14, 15, 16, 56, 22, 17, 19], [53, 20, 25, 29, 21, 23, 27, 57, 36, 58, 46, 28, 59, 45, 52, 35, 41], [32, 60, 37], [63, 31, 34], [40, 43, 39, 42], [44, 47, 50, 51], [49, 61, 48], [54, 55, 62, 64], [72, 70, 67, 71, 66, 73, 78, 74, 69, 79, 76], [75, 77, 82, 83, 80, 84, 87, 86, 81, 85, 88]]
78: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 13, 11], [12, 9, 8], [10, 30, 15, 14, 26, 16, 19, 17, 20, 23, 49, 22, 21, 25, 27], [61, 28, 29, 62, 54, 50, 42, 37, 32, 35, 41, 39, 58, 36, 40, 31, 47, 45, 34, 43, 44, 63, 52, 59, 57, 56, 46, 53, 48, 60, 51, 55, 64, 66, 70, 74, 69, 79, 78, 67, 72, 75, 73, 71, 77, 76, 83, 80, 81, 84, 87, 86, 82, 85, 88]]
79: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 36, 23], [5, 6, 7], [10, 8, 43], [12, 30, 22, 9, 11, 13, 17, 20, 29, 14, 16, 21, 53, 61, 27, 25, 26, 31, 28, 62, 15], [19, 37, 34, 40, 38, 39, 41, 45, 42, 58, 44, 46, 59, 47, 48], [35, 57, 32, 49, 50, 51, 55, 52, 54, 56, 60, 63, 64, 66, 67, 70, 77, 71, 69, 76, 72, 74, 73, 75, 78, 79, 83, 81, 80, 82, 85, 87, 86, 84, 88]]
80: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7, 10, 12], [11, 13, 8, 9, 28, 15, 19, 30, 6, 14, 22], [29, 16, 20], [59, 17, 21, 31, 23, 25], [62, 26, 36, 56, 50, 32], [51, 37, 27], [42, 35, 45], [41, 43, 44], [39, 34, 63], [46, 49, 48, 40, 61, 55, 47, 52, 53, 57, 54], [58, 60, 66, 64, 67, 71, 73, 70, 69, 74, 72, 75, 76, 78, 77, 79, 84, 82, 83, 80, 86, 85], [81, 87, 88]]
81: [[68, 65, 33], [4, 3, 18, 2], [1, 24, 38, 5], [7, 6, 12, 22, 8, 25, 15, 11, 10, 9, 28, 30, 19, 13, 17, 20, 14, 27, 21, 60, 26, 29, 59, 23, 45, 31, 55, 16, 34, 35, 39, 43, 46, 36, 41], [37, 40, 32, 44, 47, 58, 42, 50, 57], [49, 51, 52, 48, 54, 61, 56, 53, 62, 63, 66, 64, 74, 69, 67, 79, 71, 72, 78, 73, 75, 70, 77, 76, 81, 80, 82, 83, 85, 84, 86, 88, 87]]
82: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 5], [7, 6, 8, 13, 9, 15, 11, 10, 30, 14, 17, 16, 22, 12, 27, 20, 26, 19, 21, 28, 34, 63, 48, 57, 25, 46, 41, 42, 29, 23, 39, 31, 32, 36, 43, 58, 35, 40, 37, 51, 45, 44, 55, 50, 47, 49, 52, 56, 60, 53, 61, 59, 54, 62, 64, 66, 73, 69, 78, 67, 70, 75, 72, 74, 71, 76, 77, 79, 83, 80, 82, 84, 81, 86, 87, 85, 88]]
83: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 5], [12, 8, 14], [40, 11, 6], [9, 10, 29], [17, 13, 19], [23, 16, 20], [26, 22, 21], [28, 30, 58], [31, 60, 27, 34, 25], [45, 46, 50, 15, 36, 35, 41], [42, 32, 39, 37], [47, 43, 63], [44, 51, 48], [59, 53, 54, 49, 52, 57, 55, 56, 61, 62, 66, 64, 73, 76, 79, 67, 70, 69, 72, 75, 77, 71, 74, 78], [81, 80, 86], [82, 83, 85, 84, 87, 88]]
84: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7, 10], [13, 8, 12, 9], [11, 29, 6], [22, 30, 16], [20, 23, 17], [25, 26, 31], [14, 15, 27, 19], [21, 28, 34, 32], [44, 50, 47], [55, 36, 35, 40, 46], [37, 39, 45, 41, 49, 42, 43, 54, 51, 52, 48, 56, 60, 53, 62, 58, 59, 57, 63, 61, 66, 64], [73, 74, 76, 67, 75, 77, 69, 70, 71], [72, 79, 78, 85, 81, 80, 82, 83, 86, 84, 87, 88]]
85: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 9, 10], [12, 14, 8, 39], [28, 15, 11, 13], [25, 19, 21], [26, 20], [53, 16], [17, 22], [29, 31, 23], [49, 36, 48, 27, 51, 30, 34, 35, 32], [60, 43, 46], [41, 42, 40], [44, 45, 37], [55, 47, 50], [52, 54, 58, 56, 57, 62, 59, 63, 61, 64, 72, 70, 69, 75, 77, 66, 71, 74, 67, 73, 78, 76, 79, 83], [80, 81, 82, 86, 84, 85, 87, 88]]
86: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 5], [10, 9, 12], [8, 11, 6], [15, 14, 31, 13], [20, 23, 17], [19, 27, 16, 21], [22, 43, 55], [25, 54, 26], [28, 46, 56], [63, 29, 48, 45, 30], [36, 47, 34, 40, 32, 37, 35, 44, 59, 61, 39, 41, 42], [49, 50, 53], [52, 58, 51], [57, 60, 62], [66, 64, 74], [70, 77, 69, 76], [67, 71, 79, 72], [73, 75, 78, 80], [81, 82, 84, 85], [86, 83, 87, 88]]
87: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7, 6], [8, 45, 10, 26, 15], [9, 25, 11, 53, 20, 12, 13, 19, 14, 23, 28], [21, 16, 29, 17, 48, 58, 43, 60, 40, 22, 32, 35, 27, 34], [49, 44, 30], [31, 36, 37, 59, 39, 46, 47], [41, 57, 51, 42, 62, 50, 54, 52, 55, 66, 56], [61, 63, 72, 70], [74, 64, 71, 73, 69, 78, 67, 77], [75, 76, 79, 83], [80, 82, 86, 85, 88, 81], [84, 87]]
88: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 6], [14, 11, 9, 37, 10], [13, 8, 62, 20, 7, 28, 19, 12, 15, 31, 16], [52, 25, 27, 17, 21, 22, 23, 59, 32, 56, 42, 34, 35, 26, 60, 55, 29], [40, 36, 43, 63, 30, 39], [41, 44, 51, 48, 45, 53, 46, 57, 54, 47, 49, 50, 58, 61, 66, 64, 70, 67, 71, 73, 69, 72, 74, 75, 79, 76, 78, 77, 82, 81, 80, 86, 84, 83, 85, 87, 88]]
89: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 6, 15, 9, 13, 8, 14, 22, 7, 28, 30, 11, 10, 29], [19, 26, 17, 12, 21, 54, 16, 20, 49, 31, 25, 23], [40, 35, 27, 37, 32, 34, 36, 39, 41, 47, 43, 44, 46, 45, 48, 42, 50, 51, 52, 62, 58, 53, 55, 59, 56, 57, 63, 60, 61, 66, 64, 75, 71, 72, 77, 70, 67, 74, 69, 73, 78, 76, 79, 83, 84, 81, 80, 87, 82, 85, 86, 88]]
90: [[68, 65, 33, 4, 3, 18, 2], [1, 24], [38, 5, 7], [6, 8, 43], [10, 11], [14, 28, 30, 9, 51, 12], [16, 27, 25, 13, 29, 20, 15, 21, 31, 17, 50, 19], [34, 40, 63, 23, 22, 49, 44, 39, 46, 36, 54, 42, 26, 32, 35, 37, 45, 47, 41, 48, 53, 56, 55, 59], [60, 52, 61, 62, 57, 58, 70, 74, 66, 64, 77, 73, 67, 69, 71, 72, 75, 76, 78, 79, 86, 81, 80, 83, 87, 84, 82, 85, 88]]
91: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [10, 9, 11, 6], [12, 8, 31, 25], [13, 19, 20], [17, 23, 29], [54, 14, 15, 22], [16, 26, 53], [28, 21, 30, 27], [61, 32, 56, 43], [34, 45, 42], [35, 39, 40], [37, 41, 36], [44, 48, 52, 63], [46, 47, 49, 50], [51, 55, 57, 60], [58, 62, 59], [66, 64, 67, 78], [77, 69], [70, 71, 75], [72, 76, 74, 73, 86], [82, 81, 80], [85, 83, 79], [87, 84, 88]]
92: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 5, 7, 6, 8], [14, 10, 9, 15, 13, 11, 25, 21, 17, 20, 22, 27, 53, 19, 16, 28, 29, 26, 58, 12, 23, 30, 34, 32, 51, 36, 50, 44, 37, 40, 35, 46, 63, 47, 39, 43, 41, 49, 45, 42, 48, 52, 55, 60, 59, 54, 56, 57, 62, 61, 31, 66, 64, 69, 70, 78, 71, 67, 77, 73, 72, 74, 75, 76, 79, 83, 81, 82, 80, 87, 85, 84, 86, 88]]
93: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [14, 5, 7], [6, 8, 10, 43, 12], [9, 11, 28, 21, 25, 15, 17, 13, 29, 20, 16], [49, 19, 27], [26, 23, 22], [30, 31, 59], [35, 58, 55], [54, 32, 34, 62, 44], [36, 60, 41, 38, 37, 63, 40, 45, 46, 39, 42, 47, 48, 50, 51, 56, 53, 52, 57, 61, 64, 66, 70, 67, 79, 69, 71, 75, 72, 74, 73, 77], [76, 78, 82, 85, 81, 80, 86, 87, 84, 83, 88]]
94: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 7, 5, 6, 44], [10, 8, 42, 9, 14, 12, 15, 26, 11, 31, 16, 13, 17, 20, 19, 22, 23], [21, 28, 27], [29, 49, 45, 30, 50, 60, 36, 34, 25, 55, 35, 41, 39, 32, 37, 43, 40, 48, 47, 46, 54, 56, 51], [52, 57, 53, 59, 61, 58, 62, 63, 64, 72, 70, 67, 75, 66, 69, 77], [74, 73, 71, 78, 76, 79, 82, 85, 80, 81, 84, 87, 83, 86, 88]]
95: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 5], [7, 10, 17, 6, 8, 14, 12, 9, 20, 29, 15, 21, 11, 23, 22, 13, 16, 61, 19, 26], [25, 30, 32, 27, 28], [31, 40, 35, 45, 37, 34, 36, 41, 42, 39, 46, 44, 43, 47, 53, 48, 52, 51, 49], [50, 63, 55, 62, 54, 57, 58, 56, 59, 60, 66, 64, 71, 67, 69, 70, 78, 75, 73, 74, 76, 72, 77, 79, 82, 81, 80, 83, 84, 85, 86, 87, 88]]
96: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 9, 10], [11, 12, 13], [8, 14, 29], [15, 20, 16], [26, 22, 17], [19, 21, 23], [58, 25, 30], [31, 27, 44], [62, 28, 35], [41, 37, 32, 36, 34], [42, 39, 60, 40, 43, 51, 45, 47, 52, 48, 49, 50, 63, 46, 56, 54, 53, 55, 57, 59], [61, 66, 64, 71, 67], [69, 70, 73, 77, 72, 74, 75, 76, 78, 79, 82, 81, 80, 83, 84, 85, 86, 87, 88]]
97: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [10, 8, 12], [9, 25, 30], [13, 15, 29, 11, 6], [28, 21, 14, 51, 16, 17, 57], [49, 52, 20, 56], [31, 22, 47], [19, 23, 26], [43, 27, 34], [36, 32], [45, 35, 44], [39, 42, 40, 41, 50, 55, 46, 37, 54, 48, 53], [58, 59, 60, 63, 62, 61, 66, 64, 67, 70, 75, 74, 71, 76, 72, 77, 69, 73, 78, 79, 82, 81, 83, 80, 85], [84, 86, 87, 88]]
98: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [10, 8, 12], [9, 25, 30], [13, 15, 29, 11, 6], [28, 21, 14, 51, 16, 17, 57], [49, 52, 20, 56], [31, 22, 47], [19, 23, 26], [43, 27, 34], [36, 32], [45, 35, 44], [39, 42, 40, 41, 50, 55, 46, 37, 54, 48, 53], [58, 59, 60, 63, 62, 61, 66, 64, 67, 70, 75, 74, 71, 76, 72, 77, 69, 73, 78, 79, 82, 81, 83, 80, 85], [84, 86, 87, 88]]
99: [[68, 65, 33], [4, 3, 18], [2, 1], [24, 38, 7, 5, 6, 9, 11, 10, 8, 12, 28, 13, 31, 14, 30, 23, 15, 16, 20, 17, 21, 25, 29, 22, 26, 59, 19, 32, 62, 51, 27, 42], [43, 56, 34, 36, 39, 35, 52, 37, 40, 47, 45, 41, 44, 46], [63, 48, 49, 54, 53, 58, 61, 50, 55, 60], [57, 64, 67, 66, 69, 75, 70, 72, 79, 71, 73, 77, 76, 78, 74, 82, 81, 80, 83, 84, 85, 86, 87, 88]]
100: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [36, 21, 7], [5, 9, 14, 8, 11], [10, 12, 17], [30, 16, 28], [15, 20, 22], [13, 23, 60], [19, 25, 27], [26, 62, 29], [44, 31, 51, 6], [32, 37, 38], [34, 35, 39, 61], [40, 41, 47, 42, 56], [43, 49, 53], [50, 55, 52], [45, 59, 46, 63, 57], [48, 54, 58], [66, 64, 70], [67, 77, 69, 78, 71, 72, 73, 76], [75, 74, 79, 82, 81, 80, 83, 84, 85, 86, 87, 88]]
101: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 5], [7, 10, 8, 43, 6, 27, 13, 22, 9, 11, 29, 12, 16, 21, 20, 25, 14], [31, 17, 23, 57, 30, 58, 28, 26, 15, 35, 34, 55, 32, 36, 39, 44, 37, 45, 46, 40, 50, 52, 41, 42, 47, 53], [48, 49, 56, 51, 61, 59, 54, 60, 62, 69, 63, 70, 74, 67, 64, 77, 71, 66, 72, 73, 75, 78, 76, 79, 80, 87, 82, 85, 83, 81, 84, 19, 86, 88]]
